time, x_pid, y_pid, theta_pid, x_state, y_state, theta_state, x_gyro, y_gyro, theta_gyro, x_kalman, y_kalman, theta_kalman, velocity, turn_rate, reflection, error, command
120, 3.997563308076383, -0.1395979868100039, -2.0, 4.996954135095478, -0.1744974835125048, -2.0, 12.0, 0.0, 0.0, 4.99997527658723, -0.01572366103868181, -0.1801801801801803, 100, -33, 13, -27, -28.35
259, 15.93182605249566, -1.393939546021846, -6.000000000000001, 16.93121687951476, -1.428839042724347, -6.000000000000001, 22.70136988125885, 0.1867931060982454, 1.0, 16.98871104374324, -0.5355454625381561, -2.482743164500223, 77, -32, 11, -29, -34.146
407, 27.71135225386763, -3.683647490540383, -11.0, 27.72911589743906, -3.527737991866339, -11.0, 35.08606236793544, 1.270313299937132, 5.0, 27.94710974671192, -1.491316285891882, -4.984615814942238, 84, -42, 10, -30, -39.25599999999999
560, 39.18700932542406, -7.192107947213223, -17.0, 40.16107772495852, -7.328570153261916, -17.0, 46.35023429799738, 3.459846521882983, 11.0, 40.82151866541195, -3.293979591697281, -7.970684384777634, 75, -17, 71, 31, 14.854
702, 50.77811924089288, -10.29793648844347, -15.0, 50.78626181413828, -10.17557964938964, -15.0, 57.6774930731438, 5.457147861408016, 10.0, 51.72552349636181, -4.744041192672304, -7.574994427784417, 81, 18, 36, -4, -13.678
848, 61.35199789621439, -13.32994740243046, -16.0, 62.2619188856947, -13.68404010606248, -17.0, 69.24382411604535, 7.082689680621581, 8.0, 63.54699786370007, -6.80625936308114, -9.895487481245119, 80, -30, 12, -28, -37.254
998, 72.47820415101583, -17.82522652342141, -22.0, 73.38812514049614, -18.17931922705343, -22.0, 81.08242040318595, 9.81584499089954, 13.0, 75.27218154163842, -9.359701690334317, -12.28571958717145, 81, -33, 32, -8, -22.176
1098, 79.78656781215664, -21.07911966802781, -24.0, 80.69648880163696, -21.43321237165983, -24.0, 88.58026163150484, 11.96581636627213, 16.0, 83.06597703113026, -11.1643489877243, -13.03704022983815, 78, -20, 60, 20, 2.982
1218, 88.84964568252313, -25.3053022854348, -25.0, 88.85325888496679, -25.23677672732612, -25.0, 97.87554385946557, 14.80766933617714, 17.0, 91.81487886550666, -13.27544270720837, -13.56603951143173, 81, 6, 61, 21, 4.914
1358, 98.8190313399263, -29.9541031645825, -25.0, 98.9022589190354, -29.71087980115993, -24.0, 108.5586834982226, 17.67020797501101, 15.0, 102.5144899025093, -15.82854349974502, -13.42074336232538, 79, -12, 22, -18, -29.932
1501, 109.314467825599, -35.77181860753854, -29.0, 109.3976954047082, -35.52859524411597, -29.0, 119.8467732901298, 21.33793068124727, 18.0, 114.033623546836, -19.19151243866506, -16.27497155427369, 83, -33, 33, -7, -22.288
1650, 118.6429968833197, -41.6009305141038, -32.0, 119.5742725585853, -41.88762641491443, -31.99999999999999, 130.9750519739765, 25.60967663982725, 21.0, 125.4677816771439, -22.83294455407149, -17.66509740230068, 80, -4, 56, 16, -0.9660000000000014
1790, 128.8195740371968, -47.95996168490226, -32.0, 128.902801616306, -47.71673832147968, -31.99999999999999, 141.8942802275087, 29.58395070527152, 20.0, 135.9327685070745, -26.22175712625372, -17.94319124050556, 83, -10, 27, -13, -26.544
1931, 137.7187609753212, -54.42559946011946, -36.0, 138.6110055488053, -54.77016134898936, -36.0, 152.6143799540099, 33.91515213834629, 22.0, 147.1855613672982, -30.39004848422013, -20.3257798448368, 82, -34, 23, -17, -32.354
2036, 143.8471165202731, -59.56790033761178, -40.0, 144.7393610937572, -59.91246222648169, -40.0, 160.1642499429229, 37.59746977137453, 26.0, 154.5942888255402, -33.40845161327545, -22.16656259761117, 80, -32, 39, -1, -18.816
2140, 150.5354199495696, -65.5900757948415, -42.0, 150.6845196975763, -65.26550707735254, -41.99999999999999, 167.3267208161945, 41.40582308869369, 28.0, 161.953556425666, -36.54551718315736, -23.08729837884014, 78, -15, 53, 13, -6.174000000000002
2286, 158.5803106673805, -73.09205775552899, -43.0, 159.4607641170064, -73.44948739810253, -43.0, 177.5422789955827, 47.0683994531709, 29.0, 172.9542828046544, -41.3396822965665, -23.54778475438228, 80, -6, 44, 4, -13.034
2422, 167.0655920416191, -81.57733912976756, -45.00000000000001, 167.2389387100584, -81.22766199115455, -45.0, 186.9646353887574, 52.5083994531709, 30.0, 182.9448423457112, -45.94280298329609, -24.73774700908073, 80, -21, 40, 0, -16.646
2568, 174.5675740023066, -89.62222984757842, -47.00000000000001, 174.7409206707459, -89.27255270896543, -47.0, 197.1174671959421, 58.85259288457083, 32.0, 192.8602370691512, -50.70567475129277, -25.65735790673616, 82, -2, 65, 25, 7.489999999999998
2710, 182.2088160773555, -97.53496765130359, -46.00000000000001, 182.3821627457949, -97.18529051269059, -46.00000000000001, 206.8325401755959, 64.46159288457082, 30.0, 202.7913207088484, -55.43574639359785, -25.4679734704447, 79, 5, 40, 0, -12.684
2851, 190.2383833536619, -106.4527055570323, -48.00000000000001, 190.4117300221012, -106.1030284184193, -48.00000000000001, 216.723416312218, 70.17209288457082, 30.0, 213.4902620801131, -60.87014180930331, -26.92773105032662, 81, -21, 32, -8, -20.692
3001, 197.9518346699003, -115.6452388744601, -50.00000000000002, 197.9635747146992, -115.428779955903, -51.00000000000001, 226.5358619571794, 76.54436959424664, 33.0, 224.0553120998147, -66.56045973374322, -28.30682977345007, 78, -4, 76, 36, 20.37
3152, 205.9814019462066, -124.5629767801888, -48.00000000000001, 205.9931419910055, -124.3465178616317, -48.00000000000001, 237.278739736879, 82.99934178709433, 31.0, 234.7797525934667, -71.94435944474428, -26.65763500073608, 83, 10, 31, -9, -17.444
3298, 213.0520656527585, -132.9894656544976, -50.00000000000002, 213.706593307244, -133.5390511790594, -50.00000000000001, 247.5203561620338, 88.91234178709434, 30.0, 245.3367813973106, -77.64954505389068, -28.387489963315, 81, -25, 36, -4, -14.056
