time, error, delta, distance, speed, angle, turn_angle, gyro_cumulative_angle
0, -41, -98.40000000000002, 0, 0, 0, 0, 0
0.1, -40, -59.1, 7, 130, -7, -123, -3
0.2, 2, 36.7, 34, 240, -16, -58, -8
0.3, 34, 71.70000000000001, 60, 215, -16, 62, -16
0.4, 24, 19.1, 85, 228, -8, 82, -8
0.5, -41, -124.5, 112, 216, -4, -5, -1
0.6, -40, -61.20000000000001, 137, 212, -8, -103, -4
0.7, 35, 113.8, 161, 237, -19, -50, -17
0.7999999999999999, 40, 54.3, 185, 213, -19, 69, -25
0.9, 39, 50.90000000000001, 210, 235, -9, 47, -13
1.0, 36, 48.60000000000001, 234, 228, -4, 45, -8
1.1, 37, 57.60000000000001, 259, 224, 1, 52, -4
1.2, 42, 72.3, 285, 216, 8, 53, 2
1.3, 45, 78.70000000000001, 311, 221, 16, 78, 9
1.4, 37, 61.00000000000001, 338, 217, 26, 79, 17
1.5, 38, 75.1, 364, 221, 33, 57, 25
1.6, -16, -51.70000000000001, 391, 221, 42, 80, 32
1.7, -37, -49.70000000000001, 418, 214, 43, -78, 38
1.800000000000001, 43, 159.6, 443, 224, 36, -46, 28
1.900000000000001, 39, 74.30000000000001, 467, 221, 37, 78, 24
2.0, 39, 82.20000000000001, 492, 235, 50, 75, 37
2.100000000000001, 33, 71.70000000000001, 518, 222, 59, 81, 45
2.200000000000001, -38, -89.40000000000001, 545, 222, 68, 78, 54
2.300000000000001, -39, -24.6, 569, 222, 69, -70, 59
2.400000000000001, 24, 123.7, 596, 221, 62, -1, 47
2.500000000000001, 33, 84.70000000000001, 620, 212, 66, 104, 46
2.600000000000001, -39, -93.80000000000001, 648, 230, 80, 74, 62
2.700000000000001, -38, -23.3, 674, 224, 81, -75, 67
2.800000000000001, -3, 55.9, 699, 230, 74, 0, 56
2.900000000000001, 34, 109.4, 723, 221, 77, 75, 55
3.000000000000001, -34, -87.4, 750, 219, 89, 120, 66
3.100000000000001, -40, -37.20000000000001, 776, 220, 95, -46, 78
3.200000000000002, -33, -18.4, 802, 224, 87, -26, 68
3.300000000000002, 32, 127.3, 827, 220, 85, -5, 64
3.400000000000002, 36, 75.10000000000002, 853, 214, 90, 113, 65
3.500000000000002, 21, 38.70000000000001, 881, 230, 102, 60, 79
3.600000000000002, -38, -85.8, 907, 224, 108, 20, 85
3.700000000000002, 11, 87.00000000000001, 932, 216, 105, -100, 84
3.800000000000002, 32, 89.50000000000001, 957, 226, 101, 56, 75
3.900000000000002, 36, 81.30000000000001, 982, 227, 112, 89, 80
4.000000000000002, 42, 95.30000000000001, 1008, 225, 122, 81, 91
4.100000000000001, 10, 16.7, 1034, 218, 133, 103, 99
4.200000000000001, -39, -67.90000000000001, 1061, 213, 138, 0, 108
4.300000000000001, -38, -20.4, 1087, 217, 134, -89, 106
4.4, -39, -27.6, 1114, 221, 129, -2, 94
4.5, -39, -30.5, 1138, 223, 127, -22, 93
4.6, -27, -5.600000000000001, 1164, 216, 123, -33, 89
4.699999999999999, 12, 73.3, 1188, 223, 122, 0, 86
4.799999999999999, 24, 64.30000000000001, 1213, 221, 127, 95, 87
4.899999999999999, -38, -94.1, 1238, 220, 135, 53, 96
4.999999999999998, -38, -35.9, 1263, 208, 135, -87, 100
5.099999999999998, -38, -39.7, 1290, 234, 126, -17, 87
5.199999999999998, -39, -45.90000000000001, 1313, 224, 123, -40, 84
5.299999999999997, 31, 119.2, 1338, 222, 118, -57, 79
5.399999999999997, 32, 54.70000000000001, 1364, 215, 120, 99, 74
