Time in ms, Reflection, Error, Distance in mm, Command
209, 12, -18, 0, -30
429, 12, -18, 32, -30
654, 7, -23, 101, -30
892, 7, -23, 172, -30
1109, 6, -24, 237, -30
1325, 29, -1, 302, -30
1531, 56, 26, 364, 30
1746, 59, 29, 428, 30
1966, 63, 33, 494, 30
2185, 57, 27, 561, 30
2399, 55, 25, 625, 30
2627, 60, 30, 693, 30
2849, 65, 35, 760, 30
3069, 59, 29, 826, 30
3304, 67, 37, 896, 30
3529, 5, -25, 963, -30
3754, 8, -22, 1031, -30
