Time in ms, Reflection, Error, Distance in mm, Command
222, 45, 15, 0, 30
436, 15, -15, 30, -30
647, 7, -23, 95, -30
867, 42, 12, 161, 30
1118, 16, -14, 236, -30
1340, 36, 6, 303, 30
1552, 11, -19, 367, -30
1768, 23, -7, 431, -30
1982, 60, 30, 496, 30
2218, 56, 26, 567, 30
2434, 34, 4, 632, 30
2662, 6, -24, 701, -30
2884, 6, -24, 766, -30
3102, 7, -23, 832, -30
3324, 6, -24, 899, -30
3542, 8, -22, 964, -30
3757, 62, 32, 1028, 30
