Time in ms, Reflection, Error, Distance in mm, Command
213, 25, -5, 0, -12
437, 23, -7, 34, -12
665, 12, -18, 104, -12
906, 7, -23, 176, -12
1120, 8, -22, 240, -12
1347, 8, -22, 309, -12
1560, 7, -23, 372, -12
1783, 7, -23, 439, -12
2006, 9, -21, 506, -12
2218, 58, 28, 570, 12
2440, 58, 28, 637, 12
2660, 62, 32, 703, 12
2886, 58, 28, 770, 12
3118, 70, 40, 841, 12
3348, 55, 25, 909, 12
3560, 57, 27, 972, 12
3766, 64, 34, 1035, 12
