Time in ms, Reflection, Error, Distance in mm, Command
231, 26, -4, 0, -6
470, 14, -16, 40, -6
687, 7, -23, 106, -6
900, 7, -23, 171, -6
1122, 8, -22, 237, -6
1330, 9, -21, 300, -6
1545, 8, -22, 364, -6
1769, 8, -22, 432, -6
1978, 7, -23, 494, -6
2200, 6, -24, 560, -6
2417, 7, -23, 625, -6
2631, 62, 32, 690, 6
2845, 56, 26, 754, 6
3081, 71, 41, 825, 6
3305, 58, 28, 892, 6
3526, 57, 27, 958, 6
3739, 58, 28, 1022, 6
