Time in ms, Reflection, Error, Distance in mm, Command
220, 18, -12, 0, -2
440, 18, -12, 32, -2
670, 54, 24, 102, 2
908, 68, 38, 174, 2
1133, 63, 33, 241, 2
1345, 62, 32, 305, 2
1561, 57, 27, 370, 2
1795, 55, 25, 440, 2
2015, 57, 27, 506, 2
2240, 65, 35, 574, 2
2460, 59, 29, 640, 2
2681, 72, 42, 706, 2
2895, 54, 24, 770, 2
3121, 57, 27, 838, 2
3343, 62, 32, 904, 2
3557, 60, 30, 968, 2
3783, 58, 28, 1037, 2
