Time in ms, Reflection, Error, Distance in mm, Command
214, 8, -22, 0, -20
430, 9, -21, 31, -20
656, 7, -23, 100, -20
872, 8, -22, 165, -20
1098, 6, -24, 233, -20
1314, 7, -23, 298, -20
1520, 48, 18, 360, 20
1742, 58, 28, 426, 20
1962, 56, 26, 492, 20
2168, 56, 26, 553, 20
2389, 55, 25, 620, 20
2596, 58, 28, 683, 20
2832, 58, 28, 753, 20
3061, 62, 32, 822, 20
3268, 6, -24, 884, -20
3502, 7, -23, 954, -20
3716, 6, -24, 1019, -20
