Time in ms, Reflection, Error, Distance in mm, Command
224, 45, 15, 0, 20
460, 20, -10, 36, -20
672, 25, -5, 102, -20
889, 59, 29, 167, 20
1114, 69, 39, 235, 20
1338, 43, 13, 302, 20
1564, 7, -23, 370, -20
1800, 6, -24, 440, -20
2017, 6, -24, 505, -20
2247, 7, -23, 574, -20
2465, 42, 12, 640, 20
2692, 56, 26, 708, 20
2917, 40, 10, 775, 20
3143, 4, -26, 843, -20
3355, 6, -24, 907, -20
3577, 6, -24, 973, -20
3797, 37, 7, 1039, 20
