Time in ms, Reflection, Error, Distance in mm, Command, Kp, Ki, Kd
187486, 30, 0, 534, 112.3, 1.2, 0.2, 0.01
187703, 30, 0, 534, 112.4, 1.2, 0.2, 0.01
187937, 31, 1, 534, 113.9, 1.2, 0.2, 0.01
188166, 30, 0, 534, 112.5, 1.2, 0.2, 0.01
188390, 30, 0, 534, 112.6, 1.2, 0.2, 0.01
188608, 30, 0, 534, 112.6, 1.2, 0.2, 0.01
188845, 31, 1, 534, 114.1, 1.2, 0.2, 0.01
189072, 30, 0, 534, 112.7, 1.2, 0.2, 0.01
189294, 31, 1, 534, 114.3, 1.2, 0.2, 0.01
189529, 31, 1, 534, 114.4, 1.2, 0.2, 0.01
189763, 31, 1, 534, 114.6, 1.2, 0.2, 0.01
190010, 31, 1, 534, 114.8, 1.2, 0.2, 0.01
190216, 30, 0, 534, 113.5, 1.2, 0.2, 0.01
190456, 31, 1, 534, 115.1, 1.2, 0.2, 0.01
190692, 31, 1, 534, 115.2, 1.2, 0.2, 0.01
190917, 31, 1, 534, 115.4, 1.2, 0.2, 0.01
191143, 31, 1, 534, 115.6, 1.2, 0.2, 0.01
191362, 30, 0, 534, 114.3, 1.2, 0.2, 0.01
191593, 30, 0, 534, 114.4, 1.2, 0.2, 0.01
191824, 31, 1, 534, 115.9, 1.2, 0.2, 0.01
192050, 30, 0, 534, 114.5, 1.2, 0.2, 0.01
192278, 30, 0, 534, 114.6, 1.2, 0.2, 0.01
192510, 30, 0, 534, 114.6, 1.2, 0.2, 0.01
192759, 31, 1, 534, 116.1, 1.2, 0.2, 0.01
192988, 31, 1, 534, 116.2, 1.2, 0.2, 0.01
193204, 31, 1, 534, 116.4, 1.2, 0.2, 0.01
193439, 31, 1, 534, 116.6, 1.2, 0.2, 0.01
193662, 30, 0, 534, 115.3, 1.2, 0.2, 0.01
193899, 30, 0, 534, 115.4, 1.2, 0.2, 0.01
194119, 31, 1, 534, 116.9, 1.2, 0.2, 0.01
194339, 31, 1, 534, 117.0, 1.2, 0.2, 0.01
194554, 30, 0, 534, 115.7, 1.2, 0.2, 0.01
194777, 31, 1, 534, 117.3, 1.2, 0.2, 0.01
195029, 30, 0, 534, 115.9, 1.2, 0.2, 0.01
195256, 30, 0, 534, 116.0, 1.2, 0.2, 0.01
195482, 30, 0, 534, 116.0, 1.2, 0.2, 0.01
195717, 30, 0, 534, 116.0, 1.2, 0.2, 0.01
195945, 30, 0, 534, 116.0, 1.2, 0.2, 0.01
196168, 31, 1, 534, 117.5, 1.2, 0.2, 0.01
196396, 31, 1, 534, 117.6, 1.2, 0.2, 0.01
196612, 31, 1, 534, 117.8, 1.2, 0.2, 0.01
196837, 31, 1, 534, 118.0, 1.2, 0.2, 0.01
197076, 31, 1, 534, 118.2, 1.2, 0.2, 0.01
197293, 31, 1, 534, 118.4, 1.2, 0.2, 0.01
197535, 31, 1, 534, 118.6, 1.2, 0.2, 0.01
197755, 31, 1, 534, 118.8, 1.2, 0.2, 0.01
197981, 31, 1, 534, 119.0, 1.2, 0.2, 0.01
198205, 31, 1, 534, 119.2, 1.2, 0.2, 0.01
198448, 30, 0, 534, 117.9, 1.2, 0.2, 0.01
198683, 30, 0, 534, 118.0, 1.2, 0.2, 0.01
198908, 31, 1, 534, 119.5, 1.2, 0.2, 0.01
199141, 30, 0, 534, 118.1, 1.2, 0.2, 0.01
199375, 30, 0, 534, 118.2, 1.2, 0.2, 0.01
199609, 30, 0, 534, 118.2, 1.2, 0.2, 0.01
199831, 30, 0, 534, 118.2, 1.2, 0.2, 0.01
200066, 30, 0, 534, 118.2, 1.2, 0.2, 0.01
200288, 31, 1, 534, 119.7, 1.2, 0.2, 0.01
200514, 31, 1, 534, 119.8, 1.2, 0.2, 0.01
200742, 30, 0, 534, 118.5, 1.2, 0.2, 0.01
200972, 31, 1, 534, 120.1, 1.2, 0.2, 0.01
201191, 30, 0, 534, 118.7, 1.2, 0.2, 0.01
201413, 31, 1, 534, 120.3, 1.2, 0.2, 0.01
201658, 31, 1, 534, 120.4, 1.2, 0.2, 0.01
201882, 30, 0, 534, 119.1, 1.2, 0.2, 0.01
202115, 31, 1, 534, 120.7, 1.2, 0.2, 0.01
202343, 30, 0, 534, 119.3, 1.2, 0.2, 0.01
202568, 30, 0, 534, 119.4, 1.2, 0.2, 0.01
202793, 31, 1, 534, 120.9, 1.2, 0.2, 0.01
203011, 30, 0, 534, 119.5, 1.2, 0.2, 0.01
203251, 31, 1, 534, 121.1, 1.2, 0.2, 0.01
203471, 30, 0, 534, 119.7, 1.2, 0.2, 0.01
203692, 30, 0, 534, 119.8, 1.2, 0.2, 0.01
203922, 31, 1, 534, 121.3, 1.2, 0.2, 0.01
204145, 31, 1, 534, 121.4, 1.2, 0.2, 0.01
204383, 30, 0, 534, 120.1, 1.2, 0.2, 0.01
204621, 31, 1, 534, 121.7, 1.2, 0.2, 0.01
204842, 31, 1, 534, 121.8, 1.2, 0.2, 0.01
205078, 31, 1, 534, 122.0, 1.2, 0.2, 0.01
205307, 30, 0, 534, 120.7, 1.2, 0.2, 0.01
205540, 31, 1, 534, 122.3, 1.2, 0.2, 0.01
205766, 30, 0, 534, 120.9, 1.2, 0.2, 0.01
205992, 30, 0, 534, 121.0, 1.2, 0.2, 0.01
206225, 31, 1, 534, 122.5, 1.2, 0.2, 0.01
206440, 30, 0, 534, 121.1, 1.2, 0.2, 0.01
206675, 30, 0, 534, 121.2, 1.2, 0.2, 0.01
206895, 30, 0, 534, 121.2, 1.2, 0.2, 0.01
207115, 31, 1, 534, 122.7, 1.2, 0.2, 0.01
207335, 31, 1, 534, 122.8, 1.2, 0.2, 0.01
207552, 31, 1, 534, 123.0, 1.2, 0.2, 0.01
207774, 31, 1, 534, 123.2, 1.2, 0.2, 0.01
207984, 31, 1, 534, 123.4, 1.2, 0.2, 0.01
208200, 31, 1, 534, 123.6, 1.2, 0.2, 0.01
208434, 31, 1, 534, 123.8, 1.2, 0.2, 0.01
208657, 31, 1, 534, 124.0, 1.2, 0.2, 0.01
208878, 31, 1, 534, 124.2, 1.2, 0.2, 0.01
209100, 30, 0, 534, 122.9, 1.2, 0.2, 0.01
209325, 31, 1, 534, 124.5, 1.2, 0.2, 0.01
209555, 31, 1, 534, 124.6, 1.2, 0.2, 0.01
209780, 31, 1, 534, 124.8, 1.2, 0.2, 0.01
210000, 31, 1, 534, 125.0, 1.2, 0.2, 0.01
210242, 31, 1, 534, 125.2, 1.2, 0.2, 0.01
210464, 30, 0, 534, 123.9, 1.2, 0.2, 0.01
210680, 31, 1, 534, 125.5, 1.2, 0.2, 0.01
210927, 30, 0, 534, 124.1, 1.2, 0.2, 0.01
211160, 31, 1, 534, 125.7, 1.2, 0.2, 0.01
211384, 30, 0, 534, 124.3, 1.2, 0.2, 0.01
211617, 31, 1, 534, 125.9, 1.2, 0.2, 0.01
211832, 30, 0, 534, 124.5, 1.2, 0.2, 0.01
212071, 30, 0, 534, 124.6, 1.2, 0.2, 0.01
212296, 31, 1, 534, 126.1, 1.2, 0.2, 0.01
212521, 31, 1, 534, 126.2, 1.2, 0.2, 0.01
212734, 31, 1, 534, 126.4, 1.2, 0.2, 0.01
212954, 30, 0, 534, 125.1, 1.2, 0.2, 0.01
213181, 30, 0, 534, 125.2, 1.2, 0.2, 0.01
213407, 31, 1, 534, 126.7, 1.2, 0.2, 0.01
213651, 31, 1, 534, 126.8, 1.2, 0.2, 0.01
213867, 30, 0, 534, 125.5, 1.2, 0.2, 0.01
214087, 30, 0, 534, 125.6, 1.2, 0.2, 0.01
214305, 31, 1, 534, 127.1, 1.2, 0.2, 0.01
214530, 30, 0, 534, 125.7, 1.2, 0.2, 0.01
214765, 30, 0, 534, 125.8, 1.2, 0.2, 0.01
214985, 31, 1, 534, 127.3, 1.2, 0.2, 0.01
215221, 30, 0, 534, 125.9, 1.2, 0.2, 0.01
215450, 30, 0, 534, 126.0, 1.2, 0.2, 0.01
215697, 30, 0, 534, 126.0, 1.2, 0.2, 0.01
215926, 30, 0, 534, 126.0, 1.2, 0.2, 0.01
216146, 31, 1, 534, 127.5, 1.2, 0.2, 0.01
216373, 31, 1, 534, 127.6, 1.2, 0.2, 0.01
216590, 30, 0, 534, 126.3, 1.2, 0.2, 0.01
216820, 30, 0, 534, 126.4, 1.2, 0.2, 0.01
217051, 31, 1, 534, 127.9, 1.2, 0.2, 0.01
217274, 31, 1, 534, 128.0, 1.2, 0.2, 0.01
217492, 31, 1, 534, 128.2, 1.2, 0.2, 0.01
217733, 31, 1, 534, 128.4, 1.2, 0.2, 0.01
217951, 30, 0, 534, 127.1, 1.2, 0.2, 0.01
218172, 31, 1, 534, 128.7, 1.2, 0.2, 0.01
218402, 30, 0, 534, 127.3, 1.2, 0.2, 0.01
218645, 31, 1, 534, 128.9, 1.2, 0.2, 0.01
218873, 31, 1, 534, 129.0, 1.2, 0.2, 0.01
219101, 30, 0, 534, 127.7, 1.2, 0.2, 0.01
219346, 31, 1, 534, 129.3, 1.2, 0.2, 0.01
219566, 30, 0, 534, 127.9, 1.2, 0.2, 0.01
219784, 30, 0, 534, 128.0, 1.2, 0.2, 0.01
220026, 31, 1, 534, 129.5, 1.2, 0.2, 0.01
220250, 31, 1, 534, 129.6, 1.2, 0.2, 0.01
220479, 31, 1, 534, 129.8, 1.2, 0.2, 0.01
220712, 30, 0, 534, 128.5, 1.2, 0.2, 0.01
220923, 31, 1, 534, 130.1, 1.2, 0.2, 0.01
221157, 31, 1, 534, 130.2, 1.2, 0.2, 0.01
221374, 31, 1, 534, 130.4, 1.2, 0.2, 0.01
221600, 31, 1, 534, 130.6, 1.2, 0.2, 0.01
221836, 30, 0, 534, 129.3, 1.2, 0.2, 0.01
222052, 30, 0, 534, 129.4, 1.2, 0.2, 0.01
222273, 30, 0, 534, 129.4, 1.2, 0.2, 0.01
222491, 31, 1, 534, 130.9, 1.2, 0.2, 0.01
222724, 31, 1, 534, 131.0, 1.2, 0.2, 0.01
222945, 31, 1, 534, 131.2, 1.2, 0.2, 0.01
223176, 31, 1, 534, 131.4, 1.2, 0.2, 0.01
223394, 31, 1, 534, 131.6, 1.2, 0.2, 0.01
223636, 30, 0, 534, 130.3, 1.2, 0.2, 0.01
223866, 31, 1, 534, 131.9, 1.2, 0.2, 0.01
224082, 31, 1, 534, 132.0, 1.2, 0.2, 0.01
224312, 30, 0, 534, 130.7, 1.2, 0.2, 0.01
224546, 30, 0, 534, 130.8, 1.2, 0.2, 0.01
224772, 31, 1, 534, 132.3, 1.2, 0.2, 0.01
224989, 30, 0, 534, 130.9, 1.2, 0.2, 0.01
225215, 31, 1, 534, 132.5, 1.2, 0.2, 0.01
225453, 31, 1, 534, 132.6, 1.2, 0.2, 0.01
225668, 30, 0, 534, 131.3, 1.2, 0.2, 0.01
225895, 30, 0, 534, 131.4, 1.2, 0.2, 0.01
226132, 30, 0, 534, 131.4, 1.2, 0.2, 0.01
226354, 30, 0, 534, 131.4, 1.2, 0.2, 0.01
226576, 31, 1, 534, 132.9, 1.2, 0.2, 0.01
226810, 30, 0, 534, 131.5, 1.2, 0.2, 0.01
227038, 30, 0, 534, 131.6, 1.2, 0.2, 0.01
227259, 30, 0, 534, 131.6, 1.2, 0.2, 0.01
227473, 30, 0, 534, 131.6, 1.2, 0.2, 0.01
227695, 31, 1, 534, 133.1, 1.2, 0.2, 0.01
227910, 31, 1, 534, 133.2, 1.2, 0.2, 0.01
228137, 31, 1, 534, 133.4, 1.2, 0.2, 0.01
228358, 31, 1, 534, 133.6, 1.2, 0.2, 0.01
228572, 31, 1, 534, 133.8, 1.2, 0.2, 0.01
228793, 30, 0, 534, 132.5, 1.2, 0.2, 0.01
229035, 30, 0, 534, 132.6, 1.2, 0.2, 0.01
229264, 31, 1, 534, 134.1, 1.2, 0.2, 0.01
229481, 30, 0, 534, 132.7, 1.2, 0.2, 0.01
229699, 30, 0, 534, 132.8, 1.2, 0.2, 0.01
229933, 31, 1, 534, 134.3, 1.2, 0.2, 0.01
230161, 30, 0, 534, 132.9, 1.2, 0.2, 0.01
230379, 30, 0, 534, 133.0, 1.2, 0.2, 0.01
230616, 30, 0, 534, 133.0, 1.2, 0.2, 0.01
230860, 30, 0, 534, 133.0, 1.2, 0.2, 0.01
231078, 30, 0, 534, 133.0, 1.2, 0.2, 0.01
231300, 30, 0, 534, 133.0, 1.2, 0.2, 0.01
231524, 31, 1, 534, 134.5, 1.2, 0.2, 0.01
231747, 31, 1, 534, 134.6, 1.2, 0.2, 0.01
231980, 30, 0, 534, 133.3, 1.2, 0.2, 0.01
232218, 30, 0, 534, 133.4, 1.2, 0.2, 0.01
232430, 31, 1, 534, 134.9, 1.2, 0.2, 0.01
232664, 30, 0, 534, 133.5, 1.2, 0.2, 0.01
232892, 31, 1, 534, 135.1, 1.2, 0.2, 0.01
233135, 30, 0, 534, 133.7, 1.2, 0.2, 0.01
233368, 31, 1, 534, 135.3, 1.2, 0.2, 0.01
233600, 30, 0, 534, 133.9, 1.2, 0.2, 0.01
233831, 31, 1, 534, 135.5, 1.2, 0.2, 0.01
234058, 31, 1, 534, 135.6, 1.2, 0.2, 0.01
234283, 31, 1, 534, 135.8, 1.2, 0.2, 0.01
234524, 30, 0, 534, 134.5, 1.2, 0.2, 0.01
234750, 30, 0, 534, 134.6, 1.2, 0.2, 0.01
234974, 31, 1, 534, 136.1, 1.2, 0.2, 0.01
235190, 31, 1, 534, 136.2, 1.2, 0.2, 0.01
235409, 30, 0, 534, 134.9, 1.2, 0.2, 0.01
235639, 30, 0, 534, 135.0, 1.2, 0.2, 0.01
235877, 30, 0, 534, 135.0, 1.2, 0.2, 0.01
236097, 31, 1, 534, 136.5, 1.2, 0.2, 0.01
236332, 31, 1, 534, 136.6, 1.2, 0.2, 0.01
236568, 31, 1, 534, 136.8, 1.2, 0.2, 0.01
236789, 30, 0, 534, 135.5, 1.2, 0.2, 0.01
237021, 31, 1, 534, 137.1, 1.2, 0.2, 0.01
237247, 31, 1, 534, 137.2, 1.2, 0.2, 0.01
237467, 31, 1, 534, 137.4, 1.2, 0.2, 0.01
237684, 31, 1, 534, 137.6, 1.2, 0.2, 0.01
237900, 30, 0, 534, 136.3, 1.2, 0.2, 0.01
238141, 31, 1, 534, 137.9, 1.2, 0.2, 0.01
238357, 30, 0, 534, 136.5, 1.2, 0.2, 0.01
238573, 31, 1, 534, 138.1, 1.2, 0.2, 0.01
238789, 30, 0, 534, 136.7, 1.2, 0.2, 0.01
239029, 30, 0, 534, 136.8, 1.2, 0.2, 0.01
239269, 30, 0, 534, 136.8, 1.2, 0.2, 0.01
239487, 31, 1, 534, 138.3, 1.2, 0.2, 0.01
239723, 30, 0, 534, 136.9, 1.2, 0.2, 0.01
239955, 30, 0, 534, 137.0, 1.2, 0.2, 0.01
240194, 30, 0, 534, 137.0, 1.2, 0.2, 0.01
240427, 31, 1, 534, 138.5, 1.2, 0.2, 0.01
240644, 30, 0, 534, 137.1, 1.2, 0.2, 0.01
240878, 30, 0, 534, 137.2, 1.2, 0.2, 0.01
241115, 30, 0, 534, 137.2, 1.2, 0.2, 0.01
241353, 31, 1, 534, 138.7, 1.2, 0.2, 0.01
241583, 31, 1, 534, 138.8, 1.2, 0.2, 0.01
241796, 30, 0, 534, 137.5, 1.2, 0.2, 0.01
242016, 31, 1, 534, 139.1, 1.2, 0.2, 0.01
242243, 31, 1, 534, 139.2, 1.2, 0.2, 0.01
242463, 30, 0, 534, 137.9, 1.2, 0.2, 0.01
242694, 30, 0, 534, 138.0, 1.2, 0.2, 0.01
242933, 30, 0, 534, 138.0, 1.2, 0.2, 0.01
243156, 31, 1, 534, 139.5, 1.2, 0.2, 0.01
243383, 30, 0, 534, 138.1, 1.2, 0.2, 0.01
243600, 30, 0, 534, 138.2, 1.2, 0.2, 0.01
243830, 31, 1, 534, 139.7, 1.2, 0.2, 0.01
244064, 31, 1, 534, 139.8, 1.2, 0.2, 0.01
244284, 30, 0, 534, 138.5, 1.2, 0.2, 0.01
244503, 30, 0, 534, 138.6, 1.2, 0.2, 0.01
244733, 31, 1, 534, 140.1, 1.2, 0.2, 0.01
244961, 30, 0, 534, 138.7, 1.2, 0.2, 0.01
245193, 31, 1, 534, 140.3, 1.2, 0.2, 0.01
245410, 31, 1, 534, 140.4, 1.2, 0.2, 0.01
245646, 30, 0, 534, 139.1, 1.2, 0.2, 0.01
245876, 30, 0, 534, 139.2, 1.2, 0.2, 0.01
246114, 31, 1, 534, 140.7, 1.2, 0.2, 0.01
246340, 30, 0, 534, 139.3, 1.2, 0.2, 0.01
246569, 31, 1, 534, 140.9, 1.2, 0.2, 0.01
246791, 31, 1, 534, 141.0, 1.2, 0.2, 0.01
247024, 30, 0, 534, 139.7, 1.2, 0.2, 0.01
247243, 31, 1, 534, 141.3, 1.2, 0.2, 0.01
247467, 31, 1, 534, 141.4, 1.2, 0.2, 0.01
247686, 31, 1, 534, 141.6, 1.2, 0.2, 0.01
247930, 30, 0, 534, 140.3, 1.2, 0.2, 0.01
248153, 31, 1, 534, 141.9, 1.2, 0.2, 0.01
248376, 30, 0, 534, 140.5, 1.2, 0.2, 0.01
248607, 30, 0, 534, 140.6, 1.2, 0.2, 0.01
248831, 31, 1, 534, 142.1, 1.2, 0.2, 0.01
249059, 31, 1, 534, 142.2, 1.2, 0.2, 0.01
249289, 30, 0, 534, 140.9, 1.2, 0.2, 0.01
249520, 31, 1, 534, 142.5, 1.2, 0.2, 0.01
249763, 30, 0, 534, 141.1, 1.2, 0.2, 0.01
249977, 31, 1, 534, 142.7, 1.2, 0.2, 0.01
250212, 30, 0, 534, 141.3, 1.2, 0.2, 0.01
250438, 31, 1, 534, 142.9, 1.2, 0.2, 0.01
250655, 30, 0, 534, 141.5, 1.2, 0.2, 0.01
250897, 31, 1, 534, 143.1, 1.2, 0.2, 0.01
251137, 30, 0, 534, 141.7, 1.2, 0.2, 0.01
251362, 30, 0, 534, 141.8, 1.2, 0.2, 0.01
251575, 31, 1, 534, 143.3, 1.2, 0.2, 0.01
251802, 31, 1, 534, 143.4, 1.2, 0.2, 0.01
252029, 31, 1, 534, 143.6, 1.2, 0.2, 0.01
252246, 31, 1, 534, 143.8, 1.2, 0.2, 0.01
252490, 31, 1, 534, 144.0, 1.2, 0.2, 0.01
252710, 31, 1, 534, 144.2, 1.2, 0.2, 0.01
252942, 31, 1, 534, 144.4, 1.2, 0.2, 0.01
253182, 30, 0, 534, 143.1, 1.2, 0.2, 0.01
253407, 31, 1, 534, 144.7, 1.2, 0.2, 0.01
253632, 31, 1, 534, 144.8, 1.2, 0.2, 0.01
253863, 31, 1, 534, 145.0, 1.2, 0.2, 0.01
254091, 30, 0, 534, 143.7, 1.2, 0.2, 0.01
254332, 31, 1, 534, 145.3, 1.2, 0.2, 0.01
254547, 31, 1, 534, 145.4, 1.2, 0.2, 0.01
254788, 30, 0, 534, 144.1, 1.2, 0.2, 0.01
255006, 31, 1, 534, 145.7, 1.2, 0.2, 0.01
255247, 31, 1, 534, 145.8, 1.2, 0.2, 0.01
255472, 31, 1, 534, 146.0, 1.2, 0.2, 0.01
255697, 31, 1, 534, 146.2, 1.2, 0.2, 0.01
255923, 30, 0, 534, 144.9, 1.2, 0.2, 0.01
256167, 31, 1, 534, 146.5, 1.2, 0.2, 0.01
256385, 30, 0, 534, 145.1, 1.2, 0.2, 0.01
256611, 31, 1, 534, 146.7, 1.2, 0.2, 0.01
256836, 30, 0, 534, 145.3, 1.2, 0.2, 0.01
257072, 30, 0, 534, 145.4, 1.2, 0.2, 0.01
257311, 30, 0, 534, 145.4, 1.2, 0.2, 0.01
257529, 31, 1, 534, 146.9, 1.2, 0.2, 0.01
257752, 30, 0, 534, 145.5, 1.2, 0.2, 0.01
257969, 31, 1, 534, 147.1, 1.2, 0.2, 0.01
258202, 30, 0, 534, 145.7, 1.2, 0.2, 0.01
258431, 31, 1, 534, 147.3, 1.2, 0.2, 0.01
258654, 30, 0, 534, 145.9, 1.2, 0.2, 0.01
258888, 30, 0, 534, 146.0, 1.2, 0.2, 0.01
259117, 30, 0, 534, 146.0, 1.2, 0.2, 0.01
259354, 30, 0, 534, 146.0, 1.2, 0.2, 0.01
259581, 30, 0, 534, 146.0, 1.2, 0.2, 0.01
259799, 30, 0, 534, 146.0, 1.2, 0.2, 0.01
260037, 30, 0, 534, 146.0, 1.2, 0.2, 0.01
260264, 31, 1, 534, 147.5, 1.2, 0.2, 0.01
260484, 31, 1, 534, 147.6, 1.2, 0.2, 0.01
260724, 30, 0, 534, 146.3, 1.2, 0.2, 0.01
260960, 30, 0, 534, 146.4, 1.2, 0.2, 0.01
261191, 30, 0, 534, 146.4, 1.2, 0.2, 0.01
261408, 31, 1, 534, 147.9, 1.2, 0.2, 0.01
261624, 30, 0, 534, 146.5, 1.2, 0.2, 0.01
261861, 31, 1, 534, 148.1, 1.2, 0.2, 0.01
262075, 30, 0, 534, 146.7, 1.2, 0.2, 0.01
262305, 30, 0, 534, 146.8, 1.2, 0.2, 0.01
262535, 31, 1, 534, 148.3, 1.2, 0.2, 0.01
262766, 31, 1, 534, 148.4, 1.2, 0.2, 0.01
262984, 30, 0, 534, 147.1, 1.2, 0.2, 0.01
263220, 30, 0, 534, 147.2, 1.2, 0.2, 0.01
263449, 31, 1, 534, 148.7, 1.2, 0.2, 0.01
263678, 30, 0, 534, 147.3, 1.2, 0.2, 0.01
263898, 31, 1, 534, 148.9, 1.2, 0.2, 0.01
264143, 31, 1, 534, 149.0, 1.2, 0.2, 0.01
264356, 30, 0, 534, 147.7, 1.2, 0.2, 0.01
264577, 30, 0, 534, 147.8, 1.2, 0.2, 0.01
264804, 30, 0, 534, 147.8, 1.2, 0.2, 0.01
265026, 30, 0, 534, 147.8, 1.2, 0.2, 0.01
265246, 30, 0, 534, 147.8, 1.2, 0.2, 0.01
265482, 30, 0, 534, 147.8, 1.2, 0.2, 0.01
265703, 30, 0, 534, 147.8, 1.2, 0.2, 0.01
265942, 30, 0, 534, 147.8, 1.2, 0.2, 0.01
266168, 31, 1, 534, 149.3, 1.2, 0.2, 0.01
266406, 30, 0, 534, 147.9, 1.2, 0.2, 0.01
266640, 31, 1, 534, 149.5, 1.2, 0.2, 0.01
266871, 30, 0, 534, 148.1, 1.2, 0.2, 0.01
267088, 31, 1, 534, 149.7, 1.2, 0.2, 0.01
267319, 31, 1, 534, 149.8, 1.2, 0.2, 0.01
267537, 31, 1, 534, 150.0, 1.2, 0.2, 0.01
267780, 31, 1, 534, 150.2, 1.2, 0.2, 0.01
267996, 31, 1, 534, 150.4, 1.2, 0.2, 0.01
268240, 32, 2, 534, 152.1, 1.2, 0.2, 0.01
268470, 16, -14, 534, 128.4, 1.2, 0.2, 0.01
268698, 2, -28, 534, 106.2, 1.2, 0.2, 0.01
268918, 11, -19, 534, 115.5, 1.2, 0.2, 0.01
269137, 12, -18, 534, 112.3, 1.2, 0.2, 0.01
269367, 37, 7, 534, 146.1, 1.2, 0.2, 0.01
269603, 68, 38, 534, 191.5, 1.2, 0.2, 0.01
269851, 54, 24, 534, 175.0, 1.2, 0.2, 0.01
270088, 51, 21, 534, 176.7, 1.2, 0.2, 0.01
270313, 49, 19, 534, 178.2, 1.2, 0.2, 0.01
270540, 43, 13, 534, 173.2, 1.2, 0.2, 0.01
270770, 47, 17, 534, 182.4, 1.2, 0.2, 0.01
270986, 45, 15, 534, 182.4, 1.2, 0.2, 0.01
271227, 45, 15, 534, 185.6, 1.2, 0.2, 0.01
271445, 45, 15, 534, 188.6, 1.2, 0.2, 0.01
271667, 45, 15, 534, 191.6, 1.2, 0.2, 0.01
271900, 45, 15, 534, 194.6, 1.2, 0.2, 0.01
272125, 45, 15, 534, 197.6, 1.2, 0.2, 0.01
272346, 45, 15, 534, 200.6, 1.2, 0.2, 0.01
272579, 45, 15, 534, 203.6, 1.2, 0.2, 0.01
272793, 45, 15, 534, 206.6, 1.2, 0.2, 0.01
273014, 45, 15, 534, 209.6, 1.2, 0.2, 0.01
273235, 45, 15, 534, 212.6, 1.2, 0.2, 0.01
273458, 45, 15, 534, 215.6, 1.2, 0.2, 0.01
273684, 45, 15, 534, 218.6, 1.2, 0.2, 0.01
273907, 45, 15, 534, 221.6, 1.2, 0.2, 0.01
274130, 45, 15, 534, 224.6, 1.2, 0.2, 0.01
274354, 45, 15, 534, 227.6, 1.2, 0.2, 0.01
274582, 45, 15, 534, 230.6, 1.2, 0.2, 0.01
274812, 45, 15, 534, 233.6, 1.2, 0.2, 0.01
275030, 45, 15, 534, 236.6, 1.2, 0.2, 0.01
275254, 45, 15, 534, 239.6, 1.2, 0.2, 0.01
275483, 45, 15, 534, 242.6, 1.2, 0.2, 0.01
275706, 45, 15, 534, 245.6, 1.2, 0.2, 0.01
275931, 45, 15, 534, 248.6, 1.2, 0.2, 0.01
276152, 45, 15, 534, 251.6, 1.2, 0.2, 0.01
276387, 45, 15, 534, 254.6, 1.2, 0.2, 0.01
276612, 45, 15, 534, 257.6, 1.2, 0.2, 0.01
276839, 45, 15, 534, 260.6, 1.2, 0.2, 0.01
277059, 45, 15, 534, 263.6, 1.2, 0.2, 0.01
277277, 45, 15, 534, 266.6, 1.2, 0.2, 0.01
277492, 45, 15, 534, 269.6, 1.2, 0.2, 0.01
277722, 45, 15, 534, 272.6, 1.2, 0.2, 0.01
277948, 45, 15, 534, 275.6, 1.2, 0.2, 0.01
278176, 45, 15, 534, 278.6, 1.2, 0.2, 0.01
278392, 45, 15, 534, 281.6, 1.2, 0.2, 0.01
278623, 45, 15, 534, 284.6, 1.2, 0.2, 0.01
278850, 45, 15, 534, 287.6, 1.2, 0.2, 0.01
279083, 45, 15, 534, 290.6, 1.2, 0.2, 0.01
279303, 45, 15, 534, 293.6, 1.2, 0.2, 0.01
279527, 45, 15, 534, 296.6, 1.2, 0.2, 0.01
279742, 45, 15, 534, 299.6, 1.2, 0.2, 0.01
279963, 45, 15, 534, 302.6, 1.2, 0.2, 0.01
280195, 45, 15, 534, 305.6, 1.2, 0.2, 0.01
280413, 45, 15, 534, 308.6, 1.2, 0.2, 0.01
280632, 45, 15, 534, 311.6, 1.2, 0.2, 0.01
280854, 45, 15, 534, 314.6, 1.2, 0.2, 0.01
281078, 45, 15, 534, 317.6, 1.2, 0.2, 0.01
281304, 45, 15, 534, 320.6, 1.2, 0.2, 0.01
281529, 45, 15, 534, 323.6, 1.2, 0.2, 0.01
281754, 45, 15, 534, 326.6, 1.2, 0.2, 0.01
281980, 45, 15, 534, 329.6, 1.2, 0.2, 0.01
282213, 45, 15, 534, 332.6000000000001, 1.2, 0.2, 0.01
282432, 45, 15, 534, 335.6, 1.2, 0.2, 0.01
282654, 45, 15, 534, 338.6, 1.2, 0.2, 0.01
282879, 45, 15, 534, 341.6, 1.2, 0.2, 0.01
283103, 45, 15, 534, 344.6, 1.2, 0.2, 0.01
283325, 45, 15, 534, 347.6, 1.2, 0.2, 0.01
283544, 45, 15, 534, 350.6, 1.2, 0.2, 0.01
283765, 45, 15, 534, 353.6, 1.2, 0.2, 0.01
283993, 45, 15, 534, 356.6, 1.2, 0.2, 0.01
284225, 45, 15, 534, 359.6, 1.2, 0.2, 0.01
284444, 45, 15, 534, 362.6, 1.2, 0.2, 0.01
284673, 45, 15, 534, 365.6, 1.2, 0.2, 0.01
284891, 45, 15, 534, 368.6, 1.2, 0.2, 0.01
285121, 45, 15, 534, 371.6, 1.2, 0.2, 0.01
285344, 45, 15, 534, 374.6, 1.2, 0.2, 0.01
285576, 45, 15, 534, 377.6, 1.2, 0.2, 0.01
285794, 45, 15, 534, 380.6000000000001, 1.2, 0.2, 0.01
286023, 45, 15, 534, 383.6, 1.2, 0.2, 0.01
286247, 45, 15, 534, 386.6, 1.2, 0.2, 0.01
