Time in ms, Reflection, Error, Distance in mm, Command, Kp, Ki, Kd
241, 19, -11, 0, -13.2, 1.2, 1.0, 0.8
470, 13, -17, 10, -20.4, 1.2, 1.0, 0.8
705, 7, -23, 22, -27.6, 1.2, 1.0, 0.8
942, 7, -23, 33, -27.6, 1.2, 1.0, 0.8
1175, 6, -24, 45, -28.8, 1.2, 1.0, 0.8
1409, 6, -24, 57, -28.8, 1.2, 1.0, 0.8
1632, 7, -23, 68, -27.6, 1.2, 1.0, 0.8
1856, 6, -24, 79, -28.8, 1.2, 1.0, 0.8
2076, 7, -23, 90, -27.6, 1.2, 1.0, 0.8
2291, 8, -22, 101, -26.4, 1.2, 1.0, 0.8
2512, 7, -23, 112, -27.6, 1.2, 1.0, 0.8
2751, 7, -23, 124, -27.6, 1.2, 1.0, 0.8
2978, 12, -18, 135, -21.6, 1.2, 1.0, 0.8
3206, 57, 27, 146, 32.4, 1.2, 1.0, 0.8
3425, 58, 28, 158, 33.6, 1.2, 1.0, 0.8
3642, 57, 27, 168, 32.4, 1.2, 1.0, 0.8
3859, 59, 29, 179, 34.8, 1.2, 1.0, 0.8
4102, 62, 32, 191, 38.4, 1.2, 1.0, 0.8
4321, 65, 35, 203, 42.0, 1.2, 1.0, 0.8
4551, 68, 38, 214, 45.6, 1.2, 1.0, 0.8
4775, 62, 32, 225, 38.4, 1.2, 1.0, 0.8
5010, 61, 31, 236, 37.2, 1.2, 1.0, 0.8
5232, 68, 38, 248, 45.6, 1.2, 1.0, 0.8
5462, 69, 39, 259, 46.8, 1.2, 1.0, 0.8
5695, 59, 29, 271, 34.8, 1.2, 1.0, 0.8
5927, 58, 28, 283, 33.6, 1.2, 1.0, 0.8
6167, 27, -3, 295, -3.6, 1.2, 1.0, 0.8
6397, 7, -23, 306, -27.6, 1.2, 1.0, 0.8
6626, 7, -23, 317, -27.6, 1.2, 1.0, 0.8
6847, 6, -24, 329, -28.8, 1.2, 1.0, 0.8
7071, 8, -22, 340, -26.4, 1.2, 1.0, 0.8
7291, 24, -6, 351, -7.199999999999999, 1.2, 1.0, 0.8
7533, 39, 9, 363, 10.8, 1.2, 1.0, 0.8
7765, 9, -21, 375, -25.2, 1.2, 1.0, 0.8
7986, 7, -23, 386, -27.6, 1.2, 1.0, 0.8
8217, 20, -10, 397, -12.0, 1.2, 1.0, 0.8
8451, 31, 1, 409, 1.2, 1.2, 1.0, 0.8
8684, 13, -17, 420, -20.4, 1.2, 1.0, 0.8
8902, 9, -21, 431, -25.2, 1.2, 1.0, 0.8
9120, 21, -9, 442, -10.8, 1.2, 1.0, 0.8
9335, 31, 1, 453, 1.2, 1.2, 1.0, 0.8
9565, 11, -19, 465, -22.8, 1.2, 1.0, 0.8
9799, 16, -14, 476, -16.8, 1.2, 1.0, 0.8
10021, 29, -1, 487, -1.2, 1.2, 1.0, 0.8
10254, 26, -4, 499, -4.8, 1.2, 1.0, 0.8
10475, 17, -13, 510, -15.6, 1.2, 1.0, 0.8
10694, 31, 1, 521, 1.2, 1.2, 1.0, 0.8
10912, 35, 5, 532, 6.0, 1.2, 1.0, 0.8
11136, 25, -5, 543, -6.0, 1.2, 1.0, 0.8
11368, 21, -9, 555, -10.8, 1.2, 1.0, 0.8
11584, 51, 21, 565, 25.2, 1.2, 1.0, 0.8
11822, 36, 6, 577, 7.199999999999999, 1.2, 1.0, 0.8
12047, 14, -16, 588, -19.2, 1.2, 1.0, 0.8
12275, 43, 13, 600, 15.6, 1.2, 1.0, 0.8
12494, 59, 29, 611, 34.8, 1.2, 1.0, 0.8
12725, 17, -13, 623, -15.6, 1.2, 1.0, 0.8
12944, 20, -10, 633, -12.0, 1.2, 1.0, 0.8
13159, 48, 18, 644, 21.6, 1.2, 1.0, 0.8
13387, 52, 22, 656, 26.4, 1.2, 1.0, 0.8
13612, 43, 13, 667, 15.6, 1.2, 1.0, 0.8
13829, 34, 4, 678, 4.8, 1.2, 1.0, 0.8
14058, 43, 13, 689, 15.6, 1.2, 1.0, 0.8
14282, 48, 18, 701, 21.6, 1.2, 1.0, 0.8
14503, 43, 13, 711, 15.6, 1.2, 1.0, 0.8
14731, 35, 5, 723, 6.0, 1.2, 1.0, 0.8
14965, 35, 5, 734, 6.0, 1.2, 1.0, 0.8
15189, 26, -4, 746, -4.8, 1.2, 1.0, 0.8
15426, 21, -9, 757, -10.8, 1.2, 1.0, 0.8
15651, 27, -3, 769, -3.6, 1.2, 1.0, 0.8
15868, 30, 0, 780, 0.0, 1.2, 1.0, 0.8
16084, 19, -11, 791, -13.2, 1.2, 1.0, 0.8
16324, 22, -8, 803, -9.6, 1.2, 1.0, 0.8
16570, 35, 5, 815, 6.0, 1.2, 1.0, 0.8
16793, 20, -10, 826, -12.0, 1.2, 1.0, 0.8
17024, 15, -15, 837, -18.0, 1.2, 1.0, 0.8
17252, 30, 0, 849, 0.0, 1.2, 1.0, 0.8
17473, 27, -3, 860, -3.6, 1.2, 1.0, 0.8
17701, 11, -19, 871, -22.8, 1.2, 1.0, 0.8
17919, 21, -9, 882, -10.8, 1.2, 1.0, 0.8
18134, 32, 2, 893, 2.4, 1.2, 1.0, 0.8
18347, 18, -12, 904, -14.4, 1.2, 1.0, 0.8
18581, 13, -17, 915, -20.4, 1.2, 1.0, 0.8
18814, 37, 7, 927, 8.4, 1.2, 1.0, 0.8
19052, 30, 0, 939, 0.0, 1.2, 1.0, 0.8
19273, 15, -15, 950, -18.0, 1.2, 1.0, 0.8
19500, 27, -3, 961, -3.6, 1.2, 1.0, 0.8
19723, 40, 10, 972, 12.0, 1.2, 1.0, 0.8
19946, 28, -2, 984, -2.4, 1.2, 1.0, 0.8
20170, 25, -5, 995, -6.0, 1.2, 1.0, 0.8
20398, 38, 8, 1006, 9.6, 1.2, 1.0, 0.8
