Time in ms, Reflection, Error, Distance in mm, Command, Kp, Ki, Kd
244, 43, 13, 0, 15.6, 1.2, 1.0, 0.8
472, 28, -2, 19, -2.4, 1.2, 1.0, 0.8
712, 12, -18, 43, -21.6, 1.2, 1.0, 0.8
936, 31, 1, 65, 1.2, 1.2, 1.0, 0.8
1162, 48, 18, 87, 21.6, 1.2, 1.0, 0.8
1387, 49, 19, 110, 22.8, 1.2, 1.0, 0.8
1612, 31, 1, 132, 1.2, 1.2, 1.0, 0.8
1836, 47, 17, 155, 20.4, 1.2, 1.0, 0.8
2075, 67, 37, 179, 44.4, 1.2, 1.0, 0.8
2294, 20, -10, 201, -12.0, 1.2, 1.0, 0.8
2531, 7, -23, 224, -27.6, 1.2, 1.0, 0.8
2754, 11, -19, 247, -22.8, 1.2, 1.0, 0.8
2975, 27, -3, 269, -3.6, 1.2, 1.0, 0.8
3186, 17, -13, 290, -15.6, 1.2, 1.0, 0.8
3419, 6, -24, 313, -28.8, 1.2, 1.0, 0.8
3636, 7, -23, 335, -27.6, 1.2, 1.0, 0.8
3863, 8, -22, 357, -26.4, 1.2, 1.0, 0.8
4088, 6, -24, 380, -28.8, 1.2, 1.0, 0.8
4309, 13, -17, 402, -20.4, 1.2, 1.0, 0.8
4536, 35, 5, 425, 6.0, 1.2, 1.0, 0.8
4756, 30, 0, 447, 0.0, 1.2, 1.0, 0.8
4976, 29, -1, 469, -1.2, 1.2, 1.0, 0.8
5196, 55, 25, 491, 30.0, 1.2, 1.0, 0.8
5426, 49, 19, 514, 22.8, 1.2, 1.0, 0.8
5658, 35, 5, 537, 6.0, 1.2, 1.0, 0.8
5882, 46, 16, 559, 19.2, 1.2, 1.0, 0.8
6125, 54, 24, 584, 28.8, 1.2, 1.0, 0.8
6351, 55, 25, 606, 30.0, 1.2, 1.0, 0.8
6584, 60, 30, 630, 36.0, 1.2, 1.0, 0.8
6818, 44, 14, 653, 16.8, 1.2, 1.0, 0.8
7051, 7, -23, 676, -27.6, 1.2, 1.0, 0.8
7269, 8, -22, 698, -26.4, 1.2, 1.0, 0.8
7498, 9, -21, 721, -25.2, 1.2, 1.0, 0.8
7728, 29, -1, 744, -1.2, 1.2, 1.0, 0.8
7955, 18, -12, 767, -14.4, 1.2, 1.0, 0.8
8171, 8, -22, 789, -26.4, 1.2, 1.0, 0.8
8399, 9, -21, 811, -25.2, 1.2, 1.0, 0.8
8626, 17, -13, 834, -15.6, 1.2, 1.0, 0.8
8855, 26, -4, 857, -4.8, 1.2, 1.0, 0.8
9078, 23, -7, 879, -8.4, 1.2, 1.0, 0.8
9292, 35, 5, 900, 6.0, 1.2, 1.0, 0.8
9523, 40, 10, 923, 12.0, 1.2, 1.0, 0.8
9743, 39, 9, 946, 10.8, 1.2, 1.0, 0.8
9971, 29, -1, 968, -1.2, 1.2, 1.0, 0.8
10195, 12, -18, 991, -21.6, 1.2, 1.0, 0.8
10413, 13, -17, 1013, -20.4, 1.2, 1.0, 0.8
