Time in ms, Reflection, Error, Distance in mm, Command, Kp, Ki, Kd
254, 40, 10, 0, 2.0, 0.2, 1.0, 0.8
473, 38, 8, 18, 1.6, 0.2, 1.0, 0.8
697, 27, -3, 40, -0.6000000000000001, 0.2, 1.0, 0.8
928, 21, -9, 64, -1.8, 0.2, 1.0, 0.8
1156, 18, -12, 86, -2.4, 0.2, 1.0, 0.8
1378, 26, -4, 108, -0.8, 0.2, 1.0, 0.8
1615, 49, 19, 132, 3.8, 0.2, 1.0, 0.8
1844, 59, 29, 155, 5.800000000000001, 0.2, 1.0, 0.8
2070, 61, 31, 178, 6.2, 0.2, 1.0, 0.8
2297, 70, 40, 201, 8.0, 0.2, 1.0, 0.8
2518, 63, 33, 223, 6.600000000000001, 0.2, 1.0, 0.8
2750, 56, 26, 246, 5.2, 0.2, 1.0, 0.8
2978, 57, 27, 269, 5.4, 0.2, 1.0, 0.8
3193, 57, 27, 290, 5.4, 0.2, 1.0, 0.8
3421, 57, 27, 313, 5.4, 0.2, 1.0, 0.8
3647, 41, 11, 335, 2.2, 0.2, 1.0, 0.8
3870, 7, -23, 358, -4.600000000000001, 0.2, 1.0, 0.8
4094, 7, -23, 380, -4.600000000000001, 0.2, 1.0, 0.8
4323, 7, -23, 403, -4.600000000000001, 0.2, 1.0, 0.8
4548, 9, -21, 425, -4.2, 0.2, 1.0, 0.8
4790, 7, -23, 450, -4.600000000000001, 0.2, 1.0, 0.8
5017, 0, -30, 472, -6.0, 0.2, 1.0, 0.8
5243, 3, -27, 495, -5.4, 0.2, 1.0, 0.8
5467, 7, -23, 517, -4.600000000000001, 0.2, 1.0, 0.8
5685, 7, -23, 539, -4.600000000000001, 0.2, 1.0, 0.8
5913, 7, -23, 562, -4.600000000000001, 0.2, 1.0, 0.8
6135, 6, -24, 584, -4.800000000000001, 0.2, 1.0, 0.8
6365, 8, -22, 607, -4.4, 0.2, 1.0, 0.8
6584, 8, -22, 629, -4.4, 0.2, 1.0, 0.8
6818, 7, -23, 652, -4.600000000000001, 0.2, 1.0, 0.8
7046, 6, -24, 675, -4.800000000000001, 0.2, 1.0, 0.8
7266, 7, -23, 697, -4.600000000000001, 0.2, 1.0, 0.8
7486, 7, -23, 719, -4.600000000000001, 0.2, 1.0, 0.8
7702, 9, -21, 741, -4.2, 0.2, 1.0, 0.8
7928, 8, -22, 764, -4.4, 0.2, 1.0, 0.8
8152, 8, -22, 786, -4.4, 0.2, 1.0, 0.8
8377, 8, -22, 809, -4.4, 0.2, 1.0, 0.8
8605, 7, -23, 831, -4.600000000000001, 0.2, 1.0, 0.8
8835, 7, -23, 854, -4.600000000000001, 0.2, 1.0, 0.8
9054, 8, -22, 876, -4.4, 0.2, 1.0, 0.8
9278, 8, -22, 899, -4.4, 0.2, 1.0, 0.8
9502, 8, -22, 921, -4.4, 0.2, 1.0, 0.8
9726, 7, -23, 943, -4.600000000000001, 0.2, 1.0, 0.8
9939, 8, -22, 965, -4.4, 0.2, 1.0, 0.8
10151, 7, -23, 986, -4.600000000000001, 0.2, 1.0, 0.8
10381, 6, -24, 1009, -4.800000000000001, 0.2, 1.0, 0.8
