Time in ms, Reflection, Error, Distance in mm, Command, Kp, Ki, Kd
255, 8, -22, 0, -206.8, 1.2, 0.2, 0.8
495, 20, -10, 19, 77.6, 1.2, 0.2, 0.8
721, 68, 38, 42, 430.8, 1.2, 0.2, 0.8
944, 9, -21, 63, -500.2, 1.2, 0.2, 0.8
1166, 26, -4, 87, 127.4, 1.2, 0.2, 0.8
1390, 71, 41, 110, 413.6, 1.2, 0.2, 0.8
1637, 74, 44, 132, 90.0, 1.2, 0.2, 0.8
1861, 68, 38, 157, 18.40000000000001, 1.2, 0.2, 0.8
2089, 68, 38, 179, 74.0, 1.2, 0.2, 0.8
2318, 8, -22, 202, -482.4, 1.2, 0.2, 0.8
2548, 10, -20, 224, 12.0, 1.2, 0.2, 0.8
2776, 67, 37, 249, 527.8, 1.2, 0.2, 0.8
3002, 77, 47, 269, 173.2, 1.2, 0.2, 0.8
3235, 9, -21, 295, -536.6000000000001, 1.2, 0.2, 0.8
3459, 9, -21, 316, 3.200000000000003, 1.2, 0.2, 0.8
3678, 9, -21, 338, -1.0, 1.2, 0.2, 0.8
3914, 10, -20, 362, 4.200000000000003, 1.2, 0.2, 0.8
4139, 12, -18, 384, 11.0, 1.2, 0.2, 0.8
4373, 10, -20, 408, -27.4, 1.2, 0.2, 0.8
4603, 6, -24, 431, -53.00000000000001, 1.2, 0.2, 0.8
4818, 8, -22, 453, -7.0, 1.2, 0.2, 0.8
5036, 8, -22, 474, -27.4, 1.2, 0.2, 0.8
5262, 9, -21, 497, -22.4, 1.2, 0.2, 0.8
5482, 11, -19, 518, -15.8, 1.2, 0.2, 0.8
5699, 8, -22, 540, -63.8, 1.2, 0.2, 0.8
5920, 9, -21, 563, -34.8, 1.2, 0.2, 0.8
6155, 9, -21, 586, -47.0, 1.2, 0.2, 0.8
6370, 9, -21, 607, -51.20000000000001, 1.2, 0.2, 0.8
6589, 42, 12, 629, 254.8, 1.2, 0.2, 0.8
6813, 77, 47, 651, 322.2, 1.2, 0.2, 0.8
7036, 83, 53, 673, 108.0, 1.2, 0.2, 0.8
7264, 11, -19, 697, -606.2, 1.2, 0.2, 0.8
7499, 11, -19, 720, -34.0, 1.2, 0.2, 0.8
7713, 9, -21, 741, -56.6, 1.2, 0.2, 0.8
7938, 8, -22, 764, -54.20000000000001, 1.2, 0.2, 0.8
8164, 43, 13, 787, 278.4, 1.2, 0.2, 0.8
8399, 32, 2, 810, -102.4, 1.2, 0.2, 0.8
8633, 9, -21, 833, -230.2, 1.2, 0.2, 0.8
8847, 8, -22, 855, -59.8, 1.2, 0.2, 0.8
9081, 71, 41, 878, 536.0, 1.2, 0.2, 0.8
9307, 67, 37, 900, 2.599999999999994, 1.2, 0.2, 0.8
9532, 9, -21, 924, -503.2, 1.2, 0.2, 0.8
9749, 62, 32, 944, 454.8, 1.2, 0.2, 0.8
9985, 68, 38, 970, 93.59999999999999, 1.2, 0.2, 0.8
10213, 84, 54, 992, 203.6, 1.2, 0.2, 0.8
10447, 73, 43, 1016, -17.0, 1.2, 0.2, 0.8
10673, 70, 40, 1037, 51.40000000000001, 1.2, 0.2, 0.8
10898, 46, 16, 1060, -142.2, 1.2, 0.2, 0.8
11126, 69, 39, 1083, 269.2, 1.2, 0.2, 0.8
11352, 40, 10, 1105, -179.6, 1.2, 0.2, 0.8
11572, 9, -21, 1127, -237.0, 1.2, 0.2, 0.8
11801, 39, 9, 1151, 288.8, 1.2, 0.2, 0.8
12028, 85, 55, 1173, 483.0, 1.2, 0.2, 0.8
12252, 69, 39, 1194, -24.40000000000001, 1.2, 0.2, 0.8
12482, 7, -23, 1219, -471.4, 1.2, 0.2, 0.8
12702, 7, -23, 1240, 20.0, 1.2, 0.2, 0.8
12920, 9, -21, 1263, 34.2, 1.2, 0.2, 0.8
13147, 9, -21, 1285, 14.0, 1.2, 0.2, 0.8
13372, 83, 53, 1308, 705.4, 1.2, 0.2, 0.8
13602, 12, -18, 1329, -543.4, 1.2, 0.2, 0.8
13833, 10, -20, 1354, 2.200000000000003, 1.2, 0.2, 0.8
14069, 11, -19, 1377, 23.60000000000001, 1.2, 0.2, 0.8
14297, 11, -19, 1400, 11.8, 1.2, 0.2, 0.8
14532, 11, -19, 1424, 8.0, 1.2, 0.2, 0.8
14752, 10, -20, 1446, -5.199999999999999, 1.2, 0.2, 0.8
14967, 10, -20, 1467, -1.199999999999999, 1.2, 0.2, 0.8
15187, 9, -21, 1489, -14.6, 1.2, 0.2, 0.8
15408, 10, -20, 1511, -1.399999999999999, 1.2, 0.2, 0.8
15639, 8, -22, 1534, -32.2, 1.2, 0.2, 0.8
15871, 8, -22, 1557, -20.6, 1.2, 0.2, 0.8
16089, 7, -23, 1579, -34.4, 1.2, 0.2, 0.8
16312, 9, -21, 1602, -12.2, 1.2, 0.2, 0.8
16534, 10, -20, 1624, -23.0, 1.2, 0.2, 0.8
16752, 10, -20, 1646, -35.0, 1.2, 0.2, 0.8
16973, 10, -20, 1668, -39.0, 1.2, 0.2, 0.8
17185, 71, 41, 1689, 530.4, 1.2, 0.2, 0.8
17411, 75, 45, 1711, 88.2, 1.2, 0.2, 0.8
17633, 10, -20, 1735, -545.7999999999999, 1.2, 0.2, 0.8
17849, 10, -20, 1755, -29.8, 1.2, 0.2, 0.8
18083, 10, -20, 1779, -33.8, 1.2, 0.2, 0.8
18307, 8, -22, 1801, -56.6, 1.2, 0.2, 0.8
18559, 65, 35, 1826, 490.8, 1.2, 0.2, 0.8
18785, 62, 32, 1848, 13.6, 1.2, 0.2, 0.8
19007, 9, -21, 1872, -454.2, 1.2, 0.2, 0.8
19248, 33, 3, 1894, 191.2, 1.2, 0.2, 0.8
19487, 63, 33, 1921, 281.8, 1.2, 0.2, 0.8
19716, 69, 39, 1941, 104.8, 1.2, 0.2, 0.8
19951, 77, 47, 1965, 139.8, 1.2, 0.2, 0.8
20177, 70, 40, 1988, 19.40000000000001, 1.2, 0.2, 0.8
20412, 61, 31, 2012, -1.200000000000003, 1.2, 0.2, 0.8
20658, 63, 33, 2036, 95.80000000000002, 1.2, 0.2, 0.8
20900, 8, -22, 2061, -430.6, 1.2, 0.2, 0.8
21108, 7, -23, 2081, -4.399999999999995, 1.2, 0.2, 0.8
21347, 72, 42, 2105, 610.0000000000001, 1.2, 0.2, 0.8
21582, 11, -19, 2127, -475.0, 1.2, 0.2, 0.8
21807, 11, -19, 2152, 9.199999999999999, 1.2, 0.2, 0.8
22040, 12, -18, 2174, 14.8, 1.2, 0.2, 0.8
22268, 81, 51, 2197, 651.8, 1.2, 0.2, 0.8
22486, 81, 51, 2218, 110.0, 1.2, 0.2, 0.8
22711, 66, 36, 2243, -20.80000000000001, 1.2, 0.2, 0.8
22941, 72, 42, 2265, 162.8, 1.2, 0.2, 0.8
23170, 70, 40, 2288, 104.4, 1.2, 0.2, 0.8
23414, 69, 39, 2312, 119.0, 1.2, 0.2, 0.8
23653, 72, 42, 2336, 163.0, 1.2, 0.2, 0.8
23872, 9, -21, 2358, -444.8, 1.2, 0.2, 0.8
24101, 9, -21, 2380, 55.0, 1.2, 0.2, 0.8
24338, 11, -19, 2404, 69.60000000000001, 1.2, 0.2, 0.8
24560, 10, -20, 2427, 40.40000000000001, 1.2, 0.2, 0.8
24802, 76, 46, 2451, 664.8, 1.2, 0.2, 0.8
25029, 64, 34, 2472, 33.19999999999999, 1.2, 0.2, 0.8
25259, 68, 38, 2496, 173.6, 1.2, 0.2, 0.8
25501, 40, 10, 2521, -114.0, 1.2, 0.2, 0.8
25741, 11, -19, 2545, -160.6, 1.2, 0.2, 0.8
25961, 81, 51, 2567, 725.6, 1.2, 0.2, 0.8
26176, 75, 45, 2588, 119.4, 1.2, 0.2, 0.8
26398, 73, 43, 2611, 157.6, 1.2, 0.2, 0.8
26640, 9, -21, 2635, -419.4, 1.2, 0.2, 0.8
26862, 8, -22, 2657, 79.0, 1.2, 0.2, 0.8
27101, 7, -23, 2680, 73.20000000000002, 1.2, 0.2, 0.8
27334, 8, -22, 2704, 86.0, 1.2, 0.2, 0.8
27570, 10, -20, 2727, 92.4, 1.2, 0.2, 0.8
27801, 76, 46, 2751, 692.8, 1.2, 0.2, 0.8
28032, 70, 40, 2772, 117.6, 1.2, 0.2, 0.8
28260, 70, 40, 2796, 173.6, 1.2, 0.2, 0.8
28497, 77, 47, 2821, 247.4, 1.2, 0.2, 0.8
28727, 7, -23, 2844, -457.2, 1.2, 0.2, 0.8
28953, 8, -22, 2866, 107.6, 1.2, 0.2, 0.8
29185, 8, -22, 2889, 95.20000000000001, 1.2, 0.2, 0.8
29411, 65, 35, 2912, 626.6, 1.2, 0.2, 0.8
29646, 74, 44, 2933, 262.2, 1.2, 0.2, 0.8
29874, 72, 42, 2956, 180.2, 1.2, 0.2, 0.8
30110, 8, -22, 2982, -397.0, 1.2, 0.2, 0.8
30334, 8, -22, 3004, 110.6, 1.2, 0.2, 0.8
