Time in ms, Reflection, Error, Distance in mm, Command, Kp, Ki, Kd
251, 40, 10, 0, 2.0, 0.2, 1.0, 0.8
478, 43, 13, 19, 2.6, 0.2, 1.0, 0.8
703, 36, 6, 42, 1.2, 0.2, 1.0, 0.8
945, 31, 1, 66, 0.2, 0.2, 1.0, 0.8
1157, 27, -3, 87, -0.6000000000000001, 0.2, 1.0, 0.8
1384, 26, -4, 109, -0.8, 0.2, 1.0, 0.8
1615, 24, -6, 133, -1.2, 0.2, 1.0, 0.8
1833, 25, -5, 155, -1.0, 0.2, 1.0, 0.8
2058, 26, -4, 177, -0.8, 0.2, 1.0, 0.8
2273, 25, -5, 199, -1.0, 0.2, 1.0, 0.8
2496, 24, -6, 221, -1.2, 0.2, 1.0, 0.8
2725, 23, -7, 244, -1.4, 0.2, 1.0, 0.8
2958, 24, -6, 267, -1.2, 0.2, 1.0, 0.8
3174, 25, -5, 288, -1.0, 0.2, 1.0, 0.8
3384, 27, -3, 309, -0.6000000000000001, 0.2, 1.0, 0.8
3626, 27, -3, 334, -0.6000000000000001, 0.2, 1.0, 0.8
3847, 24, -6, 356, -1.2, 0.2, 1.0, 0.8
4080, 26, -4, 379, -0.8, 0.2, 1.0, 0.8
4300, 25, -5, 401, -1.0, 0.2, 1.0, 0.8
4534, 20, -10, 424, -2.0, 0.2, 1.0, 0.8
4766, 14, -16, 448, -3.2, 0.2, 1.0, 0.8
4990, 24, -6, 470, -1.2, 0.2, 1.0, 0.8
5217, 35, 5, 492, 1.0, 0.2, 1.0, 0.8
5437, 33, 3, 515, 0.6000000000000001, 0.2, 1.0, 0.8
5667, 34, 4, 537, 0.8, 0.2, 1.0, 0.8
5899, 35, 5, 561, 1.0, 0.2, 1.0, 0.8
6136, 32, 2, 585, 0.4, 0.2, 1.0, 0.8
6359, 33, 3, 607, 0.6000000000000001, 0.2, 1.0, 0.8
6587, 29, -1, 630, -0.2, 0.2, 1.0, 0.8
6816, 25, -5, 652, -1.0, 0.2, 1.0, 0.8
7036, 24, -6, 674, -1.2, 0.2, 1.0, 0.8
7267, 26, -4, 698, -0.8, 0.2, 1.0, 0.8
7486, 27, -3, 720, -0.6000000000000001, 0.2, 1.0, 0.8
7702, 23, -7, 741, -1.4, 0.2, 1.0, 0.8
7927, 21, -9, 764, -1.8, 0.2, 1.0, 0.8
8164, 23, -7, 787, -1.4, 0.2, 1.0, 0.8
8387, 17, -13, 810, -2.6, 0.2, 1.0, 0.8
8609, 18, -12, 832, -2.4, 0.2, 1.0, 0.8
8834, 27, -3, 854, -0.6000000000000001, 0.2, 1.0, 0.8
9059, 28, -2, 877, -0.4, 0.2, 1.0, 0.8
9272, 28, -2, 899, -0.4, 0.2, 1.0, 0.8
9498, 24, -6, 921, -1.2, 0.2, 1.0, 0.8
9722, 21, -9, 944, -1.8, 0.2, 1.0, 0.8
9949, 30, 0, 966, 0.0, 0.2, 1.0, 0.8
10176, 31, 1, 989, 0.2, 0.2, 1.0, 0.8
10404, 30, 0, 1011, 0.0, 0.2, 1.0, 0.8
