time, x_pid, y_pid, theta_pid, x_state, y_state, theta_state, x_gyro, y_gyro, theta_gyro, x_kalman, y_kalman, theta_kalman, velocity, turn_rate, reflection, error, command
118, 3.997563308076383, 0.1395979868100039, 2.0, 3.999390780625565, 0.06980962574913406, 1.0, 10.974, 0.0, 0.0, 3.99999505531439, 0.006289472190338385, 0.09009009009009016, 93, 27, 62, 22, 23.76
218, 12.9756397604148, 0.7674062505071316, 4.0, 12.97746723296398, 0.6976178894462618, 4.0, 19.17275110028241, -0.1431097327857248, -1.0, 12.99696145602445, 0.2399464526004377, 1.487673688928731, 82, 22, 45, 5, 13.06
338, 21.94139204324051, 1.551807935236055, 5.0, 22.93941421388144, 1.569175316922844, 5.0, 27.79170449452729, -0.7458056659349674, -4.0, 22.99298253961504, 0.5220147003921055, 1.616346395905009, 72, -3, 19, -21, -9.42
438, 29.92190444531911, 2.109859725189057, 4.0, 30.91992661596003, 2.127227106875846, 4.0, 36.06012048868878, -1.46919833074053, -5.0, 30.99151434177503, 0.6752759474028838, 1.097719980821383, 83, -12, 22, -18, -10.46
557, 39.90819979286485, 2.633219287618496, 3.0, 39.9075924287512, 2.59825071306234, 3.0, 45.43822012518138, -2.124978940409052, -4.0, 39.99035162031949, 0.8199398139302183, 0.9209984397796374, 79, -1, 46, 6, 6.68
677, 49.88384029546309, 3.330784025059748, 4.0, 49.89388777629694, 3.121610275491779, 3.0, 55.24077595440416, -2.982591449046009, -5.0, 49.98954761837357, 0.9467443584046348, 0.7265559939984385, 82, 8, 44, 4, 6.34
796, 58.8619167478015, 3.958592288756876, 4.0, 58.87196422863536, 3.749418539188906, 4.0, 64.47192818721247, -3.952824645096368, -6.000000000000001, 58.98749238031185, 1.139072362364857, 1.224491310620414, 78, 5, 34, -6, -1.72
906, 67.83999320013992, 4.586400552454004, 4.0, 67.85004068097376, 4.377226802886034, 4.0, 72.98797416829501, -4.998463611512533, -7.0, 67.98616194713063, 1.29381740173452, 0.985186063205491, 78, -1, 31, -9, -5.879999999999999
1017, 76.82765901293108, 5.057424158640498, 3.0, 76.83770649376493, 4.848250409072529, 3.0, 81.89147437435047, -6.249768962244481, -8.0, 76.98616190728742, 1.294664265253236, 0.005391300613073469, 81, -10, 34, -6, -5.579999999999999
1120, 84.81669529096768, 5.476111808584049, 3.0, 84.82674277180152, 5.26693805901608, 3.0, 90.37675142473214, -7.291629979015086, -7.0, 84.98606128435888, 1.334788531369995, 0.2873700929039451, 83, -5, 50, 10, 7.099999999999999
1237, 93.79477174330608, 6.103920072281177, 4.0, 93.80481922413994, 5.894746322713208, 4.0, 99.52979918411048, -8.578006951188971, -8.0, 93.98528805857795, 1.452760842437313, 0.7510565670486029, 79, 13, 57, 17, 16.14
1346, 102.7605240261318, 6.8883217570101, 5.0, 102.7705715069656, 6.679148007442131, 5.0, 108.3320108805336, -10.130074363176, -10.0, 102.9840692466217, 1.60087272484495, 0.9429520949907602, 82, 10, 33, -7, -1.32
1447, 110.7300816108657, 7.585567698991365, 5.0, 111.7363237897913, 7.463549692171054, 5.0, 116.0652698317343, -11.63326762875242, -11.0, 111.9834450110517, 1.706872020076639, 0.6748280740017139, 78, -7, 25, -15, -9.66
1549, 118.7105940129443, 8.143619488944367, 4.0, 119.7168361918699, 8.021601482124057, 4.0, 124.1754736213789, -13.20973154855343, -11.0, 119.9834415002904, 1.699377210659342, -0.05367762633530937, 81, -8, 37, -3, -1.44
1667, 128.6862345155426, 8.84118422638562, 4.0, 128.6949126442084, 8.649409745821185, 4.0, 133.5578662407717, -15.03348392636244, -11.0, 128.9834376419304, 1.691043516072771, -0.05305395508836774, 81, 5, 49, 9, 9.18
1768, 136.6557921002766, 9.538430168366885, 5.0, 136.6644702289423, 9.34665568780245, 5.0, 141.4307763642364, -16.85108844546087, -13.0, 136.9834148612482, 1.710135147633695, 0.1367338688446083, 80, 7, 37, -3, 0.5800000000000004
1870, 144.6253496850105, 10.23567611034815, 5.0, 144.6340278136763, 10.04390162978372, 5.0, 149.3483894906485, -18.82517111355416, -14.0, 144.9833932352582, 1.691533659191743, -0.1332234675935657, 80, -3, 32, -8, -4.319999999999999
1987, 153.5911019678363, 11.02007779507707, 5.0, 154.5959747945937, 10.9154590572603, 5.0, 158.4303574885918, -21.08956005636705, -14.0, 154.9833662511946, 1.668302633723368, -0.1331040910328811, 80, -1, 39, -1, 0.04000000000000014
2106, 163.5530489487537, 11.89163522255366, 5.0, 163.5617270774194, 11.69986074198922, 5.0, 167.5521076113125, -23.36386779689952, -14.0, 163.9833419887357, 1.64740469909012, -0.1330405034432038, 79, 4, 43, 3, 3.6
