time, x_pid, y_pid, theta_pid, x_state, y_state, theta_state, x_gyro, y_gyro, theta_gyro, x_kalman, y_kalman, theta_kalman, reflection, error, command
3756, 540.3825240598556, 76.88908593192187, 25.0, 541.1252609980608, 77.19851234221536, 25.0, 489.8274218929707, -234.593917820004, -55.0, 551.8887526319628, -12.8184015181633, 3.387502751319371, 89, 49, 72.49761904761906
3890, 556.6687027731957, 86.6748093552129, 31.0, 557.4114397114009, 86.98423576550638, 31.00000000000001, 500.7674718564724, -250.8132088894708, -56.00000000000001, 570.7263603773127, -10.33958437437576, 7.496409393991577, 92, 52, 80.53571428571429
4006, 571.0081847974284, 99.13993090603254, 41.00000000000001, 570.9962121554108, 98.79329828733553, 41.00000000000001, 507.7031450942009, -266.3909860331924, -66.00000000000001, 588.3269007108738, -6.568512913015372, 12.0932852162826, 28, -12, 1.738095238095242
4131, 583.9563012035241, 111.6437815742945, 44.0, 584.6636683618453, 111.9918073260565, 44.00000000000001, 513.8075479902726, -284.1194593256796, -71.00000000000001, 606.8449888310099, -2.316406096991788, 12.93203556981028, 10, -30, -22.31428571428572
4256, 598.2957832277568, 124.1089031251141, 41.00000000000001, 599.0031503860779, 124.4569288768761, 41.00000000000001, 518.4947847175161, -302.918939022277, -76.00000000000001, 625.590307986535, 0.7840793097641781, 9.391723175818663, 11, -29, -23.78809523809524
4392, 614.0559982998913, 136.4221326316273, 38.0, 614.7633654582124, 136.7701583833893, 38.00000000000001, 524.4591674938601, -322.427556043923, -73.00000000000001, 645.3950538251934, 3.571917588097655, 8.012660464459596, 85, 45, 70.38095238095238
4522, 628.6830723322748, 150.0620998328772, 43.0, 628.6590857889766, 149.7281272245768, 43.00000000000001, 530.1224074143395, -340.9511791669269, -73.00000000000001, 664.002846596901, 7.41249673259969, 11.66187941298745, 87, 47, 76.62380952380952
4635, 639.1493174128109, 163.4582826441915, 52.0, 639.1253308695127, 163.124310035891, 52.00000000000001, 531.8941648667262, -357.8083252934192, -84.0, 680.4035476306443, 11.88653356769284, 15.25875517927271, 62, 22, 48.50238095238095
4754, 648.1579449047754, 177.8751002788508, 58.00000000000001, 648.6638776257104, 178.3891757667067, 58.00000000000001, 531.246290609941, -376.3610166062016, -92.00000000000001, 697.572664897731, 17.29221689813562, 17.47656821562055, 11, -29, -15.90714285714285
4876, 658.2264109252064, 193.9880141058229, 58.00000000000001, 658.7323436461413, 194.5020895936788, 58.00000000000001, 529.3589246771802, -394.3181039489712, -96.00000000000001, 715.8000101823707, 22.65541406722473, 16.39594336978022, 10, -30, -19.51190476190476
5001, 668.8510760911505, 209.7397279843686, 56.00000000000001, 668.7978159086148, 209.4247658996696, 56.00000000000001, 528.3710835030946, -413.1672364174638, -93.00000000000001, 733.1244837361922, 27.54035174164184, 15.7467244301013, 16, -24, -14.62857142857143
5142, 681.1945663892924, 226.7290848662426, 54.0, 681.1413062067567, 226.4141227815434, 54.0, 527.6280383188017, -434.4452665155274, -92.00000000000001, 753.4503255016882, 32.81862385702344, 14.55719306620575, 59, 19, 39.31190476190476
5280, 691.7929516739565, 243.6900467893711, 58.00000000000001, 692.269610755654, 244.2231328008284, 58.00000000000001, 526.5519063865343, -454.9790870091509, -93.00000000000001, 773.5104760302471, 39.03073789103461, 17.20641200708756, 75, 35, 61.69047619047619
5400, 699.6836323161599, 259.8683396227561, 64.0, 699.8767394669866, 260.5366729674881, 65.0, 524.1135936577138, -472.3285835735032, -98.00000000000001, 790.3189130239451, 45.47095883669222, 20.96453746475298, 92, 52, 87.30238095238095
5513, 704.3694673650489, 276.2097884537075, 74.0, 704.5625745158755, 276.8781217984396, 74.0, 519.6973642911296, -488.8101759474735, -105.0, 805.6446724637496, 52.8276630983328, 25.64203807487697, 16, -24, -7.404761904761902
5631, 708.1118777997686, 293.816445266916, 78.00000000000002, 708.3049849505953, 294.4847786116481, 78.00000000000002, 510.5811903652216, -503.9820371699009, -121.0, 822.057819401024, 60.21742680331244, 24.23891383748452, 10, -30, -16.77142857142857
5754, 712.7706206116139, 311.2031101401193, 75.0, 712.9637277624406, 311.8714434848513, 75.0, 501.696084454967, -520.0111925426446, -119.0, 838.6768471747114, 67.13175365828613, 22.58969489687092, 10, -30, -19.7
