time, x_pid, y_pid, theta_pid, x_state, y_state, theta_state, x_gyro, y_gyro, theta_gyro, x_kalman, y_kalman, theta_kalman, reflection, error, command
32770, 36.50415258485451, 672.9817712869394, -101.0, 33.74901805799682, 672.4840258930547, -100.9999999999999, -566.1414121863007, -1445.875401233427, -75.0, 2960.119192740441, -640.5305180364601, -93.97593849133722, 80, 40, 61.69285714285714
32891, 35.56210537248153, 655.006439661357, -92.99999999999997, 32.80697084562387, 654.5086942674723, -92.99999999999988, -565.5037634820492, -1464.135271033893, -88.00000000000001, 2959.601146873153, -658.5230617276502, -91.6492189406417, 11, -29, -24.72142857142857
33007, 34.93391443183652, 637.0174047750133, -91.99999999999996, 32.21367940168138, 637.5190502081477, -91.99999999999989, -566.4204800916005, -1481.627265964654, -93.00000000000001, 2958.927754188944, -675.5097195005275, -92.27015621187158, 10, -30, -28.11190476190477
33150, 32.63428823994816, 615.1379230769114, -95.99999999999998, 29.91405320979305, 615.6395685100456, -95.99999999999991, -566.0411345852798, -1503.359955466574, -89.0, 2957.351399327814, -697.4531719488501, -94.10890651689844, 27, -13, -8.797619047619047
33278, 30.12917242266699, 597.3130978395631, -97.99999999999997, 27.26976429155184, 596.8244752039558, -97.9999999999999, -565.0295852230162, -1522.66146711431, -87.00000000000001, 2955.68609754923, -716.3800515116898, -95.02828166941185, 93, 53, 76.2857142857143
33398, 29.18712521029401, 579.3377662139807, -92.99999999999997, 26.38005303542182, 579.847773113128, -92.9999999999999, -564.71963048469, -1540.418762180288, -89.0, 2955.116713986042, -733.3705136112906, -91.91937515251336, 91, 51, 78.17619047619047
33517, 31.50264273499182, 560.4793893327956, -82.99999999999997, 28.69557056011966, 560.9893962319429, -82.9999999999999, -565.0332327759616, -1558.385025414553, -91.0, 2956.719397665469, -752.3027983393338, -85.16124969497307, 15, -25, -16.40476190476191
33631, 34.28101357766272, 544.7224652846002, -79.99999999999997, 31.82123775812443, 543.2628566777232, -79.9999999999999, -570.6746777563951, -1574.768971292538, -109.0, 2957.399538135315, -770.2899439978666, -87.83453014427755, 10, -30, -24.55952380952381
33769, 36.5806397695511, 522.8429835864983, -83.99999999999997, 33.91180702347754, 523.3724187703578, -83.9999999999999, -576.4184089769097, -1594.7997425125, -106.0, 2957.419282462076, -790.2899342519033, -89.94343666117606, 10, -30, -27.5
33899, 37.57502293816704, 503.8690224261614, -86.99999999999999, 34.95852614833645, 503.3998280752662, -86.9999999999999, -580.8926854478092, -1614.179963101079, -103.0, 2956.957684078608, -810.2846067156468, -91.32249938994622, 7, -33, -34.43571428571429
34022, 37.26087962229594, 485.8717639133463, -91.0, 34.64438283246538, 485.4025695624513, -90.99999999999993, -584.0537768740581, -1632.107403436913, -100.0, 2955.880320425143, -828.2523357752188, -93.43140590684472, 43, 3, 9.528571428571428
34188, 36.82456946136386, 460.8755715344365, -91.0, 34.22552507797061, 461.4062248786978, -90.99999999999993, -587.5653925574824, -1657.0938473474, -98.00000000000001, 2954.669815853269, -852.2217888078075, -92.89109348310143, 88, 48, 68.43571428571429
34302, 38.30621708807405, 443.9402616668769, -84.99999999999998, 35.70717270468082, 444.4709150111382, -84.99999999999991, -590.9310670084402, -1672.928100708079, -102.0, 2954.790676351058, -869.2213591770866, -89.59265560181786, 93, 53, 79.2595238095238
34417, 42.66081120886807, 426.4749385939089, -75.99999999999999, 40.06176682547487, 427.0055919381702, -75.99999999999992, -595.484988107019, -1689.923565621635, -105.0, 2956.723879886764, -887.1172448519991, -83.83453014427756, 91, 51, 81.8761904761905
34533, 49.30324039318573, 410.8263560852174, -66.99999999999999, 47.09492713828182, 410.4365045760263, -66.99999999999992, -605.21494462741, -1704.348819384093, -124.0, 2959.10483618098, -904.9590790381201, -82.39890407668355, 24, -16, -0.8976190476190455
34658, 57.92905988823712, 393.8972321256384, -62.99999999999999, 55.2667561335937, 394.3983871406357, -62.99999999999991, -618.0661244809015, -1717.656605690358, -134.0, 2961.553601813981, -922.7917329873961, -82.18109104288656, 10, -30, -20.06666666666667
34780, 65.25031946360153, 377.4534138880716, -65.99999999999999, 63.296503106667, 377.1785391869393, -64.99999999999992, -630.3121223160382, -1731.744014714796, -131.0, 2963.924961004279, -941.6431694204798, -82.83030998352833, 10, -30, -22.9
34908, 72.36784473850387, 359.8369206513027, -68.00000000000001, 70.41402838156936, 359.5620459501703, -67.99999999999992, -642.4480413176576, -1747.277282689892, -128.0, 2965.841938427294, -960.5462167293039, -84.2093727122985, 13, -27, -21.96428571428572
35030, 78.55363967318984, 341.8720677149156, -71.00000000000001, 76.27425516179819, 342.5427115893827, -70.99999999999993, -653.1328016338303, -1761.98359361364, -126.0, 2967.141867611566, -978.4992160362689, -85.85859165294028, 59, 19, 35.64761904761905
35166, 86.04577154150808, 323.3283906235799, -68.00000000000001, 83.76638703011647, 323.9990344980469, -67.99999999999992, -665.1236207805966, -1778.487540298889, -126.0, 2969.347288287905, -998.3772471168457, -83.66906028855521, 87, 47, 73.73333333333334
35288, 95.04577154150807, 307.73993335546, -60.0, 92.76638703011647, 308.410577229927, -59.99999999999993, -677.5460727124819, -1790.909992230774, -135.0, 2972.391951801143, -1016.117879126195, -80.26171589037313, 22, -18, -7.173809523809521
35418, 105.9385522418086, 290.9665219965515, -57.0, 103.659167730417, 291.6371658710186, -56.99999999999992, -693.2167318935247, -1802.295392567679, -144.0, 2975.691667802607, -1035.84379797196, -80.50359043283285, 10, -30, -23.94285714285714
35541, 114.9385522418086, 275.3780647284316, -60.0, 113.1591677304171, 275.1826831991143, -59.99999999999993, -707.5386988020771, -1814.312949718379, -140.0, 2978.463145590851, -1054.640577240475, -81.61249694973135, 11, -29, -25.48809523809524
35669, 123.56437173686, 258.4489407688526, -63.00000000000001, 121.4882195194096, 258.1055963194301, -63.99999999999992, -722.2826921395486, -1827.588500948538, -138.0, 2980.45196995522, -1073.536200480995, -83.99155967850149, 80, 40, 62.12142857142857
35791, 132.56437173686, 242.8604835007327, -60.0, 130.4882195194096, 242.5171390513102, -59.99999999999993, -735.4880145759843, -1839.902663337827, -137.0, 2983.329202315145, -1091.304755119654, -80.80202831411642, 77, 37, 61.36428571428572
35910, 144.2619397680475, 227.888279182205, -52.0, 141.5701260752715, 228.3329454863892, -51.99999999999992, -750.3849907172259, -1849.950800620293, -146.0, 2987.257410519099, -1108.870892438552, -77.39468391593435, 28, -12, 0.8166666666666689
36031, 155.1893291327187, 214.8655236491824, -50.0, 153.1403030496292, 214.5441455102477, -49.99999999999992, -767.0538035364038, -1857.723595690228, -155.0, 2990.887151938238, -1126.50112151336, -78.3664022465224, 13, -27, -19.47857142857142
36198, 170.836519734672, 194.1010003879527, -53.0, 168.1856786284305, 194.5782577590654, -52.99999999999992, -788.8169657091535, -1869.787113470817, -151.0, 2995.453632831873, -1151.08052859018, -79.4753087634209, 70, 30, 52.77857142857144
36348, 185.5573930745668, 177.7518142274501, -48.0, 182.9065519683254, 178.2290715985627, -47.99999999999992, -808.8646125033918, -1880.001899714957, -153.0, 3000.639297321006, -1172.460633449749, -76.3664022465224, 88, 48, 78.71428571428571
36466, 199.5460203807923, 166.424047188553, -38.99999999999999, 196.8951792745508, 166.9013045596657, -38.99999999999991, -824.7209857865332, -1885.773147613435, -160.0, 3006.294471740254, -1189.549196943732, -71.68890163646868, 15, -25, -12.46904761904762
36587, 214.1083262795414, 155.8439126472885, -36.0, 211.4574851732999, 156.3211700184012, -35.99999999999992, -842.6156003544746, -1887.970330005686, -173.0, 3011.553737087934, -1206.763729409143, -73.01140102641495, 9, -31, -21.97142857142857
36728, 230.1952595850399, 142.3453728438712, -40.0, 228.3104629219174, 142.1798426052973, -39.99999999999991, -863.3034221099946, -1892.367662266481, -168.0, 3017.403376844264, -1227.971787187288, -74.57999511957016, 11, -29, -22.37619047619047
36852, 244.3150112691104, 129.6318913230529, -41.99999999999999, 241.6870697805106, 130.1354916908378, -41.99999999999992, -882.0308147551669, -1896.69122153097, -167.0, 3021.828190186443, -1245.419452557958, -75.76952648395525, 50, 10, 25.86428571428572
36978, 257.8997837131203, 117.8228288012237, -41.0, 256.0265518047432, 117.6703701400182, -40.99999999999992, -899.7999862555805, -1901.452456684676, -165.0, 3026.905920562413, -1263.72837536158, -74.49937027208361, 80, 40, 65.75714285714287
37098, 272.8224600191111, 107.7573565387503, -34.0, 270.949228110734, 107.6048978775448, -33.99999999999992, -917.7628796705232, -1904.619799445321, -170.0, 3032.842948846065, -1280.721070708672, -70.74124481454331, 82, 42, 72.02380952380953
37216, 289.1360001857708, 100.1502278274177, -25.0, 287.2627682773937, 99.99776916621226, -24.99999999999992, -935.3422018467628, -1904.312951235341, -181.0, 3039.834337493566, -1297.307827015425, -67.14436905197616, 13, -27, -14.32142857142857
37331, 305.7050875479147, 93.11706751461077, -23.0, 302.9113507860852, 93.35533998189462, -22.99999999999992, -952.1623836351386, -1901.043439099564, -191.0, 3046.096249691654, -1313.112524279955, -68.38624359443587, 13, -27, -16.2
37462, 323.6809684738981, 84.34964457882922, -26.0, 320.8872317120686, 84.58791704611309, -25.99999999999993, -972.0103265369259, -1898.253992637021, -188.0, 3053.013577909946, -1331.878199602746, -69.76530632320601, 13, -27, -18.9
37588, 339.5740251453588, 75.89915644868319, -28.0, 336.7802883835292, 76.13742891596708, -27.99999999999992, -991.0574098770191, -1896.252063508519, -186.0, 3058.967378766969, -1348.865025538009, -70.68468147571945, 66, 26, 47.93095238095238
37717, 356.9313888405682, 68.17116023024299, -24.0, 355.0511975363813, 68.00269605445109, -23.99999999999992, -1009.403355280878, -1894.323826946621, -186.0, 3066.535405759858, -1367.377858045081, -67.765306323206, 88, 48, 78.76190476190477
37837, 374.3180537137714, 63.51241741839762, -15.0, 372.4378624095845, 63.34395324260575, -14.99999999999992, -1026.094553559153, -1889.851433847249, -195.0, 3074.530925686306, -1383.504595505143, -63.62811813689558, 67, 27, 55.75
37956, 393.1331470198612, 60.86812850015638, -7.999999999999998, 390.2626876469327, 60.8388374253246, -7.999999999999922, -1042.272147557757, -1882.307697875178, -205.0, 3083.196772242874, -1399.281258760028, -61.22077373871349, 9, -31, -17.39047619047619
38077, 410.0064315977638, 58.79634966226887, -6.999999999999999, 408.1285183764765, 58.64518924403196, -6.999999999999923, -1058.348320282425, -1872.648158780239, -211.0, 3091.616213865944, -1415.190784295245, -62.111867221815, 11, -29, -17.17619047619047
38213, 430.6873944110201, 55.14973793126334, -9.999999999999998, 428.809481189733, 54.99857751302645, -9.999999999999922, -1076.282499601289, -1863.510238001482, -207.0, 3101.077845473984, -1433.938518220008, -63.2207737387135, 36, -4, 12.69761904761905
38347, 450.4411612229228, 52.02104863045871, -8.999999999999998, 448.5632480016357, 51.86988821222187, -8.999999999999922, -1094.430520485957, -1854.263359502787, -207.0, 3110.315625938741, -1451.677272744635, -62.49092995058515, 89, 49, 81.53095238095238
38467, 468.4164928485052, 51.07900141808573, -2.999999999999998, 465.5528920609604, 51.27659676827938, -1.999999999999922, -1109.288323130618, -1844.979173993421, -212.0, 3119.139132698818, -1466.208127105438, -58.73280449304486, 91, 51, 88.42380952380953
38580, 485.2510500171119, 53.44494413440684, 8.000000000000002, 483.3777172983086, 53.78171258556058, 8.000000000000078, -1122.645105404252, -1834.543711986651, -218.0, 3129.957922396585, -1480.594015658999, -53.05530388299113, 12, -28, -10.14047619047619
38696, 501.8795592295866, 56.97944287830875, 12.0, 500.0062265107833, 57.31621132946251, 12.00000000000008, -1134.288841050775, -1821.149126356857, -229.0, 3140.163251708753, -1494.19001704287, -53.10764706106577, 10, -30, -14.62380952380952
38819, 520.6456377008942, 59.95169771407314, 9.0, 518.7723049820909, 60.28846616522692, 9.000000000000076, -1146.28683430614, -1806.33283860168, -231.0, 3150.83255097576, -1509.911532655273, -55.83749084919412, 10, -30, -17.6
38947, 539.5040145820793, 62.26721523877094, 7.0, 537.630681863276, 62.60398368992474, 7.000000000000076, -1158.875186854242, -1791.330624227638, -230.0, 3161.173176242856, -1525.851152132711, -57.0270222135792, 11, -29, -19.28809523809523
39083, 560.4528596375356, 63.73210118739757, 4.0, 558.5795269187323, 64.06886963855141, 4.000000000000076, -1172.252445936568, -1776.473672876694, -228.0, 3172.090517342962, -1543.790262013191, -58.67624115422099, 77, 37, 64.38571428571429
39227, 581.133822450792, 67.37871291840311, 10.0, 578.2756819789764, 67.54183319189003, 10.00000000000008, -1186.688987222371, -1760.992377720819, -227.0, 3183.838590003016, -1559.976144404154, -54.0270222135792, 84, 44, 76.48333333333333
39346, 598.1531568115797, 73.23893969863192, 19.0, 596.2405349153634, 73.72762812657604, 19.00000000000008, -1196.216357861889, -1746.32151347575, -237.0000000000001, 3196.010864712505, -1574.565034985577, -50.1599902391404, 12, -28, -13.65714285714286
39470, 615.7696500483487, 80.35646497353426, 22.00000000000001, 612.9298442975657, 80.47054680806248, 22.00000000000008, -1203.137589281841, -1729.190864578774, -248.0, 3207.35274327724, -1588.542223208636, -50.94217720534339, 12, -28, -15.6
39588, 631.843465833537, 85.89112359930594, 19.0, 629.9491786583533, 86.33077358829132, 19.00000000000008, -1210.817408334193, -1712.721439472744, -245.0, 3218.35494962961, -1602.788326373356, -52.32123993411354, 11, -29, -19.71190476190476
39711, 650.0132561968347, 91.44618598903794, 17.0, 647.1626642656879, 91.59346427330062, 17.00000000000008, -1219.41689638026, -1695.843993891568, -243.0, 3229.127154678076, -1617.209130733509, -53.24061508662697, 11, -29, -22.59999999999999
39838, 668.4488749960787, 96.04270200543162, 14.0, 665.5982830649318, 96.18998028969433, 14.00000000000008, -1228.241083874383, -1679.248110936192, -242.0, 3239.981604612896, -1632.803389824998, -55.1599902391404, 11, -29, -25.5
39961, 686.1181642981365, 99.47726392220943, 11.0, 684.2491995504375, 99.81535120184871, 11.00000000000008, -1237.743536356474, -1663.433374238237, -239.0, 3250.457605698204, -1648.654364598198, -56.53905296791055, 28, -12, -6.097619047619046
40089, 704.8295116053684, 102.7765792978811, 10.0, 702.9605468576693, 103.1146665775204, 10.00000000000008, -1248.200605828762, -1647.330899333685, -237.0000000000001, 3260.881115388269, -1664.539906633053, -56.72858433229562, 88, 48, 71.21428571428571
40218, 723.0934838281966, 108.0136890584041, 16.0, 721.2245190804975, 108.3517763380434, 16.00000000000008, -1257.394050657494, -1630.745485827201, -241.0, 3272.201360725412, -1679.799396975357, -53.43014645101204, 75, 35, 58.24523809523811
40350, 742.2779384386912, 116.5551585629959, 24.0, 739.4954282333495, 116.4865091995594, 24.00000000000008, -1263.668400130192, -1612.523451838251, -251.0, 3284.9786081859, -1695.185817850059, -50.29295826470161, 11, -29, -22.06190476190476
40478, 759.4977863923876, 124.5849055360692, 25.0, 756.7152761870458, 124.5162561726328, 25.00000000000008, -1267.713529986742, -1593.492612118374, -258.0, 3296.81826657683, -1710.04591506327, -51.45420795967475, 11, -29, -24.2
40599, 776.1870957745897, 131.3278242175556, 22.00000000000001, 774.3317694238148, 131.6337814475351, 22.00000000000008, -1272.949322474917, -1576.367106548588, -253.0, 3308.439127860716, -1725.077734082294, -52.2929582647016, 11, -29, -27.1
40739, 796.1592826167879, 137.8171810994295, 18.00000000000001, 793.3528997497178, 137.8141213350341, 18.00000000000008, -1280.466925225215, -1555.712662743714, -250.0, 3320.081057984736, -1741.340128216843, -54.40186478160011, 11, -29, -30.0
40867, 814.5949014160319, 142.4136971158232, 14.0, 811.7885185489618, 142.4106373514278, 14.00000000000008, -1287.768908554423, -1538.510268042395, -247.0, 3330.564881965398, -1757.185930018661, -56.51077129849861, 12, -28, -31.58809523809524
40998, 834.2910564762759, 145.8866606691618, 10.00000000000001, 832.469481362218, 146.0572490824334, 10.00000000000008, -1296.440328209058, -1520.731223012551, -244.0, 3341.499927527869, -1775.114253379943, -58.61967781539711, 33, -7, -6.850000000000001
41127, 853.0571349475835, 148.8589155049262, 9.000000000000005, 850.2478714929307, 148.8730694531576, 9.000000000000082, -1305.633773037789, -1504.145809506066, -241.0, 3350.894438593135, -1790.468183230134, -58.53905296791054, 90, 50, 66.97857142857143
41255, 871.4927537468276, 153.4554315213199, 14.0, 869.5663880187119, 154.049450355208, 15.00000000000008, -1313.639853388205, -1486.976714788444, -245.0, 3362.297065368681, -1806.899254486068, -55.24061508662697, 91, 51, 72.61190476190476
41376, 888.9823459624239, 160.8793229626161, 23.0, 886.1354753808559, 161.0826106680149, 23.00000000000008, -1317.972190694604, -1469.600658922293, -256.0, 3373.286252450297, -1821.15540288896, -52.37358311218816, 11, -29, -27.25238095238095
41497, 904.3895783420469, 168.063833412208, 25.0, 902.4490155475155, 168.6897393793476, 25.00000000000008, -1319.869382302912, -1451.550086521359, -264.0, 3384.100059711582, -1835.545037092641, -53.07514523090458, 9, -31, -31.82380952380953
41620, 922.1276064454937, 174.8728244535687, 21.00000000000001, 920.1870436509623, 175.4987304207083, 21.00000000000009, -1323.460216786903, -1433.076844556057, -259.0, 3395.09457575159, -1851.0408628869, -54.64373932405984, 10, -30, -33.58809523809525
41750, 941.3528403642601, 180.3855715699087, 16.00000000000001, 938.4510158737905, 180.7358401812313, 16.00000000000008, -1328.675420545719, -1413.613439156333, -255.0, 3405.383593661706, -1867.013843524381, -57.21233341721502, 65, 25, 35.5547619047619
41877, 958.4718576575728, 185.9478774686577, 18.00000000000001, 956.5210896833984, 186.6071630743553, 18.00000000000008, -1333.985183075188, -1396.245988483288, -253.0, 3416.223792765197, -1882.618012307006, -55.21233341721502, 82, 42, 59.70238095238095
41996, 974.7853978242325, 193.5550061799903, 25.0, 972.8346298500581, 194.2142917856879, 25.00000000000008, -1336.721691172137, -1378.968356341257, -261.0, 3427.240057742009, -1896.853246971762, -52.26467659528966, 90, 50, 74.1952380952381
42109, 989.0427974793047, 202.8138697752458, 33.0, 987.0920295051302, 203.4731553809435, 33.00000000000009, -1338.787376542854, -1362.144699070937, -263.0, 3438.84135394804, -1909.279426044185, -46.9662387140061, 68, 28, 50.23809523809525
42226, 1003.03142478553, 214.1416368141428, 39.00000000000001, 1000.303510849899, 214.1716020287907, 39.00000000000009, -1336.023648848988, -1344.695209157643, -279.0, 3450.45491182778, -1921.694146072197, -46.90967537518223, 11, -29, -21.47857142857143
42341, 1016.054180318553, 225.069026178814, 40.00000000000001, 1014.09231082604, 225.7417790031484, 40.00000000000009, -1332.117373790307, -1327.775272982647, -283.0, 3462.670912804902, -1934.914180872717, -47.26045643454045, 11, -29, -23.7
42469, 1031.228255009451, 236.503511618703, 37.00000000000001, 1029.266385516939, 237.1762644430373, 37.0000000000001, -1329.09380845001, -1308.685232735624, -279.0, 3475.293106393476, -1949.115597316599, -48.36936295143894, 46, 6, 19.31666666666667
42596, 1046.200459327979, 248.2010796498904, 38.00000000000001, 1044.238589835466, 248.8738324742249, 38.0000000000001, -1326.424885892898, -1289.694861981367, -278.0, 3488.161226452593, -1963.094563163332, -47.36936295143894, 89, 49, 75.91190476190476
42715, 1058.928381389337, 260.9290017112483, 45.00000000000002, 1056.259405115638, 260.8946477543962, 45.0000000000001, -1322.336889701055, -1273.298804798755, -284.0, 3500.414422698386, -1974.878415749057, -43.88139370577028, 91, 51, 82.92380952380952
42829, 1069.508515930601, 275.4913076099974, 54.00000000000002, 1066.583780969957, 275.6393845515981, 55.0000000000001, -1315.061938943451, -1257.697622552706, -295.0, 3514.292733348276, -1986.341072225859, -39.55467415507479, 15, -25, -11.7047619047619
42947, 1078.517143422566, 289.9081252446566, 58.00000000000002, 1076.122327726154, 290.9042502824138, 58.0000000000001, -1304.588781318104, -1243.282557746934, -306.0, 3528.013270446712, -1997.992117746774, -40.33686112127778, 10, -30, -19.85952380952381
43067, 1088.841519276885, 304.6528620418585, 55.00000000000003, 1086.446703580473, 305.6489870796157, 55.00000000000011, -1294.393138582623, -1227.582644714995, -303.0, 3541.449429310823, -2009.969998818915, -41.71592385004792, 11, -29, -21.48809523809523
43199, 1101.154748783398, 320.4130771139929, 52.00000000000003, 1098.759933086986, 321.4092021517502, 52.0000000000001, -1283.855459569963, -1210.04500174263, -301.0, 3555.989280151318, -2023.702905923245, -43.36514279068971, 37, -3, 9.709523809523811
43329, 1112.852316814585, 335.3852814325206, 52.00000000000003, 1110.457501118174, 336.3814064702779, 52.0000000000001, -1274.430459569963, -1193.720422881293, -300.0, 3569.863499305822, -2036.683893668898, -43.09498657881806, 87, 47, 74.6952380952381
43447, 1122.123002162966, 350.8142928451587, 59.00000000000002, 1119.213148391645, 350.9532505822138, 59.00000000000009, -1264.730699466359, -1179.339937147754, -304.0, 3583.062516351198, -2047.397714137614, -39.06670490940614, 88, 48, 80.11190476190476
43567, 1128.865920844453, 367.5036022273608, 68.00000000000002, 1126.022139433005, 368.6912786856607, 69.0000000000001, -1252.172483032487, -1166.781720713881, -315.0, 3598.675700881933, -2058.224923787808, -34.73998535871061, 14, -26, -12.18095238095238
43680, 1134.119209748827, 383.6715630043784, 72.00000000000003, 1131.27542833738, 384.8592394626783, 72.0000000000001, -1238.307658669076, -1157.429778596236, -326.0, 3612.51184340977, -2068.10222908578, -35.52217232491361, 10, -30, -19.14761904761905
43799, 1140.928200790188, 401.4095911078252, 69.00000000000002, 1138.08441937874, 402.5972675661252, 69.0000000000001, -1223.576826686254, -1146.329300494196, -323.0, 3627.705606009801, -2079.51054088262, -36.90123505368375, 10, -30, -22.1
43947, 1149.469670294779, 420.5940457183199, 66.00000000000001, 1146.625888883332, 421.7817221766198, 66.0000000000001, -1206.003767161104, -1131.583752727987, -320.0, 3644.190384389612, -2092.520232722494, -38.2802977824539, 46, 6, 22.12857142857143
44077, 1157.284292864565, 439.0041427873687, 67.00000000000002, 1154.049780324628, 439.2713143922162, 67.0000000000001, -1191.581267083047, -1119.046464683978, -319.0, 3659.308338859079, -2104.028814418738, -37.2802977824539, 73, 33, 57.72142857142858
44200, 1162.245765269271, 456.3068533142585, 74.00000000000002, 1159.286890085151, 457.5352866150442, 74.00000000000009, -1176.467911865915, -1108.463979433302, -325.0, 3675.098458823964, -2114.596317032627, -33.79232853678527, 89, 49, 81.69047619047619
44329, 1164.561282793968, 475.1652301954436, 83.00000000000002, 1161.602407609849, 476.3936634962293, 83.0000000000001, -1158.893633203801, -1101.004140728185, -337.0, 3691.475198140157, -2124.229717749375, -30.46560898608977, 12, -28, -14.61666666666667
44455, 1165.886655795107, 494.1189471503803, 86.00000000000001, 1162.927780610987, 495.347380451166, 86.0000000000001, -1140.47803897936, -1096.752565801085, -347.0, 3707.765194591087, -2134.009084581062, -30.9776397404211, 10, -30, -19.12380952380953
44588, 1168.32404266321, 513.9698701832067, 83.00000000000002, 1165.36516747909, 515.1983034839924, 83.0000000000001, -1121.272570565355, -1090.880864855139, -343.0, 3724.710128128029, -2144.633077588809, -32.08654625731961, 10, -30, -22.1
44710, 1171.296297498974, 532.7359486545143, 81.00000000000001, 1168.490834677095, 532.9248430382121, 80.00000000000009, -1103.162107768325, -1084.644932424667, -341.0, 3739.679065194828, -2154.629623146661, -33.7357651979614, 11, -29, -23.78809523809524
44837, 1175.570367531508, 551.2489798854339, 77.0, 1172.441156802633, 551.5096474521544, 78.00000000000009, -1085.852512387418, -1077.651401932185, -338.0, 3755.35903434763, -2165.359887233213, -34.38498413860319, 80, 40, 63.82142857142857
44967, 1178.214656449749, 570.0640731915237, 82.00000000000001, 1175.085445720874, 570.3247407582442, 82.00000000000008, -1068.022333376044, -1070.082939973348, -337.0, 3771.61173638132, -2175.201110561849, -31.19545277421812, 16, -24, -16.96190476190476
45085, 1180.096168788567, 587.9654673081526, 84.0, 1176.966958059691, 588.2261348748731, 84.00000000000011, -1051.68857463866, -1065.399310023305, -344.0, 3786.938398169057, -2184.640042622434, -31.62685868106289, 23, -17, -9.416666666666664
45232, 1183.157977009689, 609.7513648204672, 82.00000000000001, 1180.167939381773, 611.0023004559292, 82.00000000000008, -1031.006721233087, -1060.242744818598, -346.0, 3806.089618062767, -2197.377027217807, -33.6268586810629, 85, 45, 70.13809523809525
45365, 1183.855966943739, 629.7391813608491, 88.00000000000001, 1180.83102981912, 629.9907261692921, 88.0000000000001, -1012.16551882026, -1055.545105449844, -346.0, 3822.667399313214, -2206.660193100863, -29.24779595229275, 91, 51, 81.77142857142856
45495, 1181.211678025497, 648.5542746669389, 98.00000000000001, 1178.047567799919, 649.7960875441235, 98.0000000000001, -992.9016297069765, -1053.520389116349, -354.0, 3840.922570575348, -2214.830182218981, -24.11060776598231, 53, 13, 36.94761904761905
45616, 1176.857083904703, 666.0195977399069, 104.0, 1173.692973679125, 667.2614106170914, 104.0000000000001, -974.5544316945979, -1054.803350181451, -364.0, 3857.560432919934, -2221.699063976776, -22.4331071559286, 9, -31, -19.02380952380952
45736, 1172.58301387217, 684.5326289708265, 103.0, 1169.643854700935, 684.8000717832257, 103.0000000000001, -957.1207329165674, -1058.192117939339, -371.0, 3873.866790381892, -2229.3215771006, -25.05404442715846, 9, -31, -21.6
45859, 1169.148451955392, 702.2019182728843, 101.0, 1166.018483788781, 703.4509882687313, 101.0000000000001, -938.8502870482855, -1060.759861652052, -368.0, 3890.986784464768, -2237.562074816292, -25.70326336780024, 11, -29, -22.07619047619047
45988, 1166.364989936191, 722.0072796477157, 97.99999999999999, 1163.37419487054, 722.2660815748212, 98.00000000000008, -919.4779950484069, -1062.795971588043, -366.0, 3907.862522561604, -2246.291878003478, -27.35248230844202, 66, 26, 47.15476190476191
46111, 1162.930428019413, 739.6765689497736, 101.0, 1159.939632953762, 739.935370876879, 101.0000000000001, -902.1076756239045, -1064.621665727476, -366.0, 3924.154361875342, -2253.945372092802, -25.16295094405695, 76, 36, 62.21904761904762
46235, 1157.070201239184, 756.6959033105613, 109.0, 1153.753838019076, 757.900223813266, 109.0000000000001, -884.1804917852293, -1069.091414670575, -374.0, 3941.834063411159, -2260.904406049066, -21.48545033400323, 25, -15, -1.207142857142855
46359, 1149.902842248278, 775.3675118405054, 111.0, 1146.944846977715, 775.6382519167129, 111.0000000000001, -867.2873867146702, -1076.26211234061, -383.0, 3959.393205032807, -2268.162266995028, -22.45716866459128, 12, -28, -19.15476190476191
46485, 1144.031519355154, 793.4375856501133, 108.0, 1141.073524084591, 793.7083257263208, 108.0000000000001, -849.6455974520355, -1082.683198511406, -380.0, 3976.772586736526, -2275.840619135714, -23.83623139336144, 21, -19, -9.992857142857142
46626, 1138.184085260699, 812.5636807693741, 107.0, 1135.226089990137, 812.8344208455816, 107.0000000000001, -829.914515816429, -1089.477154758619, -379.0, 3995.001238445093, -2284.069607948914, -24.29591896961814, 80, 40, 65.40238095238095
46755, 1130.760193819403, 830.0532729849705, 113.0, 1127.411467420351, 831.2445179146303, 113.0000000000001, -812.2163449965472, -1095.918762138014, -380.0, 4013.772663830632, -2290.971317084714, -20.18701245271966, 87, 47, 77.88333333333333
46872, 1121.221647063205, 845.3181387157862, 122.0, 1118.402839928387, 845.6613355492896, 122.0000000000001, -796.6173098735085, -1104.212916237753, -388.0, 4030.132011251118, -2295.594276307526, -15.77966805453757, 9, -31, -19.82857142857142
46986, 1111.715367704202, 859.4117774492219, 124.0, 1108.896560569384, 859.7549742827253, 124.0000000000001, -783.7978129438445, -1115.356734904185, -401.0, 4046.315304930899, -2300.80013893287, -17.83201123261223, 9, -31, -21.99999999999999
47101, 1102.444682355822, 874.8407888618599, 121.0, 1099.625875221003, 875.1839856953634, 121.0000000000001, -769.7515212608047, -1126.330900701865, -398.0, 4063.312935154701, -2306.723023937234, -19.21107396138234, 12, -28, -21.16428571428572
47237, 1093.055251100104, 892.4997407190384, 118.0, 1090.236443965285, 892.8429375525418, 118.0000000000001, -752.9174956418508, -1138.561536231567, -396.0, 4082.001964682449, -2313.844833771186, -20.86029290202413, 12, -28, -24.0
