timestamp,time,right_speed,color,reflection,speed,controller_type,left_speed,correction,integral_error,derivative_error,last_error,setpoint,distance,iteration
1759842870.525841,0.002105951309204102,253.94,None,10,200,PID,146.06,53.94,29,0,None,39,None,0
1759842870.697672,0.1898717880249023,238.28,None,10,200,PID,161.72,38.27999999999999,58,0,None,39,None,1
1759842870.868282,0.358961820602417,236.3,None,12,200,PID,163.7,36.3,85,0,None,39,None,2
1759842871.016883,0.5082619190216064,107.06,None,83,200,PID,292.94,-92.94,41,0,None,39,None,3
1759842871.167452,0.6597309112548828,145.16,None,84,200,PID,254.84,-54.84000000000001,-4,0,None,39,None,4
1759842871.315615,0.8078849315643311,137.48,None,87,200,PID,262.52,-62.51999999999999,-52,0,None,39,None,5
1759842871.464284,0.9559049606323242,164.3,None,72,200,PID,235.7,-35.7,-85,0,None,39,None,6
1759842871.628368,1.120316982269287,253.76,None,18,200,PID,146.24,53.76,-64,0,None,39,None,7
1759842871.777843,1.269497871398926,185.42,None,38,200,PID,214.58,-14.58,-63,0,None,39,None,8
1759842871.926766,1.41883397102356,97.04000000000002,None,92,200,PID,302.96,-102.96,-116,0,None,39,None,9
1759842872.074981,1.567246913909912,131.84,None,89,200,PID,268.16,-68.16,-166,0,None,39,None,10
1759842872.224486,1.712790012359619,273.98,None,10,200,PID,126.02,73.98,-137,0,None,39,None,11
1759842872.372466,1.860368013381958,230.18,None,9,200,PID,169.82,30.18,-107,0,None,39,None,12
1759842872.521215,2.008816003799438,132.8,None,62,200,PID,267.2,-67.19999999999999,-130,0,None,39,None,13
1759842872.66626,2.158331871032715,120.44,None,85,200,PID,279.56,-79.56,-176,0,None,39,None,14
1759842872.83241,2.319249868392944,274.7,None,8,200,PID,125.3,74.69999999999999,-145,0,None,39,None,15
1759842872.977166,2.46934700012207,226.64,None,10,200,PID,173.36,26.64,-116,0,None,39,None,16
1759842873.127601,2.619189977645874,80.78000000000001,None,90,200,PID,319.22,-119.22,-167,0,None,39,None,17
