timestamp,time,right_speed,color,reflection,speed,controller_type,left_speed,correction,integral_error,derivative_error,last_error,setpoint,distance,iteration
1759842850.465824,0.009590864181518555,257.66,None,8,200,PID,142.34,57.66,31,0,None,39,None,0
1759842850.632949,0.1847019195556641,242.78,None,7,200,PID,157.22,42.78,63,0,None,39,None,1
1759842850.797739,0.3524529933929443,240.38,None,9,200,PID,159.62,40.37999999999999,93,0,None,39,None,2
1759842850.949588,0.5041959285736084,115.04,None,78,200,PID,284.96,-84.96,54,0,None,39,None,3
1759842851.10478,0.6550559997558594,152.24,None,79,200,PID,247.76,-47.76,14,0,None,39,None,4
1759842851.256624,0.8102619647979736,161.6,None,73,200,PID,238.4,-38.4,-20,0,None,39,None,5
1759842851.406447,0.9609239101409912,217.34,None,40,200,PID,182.66,17.34,-21,0,None,39,None,6
1759842851.568702,1.120847940444946,223.52,None,26,200,PID,176.48,23.52,-8,0,None,39,None,7
1759842851.722888,1.273877859115601,143.36,None,65,200,PID,256.64,-56.64000000000001,-34,0,None,39,None,8
1759842851.872925,1.42273998260498,159.62,None,68,200,PID,240.38,-40.37999999999999,-63,0,None,39,None,9
1759842852.022518,1.573180913925171,269.42,None,9,200,PID,130.58,69.42,-33,0,None,39,None,10
1759842852.175161,1.729569911956787,235.82,None,9,200,PID,164.18,35.82,-3,0,None,39,None,11
1759842852.325346,1.875622034072876,237.62,None,9,200,PID,162.38,37.62,27,0,None,39,None,12
1759842852.4756,2.030526876449585,124.1,None,71,200,PID,275.9,-75.9,-5,0,None,39,None,13
1759842852.624737,2.179157972335815,150.08,None,76,200,PID,249.92,-49.92000000000001,-42,0,None,39,None,14
1759842852.7769,2.331814050674438,275.48,None,9,200,PID,124.52,75.47999999999999,-12,0,None,39,None,15
1759842852.926473,2.481157064437866,240.8,None,7,200,PID,159.2,40.80000000000001,20,0,None,39,None,16
1759842853.078526,2.632880926132202,202.46,None,28,200,PID,197.54,2.459999999999999,31,0,None,39,None,17
1759842853.235285,2.789155960083008,130.16,None,74,200,PID,269.84,-69.84000000000001,-4,0,None,39,None,18
1759842853.387674,2.942487001419067,189.14,None,56,200,PID,210.86,-10.86,-21,0,None,39,None,19
1759842853.555577,3.110277891159058,264.74,None,9,200,PID,135.26,64.74,9,0,None,39,None,20
1759842853.725417,3.279059886932373,249.5,None,3,200,PID,150.5,49.5,45,0,None,39,None,21
1759842853.87831,3.433035850524902,110.42,None,77,200,PID,289.58,-89.58,7,0,None,39,None,22
1759842854.029829,3.581524848937988,154.4,None,76,200,PID,245.6,-45.6,-30,0,None,39,None,23
1759842854.185388,3.736569881439209,276.2,None,9,200,PID,123.8,76.19999999999999,0,0,None,39,None,24
1759842854.336497,3.890537023544312,237.8,None,9,200,PID,162.2,37.8,30,0,None,39,None,25
1759842854.48537,4.040341854095459,116.84,None,75,200,PID,283.16,-83.16000000000001,-6,0,None,39,None,26
1759842854.644131,4.194370031356812,144.98,None,80,200,PID,255.02,-55.02,-47,0,None,39,None,27
