timestamp,time,right_speed,color,reflection,speed,controller_type,left_speed,correction,integral_error,derivative_error,last_error,setpoint,distance,iteration
1759841582.046898,0.005923986434936523,111.57,None,60,150,PID,188.43,-38.43,-21,0,None,39,None,0
1759841582.217233,0.1869971752166748,114.39,None,65,150,PID,185.61,-35.61,-47,0,None,39,None,1
1759841582.382883,0.3495049476623535,111.12,None,68,150,PID,188.88,-38.88,-76,0,None,39,None,2
1759841582.532488,0.4953441619873047,112.05,None,68,150,PID,187.95,-37.95,-105,0,None,39,None,3
1759841582.703454,0.6701021194458008,109.35,None,69,150,PID,190.65,-40.65,-135,0,None,39,None,4
1759841582.849198,0.818493127822876,105.39,None,71,150,PID,194.61,-44.61,-167,0,None,39,None,5
1759841583.014971,0.9851529598236084,96.48000000000001,None,76,150,PID,203.52,-53.52,-204,0,None,39,None,6
1759841583.165823,1.135964155197144,96.54,None,77,150,PID,203.46,-53.46,-242,0,None,39,None,7
1759841583.316669,1.286515951156616,103.32,None,73,150,PID,196.68,-46.68,-276,0,None,39,None,8
1759841583.468394,1.435485124588013,88.91999999999999,None,79,150,PID,211.08,-61.08000000000001,-316,0,None,39,None,9
1759841583.615413,1.585032939910889,93.15000000000001,None,78,150,PID,206.85,-56.85,-355,0,None,39,None,10
1759841583.764204,1.729269981384277,93.21000000000002,None,77,150,PID,206.79,-56.79,-393,0,None,39,None,11
1759841583.913285,1.87952709197998,91.47,None,77,150,PID,208.53,-58.53000000000001,-431,0,None,39,None,12
1759841584.065727,2.031960010528564,92.15999999999999,None,76,150,PID,207.84,-57.84,-468,0,None,39,None,13
1759841584.221549,2.190855026245117,94.11,None,74,150,PID,205.89,-55.89,-503,0,None,39,None,14
1759841584.374389,2.344176054000854,91.86,None,74,150,PID,208.14,-58.14,-538,0,None,39,None,15
1759841584.527212,2.49740195274353,88.98000000000001,None,75,150,PID,211.02,-61.02,-574,0,None,39,None,16
1759841584.67765,2.647710084915161,79.35000000000001,None,80,150,PID,220.65,-70.65,-615,0,None,39,None,17
1759841584.839393,2.806480169296265,81.12,None,80,150,PID,218.88,-68.88,-656,0,None,39,None,18
1759841584.986849,2.95698094367981,87.21000000000002,None,76,150,PID,212.79,-62.79,-693,0,None,39,None,19
1759841585.134623,3.104488134384155,92.85,None,71,150,PID,207.15,-57.15,-725,0,None,39,None,20
1759841585.285037,3.251067161560059,88.89000000000001,None,71,150,PID,211.11,-61.11000000000001,-757,0,None,39,None,21
1759841585.436711,3.406100034713745,82.44000000000002,None,74,150,PID,217.56,-67.55999999999999,-792,0,None,39,None,22
1759841585.597802,3.567949056625366,75.87000000000001,None,78,150,PID,224.13,-74.13,-831,0,None,39,None,23
1759841585.752579,3.7189040184021,80.76000000000001,None,76,150,PID,219.24,-69.23999999999999,-868,0,None,39,None,24
1759841585.91681,3.886188983917236,85.77000000000002,None,72,150,PID,214.23,-64.22999999999999,-901,0,None,39,None,25
1759841586.074488,4.039911031723022,82.38,None,72,150,PID,217.62,-67.62,-934,0,None,39,None,26
1759841586.23338,4.199113130569458,83.22000000000001,None,71,150,PID,216.78,-66.78000000000001,-966,0,None,39,None,27
1759841586.388244,4.35731315612793,79.83000000000001,None,72,150,PID,220.17,-70.16999999999999,-999,0,None,39,None,28
