time,x_pid,y_pid,theta_pid,x_state,y_state,theta_state,x_gyro,y_gyro,theta_gyro,x_kalman,y_kalman,theta_kalman,velocity,turn_rate,reflection,error,command
0.115,3.999390780625565,0.069809625749134,1.0,4.999238475781956,0.0872620321864175,1.0,13.225,0.0,-0.0,4.5971147384704105,0.08024293624246696,0.5882352941176469,115,18,47,7,7.308000000000001
0.232,19.99695390312782,0.3490481287456703,1.0,19.99695390312782,0.3490481287456703,1.0,27.148,0.0,-0.0,19.322088805083578,0.33726831464152013,0.6919945725915875,119,6,45,5,7.249999999999999
0.351,33.98842548139517,0.8376410825806838,2.0,33.98842548139517,0.8376410825806838,2.0,40.83193657260214,0.1706015152382548,0.7142857142857143,33.86860747775655,0.7932914414005579,1.672816343045968,115,1,30,-10,-3.673333333333333
0.452,45.98111540562432,1.256435043010695,2.0,46.98050623264342,1.291334539713196,2.0,53.64917625163071,0.6708974380036461,2.235294117647059,47.04498587553605,1.2438897368031259,2.05258532753191,127,-4,21,-19,-12.702
0.564,59.98111540562432,1.256435043010695,0.0,59.98050623264342,1.291334539713196,0.0,66.52721456524503,0.8956844329158578,1.0,60.320790663157695,1.4171912625865184,0.204341732340732,115,-13,27,-13,-11.17466666666667
0.672,72.9791354426574,1.02955375932601,-1.0,72.97852626967651,1.064453256028511,-1.0,79.59521080273062,0.8857679283610231,-0.0434782608695651,73.4200414124362,1.3586529103542238,-0.8163157896029182,121,-5,45,5,1.720666666666666
0.786,86.9791354426574,1.02955375932601,0.0,86.9785262696765,1.064453256028511,0.0,93.15971147457702,1.087454624695996,0.8518518518518519,86.95402194800415,1.3136587202504413,0.1566707568830545,119,9,52,12,9.473333333333333
0.894,98.97730778453408,1.238982636573412,1.0,99.9765463067096,1.291334539713196,1.0,106.2139117922625,1.687852880639151,2.633333333333333,100.0476838066591,1.3816900146292723,1.291512218384361,121,4,31,-9,-5.973999999999999
1.012,112.9773077845341,1.238982636573412,0.0,113.9765463067096,1.291334539713196,0.0,120.5980758345081,2.271497297873274,2.323529411764706,113.52425606605343,1.4150610627809581,0.4061256727601056,122,-9,31,-9,-8.081333333333333
1.117,125.9753278215672,1.012101352888726,-1.0,126.9745663437427,1.064453256028511,-1.0,132.9789894285316,2.745921767440739,2.194444444444445,126.80104966820072,1.3333910429273947,-0.4496970483475568,118,-7,45,5,2.088
1.231,139.9731955537566,0.7677676627667572,-1.0,139.9725863807758,0.8375719723438252,-1.0,146.7647952361062,3.221310277864967,1.975,140.1190512292384,1.1802083411267714,-0.4926466977984314,121,10,58,18,14.674
1.341,152.9712155907897,0.9946489464514428,1.0,152.9706064178089,1.064453256028511,1.0,159.9378862422994,4.063731397349487,3.65909090909091,153.30724997593134,1.1634742261101847,1.450309295890725,120,9,36,-4,-0.2319999999999996
1.446,165.9692356278228,1.221530230136129,1.0,166.9684741499983,1.30878694615048,1.0,172.1873065521233,4.998037061077056,4.361702127659575,166.64065669121592,1.2393355097313616,1.566527221140579,117,-4,27,-13,-8.526
1.562,179.9692356278228,1.221530230136129,0.0,179.9684741499983,1.30878694615048,0.0,186.534494773802,6.026456300358411,4.1,179.99663157955362,1.2880613298606023,0.6886131752310053,124,-7,36,-4,-3.286666666666666
1.671,192.9692356278228,1.221530230136129,0.0,192.9684741499983,1.30878694615048,0.0,199.5810202145387,6.961642872229943,4.1,193.22201706726582,1.3186081401868963,0.6869959597009947,120,1,40,0,-0.3286666666666667
1.781,205.9692356278228,1.221530230136129,0.0,205.9684741499983,1.30878694615048,0.0,212.9478913123513,8.154604336177588,5.1,206.3592119216649,1.3369038551096322,0.853161500542137,122,-1,42,2,1.392
1.881,217.9692356278228,1.221530230136129,0.0,217.9684741499984,1.30878694615048,0.0,224.9003840972805,9.221335898574884,5.1,219.08212660564013,1.3469342166794713,0.8521943529176703,120,2,42,2,1.952666666666667
1.991,230.9692356278228,1.221530230136129,0.0,230.9684741499983,1.30878694615048,0.0,238.0256449598388,10.62402164021316,6.1,231.87134209212175,1.3514113903478928,1.018488664905938,120,0,35,-5,-3.499333333333333
2.102,243.9692356278228,1.221530230136129,0.0,243.9684741499983,1.30878694615048,0.0,251.1333575273682,12.25667354647833,7.1,244.7091162057868,1.3521968299879052,1.1848056658008,119,-3,38,-2,-2.049333333333333
2.205,256.9672556648559,0.994648946451443,-1.0,256.9664941870315,1.081905662465794,-1.0,263.2963700900306,13.77165684688655,7.1,257.5821230061688,1.2721076629362706,0.35116625904159,119,-1,43,3,1.817333333333333
2.322,270.9672556648559,0.994648946451443,0.0,270.9664941870315,1.081905662465794,0.0,277.2287104979429,15.50702158032307,7.1,270.8261283638036,1.2134721310865688,1.184043162361271,120,4,42,2,1.643333333333333
2.432,283.9672556648559,0.994648946451443,0.0,283.9664941870315,1.081905662465794,0.0,290.514827984499,17.39791611292543,8.1,283.990358662147,1.170435035691001,1.350562317698257,122,-3,37,-3,-2.435999999999999
2.542,296.965275701889,0.7677676627667573,-1.0,296.9664941870315,1.081905662465794,0.0,303.6573057523537,19.5029999880826,9.1,297.09764598093267,1.1078075990607557,1.517105349368937,121,-1,40,0,-0.4833333333333333
2.661,310.9631434340784,0.5234339726447882,-1.0,311.9642096143774,0.8201195659065414,-1.0,317.6400726697533,21.74267637847334,9.1,310.70854933673104,0.9757456607437536,0.6836714375235331,119,1,42,2,1.140666666666666
2.772,324.961011166268,0.279100282522819,-1.0,324.9622296514104,0.5932382822218559,-1.0,330.6443751740357,24.0590954634224,10.1,324.2699402881927,0.8018252657230179,0.8502580343660767,119,0,40,0,-0.3673333333333333
2.887,338.961011166268,0.279100282522819,0.0,339.9622296514104,0.5932382822218559,0.0,344.0040833262888,26.43882193649066,10.1,338.20158090657407,0.6779502229353767,1.683496377415678,118,1,43,3,2.223333333333333
2.992,350.9610111662679,0.279100282522819,0.0,350.9622296514105,0.5932382822218559,0.0,356.3683708925911,28.8645987147171,11.1,351.31290428422784,0.5904013636016031,1.850124433784942,120,3,43,3,2.648666666666666
3.101,363.961011166268,0.279100282522819,0.0,363.9622296514105,0.5932382822218559,0.0,369.370932375007,31.65210636421212,12.1,364.37732264384846,0.5291794303225564,2.016760863033805,122,-5,27,-13,-10.962
3.212,376.9530919175162,-0.1745931746096935,-2.0,377.9537012296778,0.1046453283868423,-2.0,382.3328271736806,34.19512902005283,11.1,377.6087172436583,0.3268027664196894,0.1834041531453376,119,-20,20,-20,-20.184
3.312,389.9214245708939,-1.081427333283322,-4.0,389.9244698327957,-0.7324323565426614,-4.0,393.8515143793815,36.24691971532908,10.1,390.5481020628356,-0.10783530130501759,-1.649947065582555,117,-19,17,-23,-26.158
3.415,401.8319783905898,-2.543859454145092,-7.0,401.8350236524915,-2.194864477404431,-7.0,406.0882067887581,37.9884589420776,8.1,403.1242855740542,-0.9090023497163782,-4.48329396635132,120,-28,12,-28,-34.25866666666666
3.521,414.6344791797485,-4.801285763815187,-10.0,414.6375244416503,-4.452290787074526,-10.0,419.1801705525173,39.15688558009011,5.1,415.7426641516391,-2.238249319208518,-7.483305995210776,124,-38,12,-28,-39.16933333333333
3.626,426.2780278950605,-7.7043485110112,-14.0,427.2513688832382,-7.597275429870207,-14.0,431.6667788327816,39.61474872037853,2.1,428.1996890543482,-4.208251356154056,-11.31664642461786,119,-42,11,-29,-45.02733333333333
3.743,439.4337245860632,-12.49263051757056,-20.0,440.407065574241,-12.38555743642957,-20.0,445.8056487724382,38.8985044677125,-2.9,440.8566075972297,-7.217153209645687,-17.14998506993307,121,-51,11,-29,-51.91
3.853,452.1220336045763,-18.40928618194036,-25.0,452.1890668057174,-17.87959483905866,-25.0,458.98932972814,37.06911755995808,-7.9,453.31903734897463,-11.256304412427282,-22.14998963190551,121,-51,10,-30,-57.826
3.972,463.9947069507663,-25.82815588120523,-32.00000000000001,464.0617401519074,-25.29846453832354,-32.00000000000001,472.8511610850767,33.63866111338275,-13.9,465.55263171606725,-16.612266612850565,-28.9833257122151,120,-61,9,-31,-65.71400000000001
4.073,473.32045848825,-33.38000057380328,-39.00000000000001,474.1646376508481,-33.47962962197142,-39.00000000000001,484.0793646619411,29.35102709956018,-20.9,476.9251582470035,-23.06794212607703,-35.98332804089198,119,-67,11,-29,-69.52266666666667
