timestamp,time,right_speed,color,reflection,speed,controller_type,left_speed,correction,integral_error,derivative_error,last_error,setpoint,distance,iteration
1759845843.699564,0.005517005920410156,142.56,None,43,150,PID,157.44,-7.44,-4,0,None,39,None,0
1759845843.904783,0.2446999549865723,116.82,None,58,150,PID,183.18,-33.18,-23,0,None,39,None,1
1759845844.074856,0.414762020111084,180.48,None,28,150,PID,119.52,30.48,-12,0,None,39,None,2
1759845844.247207,0.59175705909729,148.26,None,36,150,PID,151.74,-1.74,-9,0,None,39,None,3
1759845844.41675,0.7608160972595215,78.84,None,76,150,PID,221.16,-71.16,-46,0,None,39,None,4
1759845844.615387,0.9598839282989502,221.52,None,11,150,PID,78.47999999999999,71.52000000000001,-18,0,None,39,None,5
1759845844.78669,1.130904912948608,189.78,None,8,150,PID,110.22,39.78,13,0,None,39,None,6
1759845844.954565,1.295270919799805,182.4,None,12,150,PID,117.6,32.4,40,0,None,39,None,7
1759845845.124574,1.468994140625,71.09999999999999,None,74,150,PID,228.9,-78.90000000000001,5,0,None,39,None,8
1759845845.288735,1.633675098419189,117.36,None,68,150,PID,182.64,-32.63999999999999,-24,0,None,39,None,9
1759845845.462588,1.80362606048584,221.76,None,9,150,PID,78.24000000000002,71.75999999999999,6,0,None,39,None,10
1759845845.627843,1.97243595123291,188.16,None,9,150,PID,111.84,38.16,36,0,None,39,None,11
1759845845.797023,2.141788005828857,70.92000000000001,None,73,150,PID,229.08,-79.08,2,0,None,39,None,12
1759845845.964591,2.30870795249939,99.84000000000002,None,77,150,PID,200.16,-50.16000000000001,-36,0,None,39,None,13
1759845846.144385,2.483931064605713,226.44,None,9,150,PID,73.56000000000001,76.44,-6,0,None,39,None,14
1759845846.316657,2.661453008651733,189.3,None,8,150,PID,110.7,39.3,25,0,None,39,None,15
1759845846.482538,2.823970079421997,62.22,None,77,150,PID,237.78,-87.78,-13,0,None,39,None,16
1759845846.66824,3.012541055679321,110.64,None,72,150,PID,189.36,-39.36,-46,0,None,39,None,17
1759845846.837255,3.18175196647644,222.84,None,9,150,PID,77.16,72.84000000000001,-16,0,None,39,None,18
1759845847.005594,3.349828958511353,188.7,None,8,150,PID,111.3,38.7,15,0,None,39,None,19
1759845847.175361,3.519973039627075,188.1,None,9,150,PID,111.9,38.1,45,0,None,39,None,20
1759845847.341305,3.684847116470337,78.90000000000001,None,69,150,PID,221.1,-71.09999999999999,15,0,None,39,None,21
1759845847.51538,3.860125064849854,100.08,None,76,150,PID,199.92,-49.92000000000001,-22,0,None,39,None,22
1759845847.687593,4.032318115234375,226.68,None,9,150,PID,73.32000000000001,76.67999999999999,8,0,None,39,None,23
1759845847.853121,4.194294929504395,193.86,None,6,150,PID,106.14,43.86,41,0,None,39,None,24
1759845848.022596,4.362811088562012,177.3,None,15,150,PID,122.7,27.3,65,0,None,39,None,25
1759845848.195159,4.539942979812622,68.82,None,77,150,PID,231.18,-81.18,27,0,None,39,None,26
1759845848.365586,4.710104942321777,105.6,None,76,150,PID,194.4,-44.4,-10,0,None,39,None,27
1759845848.527207,4.871793985366821,164.16,None,43,150,PID,135.84,14.16,-14,0,None,39,None,28
1759845848.708636,5.052083969116211,205.5,None,10,150,PID,94.50000000000001,55.50000000000001,15,0,None,39,None,29
1759845848.894388,5.234859943389893,66.54000000000001,None,75,150,PID,233.46,-83.46,-21,0,None,39,None,30
1759845849.066417,5.410840034484863,97.80000000000001,None,78,150,PID,202.2,-52.2,-60,0,None,39,None,31
1759845849.235125,5.579900026321411,205.14,None,20,150,PID,94.86000000000001,55.14,-41,0,None,39,None,32
1759845849.404247,5.745474100112915,191.94,None,9,150,PID,108.06,41.94000000000001,-11,0,None,39,None,33
1759845849.573772,5.91815710067749,77.40000000000001,None,68,150,PID,222.6,-72.6,-40,0,None,39,None,34
1759845849.747855,6.090472936630249,101.76,None,73,150,PID,198.24,-48.24,-74,0,None,39,None,35
1759845849.93081,6.271332025527954,221.76,None,9,150,PID,78.24000000000002,71.75999999999999,-44,0,None,39,None,36
1759845850.096831,6.441565990447998,185.16,None,9,150,PID,114.84,35.16,-14,0,None,39,None,37
1759845850.275335,6.614855051040649,186.96,None,9,150,PID,113.04,36.96,16,0,None,39,None,38
1759845850.437317,6.781850099563599,64.14000000000001,None,76,150,PID,235.86,-85.85999999999999,-21,0,None,39,None,39
1759845850.607461,6.951704025268555,117.0,None,68,150,PID,183.0,-33.0,-50,0,None,39,None,40
1759845850.785702,7.121544122695923,220.2,None,9,150,PID,79.80000000000001,70.2,-20,0,None,39,None,41
1759845850.963816,7.304131984710693,188.46,None,8,150,PID,111.54,38.46,11,0,None,39,None,42
1759845851.144722,7.484739065170288,68.82,None,73,150,PID,231.18,-81.18,-23,0,None,39,None,43
1759845851.315046,7.654937028884888,103.92,None,74,150,PID,196.08,-46.08,-58,0,None,39,None,44
1759845851.494227,7.838772058486938,225.18,None,8,150,PID,74.81999999999999,75.18000000000001,-27,0,None,39,None,45
1759845851.657028,8.001482963562012,185.58,None,9,150,PID,114.42,35.58,3,0,None,39,None,46
1759845851.826851,8.171584129333496,182.4,None,12,150,PID,117.6,32.4,30,0,None,39,None,47
