timestamp,time,right_speed,color,reflection,speed,controller_type,left_speed,correction,integral_error,derivative_error,last_error,setpoint,distance,iteration
1759845460.899549,0.007831096649169922,168.6,None,29,150,PID,131.4,18.6,10,0,None,39,None,0
1759845461.097027,0.214979887008667,107.4,None,59,150,PID,192.6,-42.60000000000001,-10,0,None,39,None,1
1759845461.282615,0.402440071105957,127.92,None,57,150,PID,172.08,-22.08,-28,0,None,39,None,2
1759845461.448692,0.5710499286651611,164.7,None,36,150,PID,135.3,14.7,-25,0,None,39,None,3
1759845461.617801,0.7410140037536621,102.06,None,63,150,PID,197.94,-47.94,-49,0,None,39,None,4
1759845461.786497,0.9098689556121826,187.5,None,25,150,PID,112.5,37.5,-35,0,None,39,None,5
1759845461.96716,1.090415000915527,195.3,None,9,150,PID,104.7,45.3,-5,0,None,39,None,6
1759845462.13518,1.258421897888184,61.02000000000001,None,77,150,PID,238.98,-88.98,-43,0,None,39,None,7
1759845462.312245,1.431381940841675,101.4,None,76,150,PID,198.6,-48.59999999999999,-80,0,None,39,None,8
1759845462.478317,1.601350069046021,225.06,None,8,150,PID,74.94,75.06,-49,0,None,39,None,9
1759845462.645534,1.764750003814697,186.12,None,8,150,PID,113.88,36.12,-18,0,None,39,None,10
1759845462.821144,1.939048051834106,78.24000000000002,None,67,150,PID,221.76,-71.75999999999999,-46,0,None,39,None,11
1759845462.9965,2.119148969650269,138.0,None,53,150,PID,162.0,-12.0,-60,0,None,39,None,12
1759845463.1868,2.308731079101563,210.6,None,9,150,PID,89.40000000000001,60.6,-30,0,None,39,None,13
1759845463.35639,2.47887110710144,186.0,None,9,150,PID,114.0,36.0,0,0,None,39,None,14
1759845463.52426,2.643248081207275,107.82,None,52,150,PID,192.18,-42.18,-13,0,None,39,None,15
1759845463.705128,2.827924966812134,108.66,None,65,150,PID,191.34,-41.33999999999999,-39,0,None,39,None,16
1759845463.868407,2.991398096084595,219.06,None,9,150,PID,80.93999999999999,69.06000000000001,-9,0,None,39,None,17
1759845464.042575,3.161190032958984,190.98,None,7,150,PID,109.02,40.98000000000001,23,0,None,39,None,18
1759845464.216822,3.339142084121704,81.96000000000002,None,66,150,PID,218.04,-68.03999999999999,-4,0,None,39,None,19
1759845464.394322,3.517790079116821,97.14,None,76,150,PID,202.86,-52.86,-41,0,None,39,None,20
1759845464.559635,3.682116985321045,225.54,None,9,150,PID,74.46000000000002,75.53999999999999,-11,0,None,39,None,21
1759845464.737743,3.860805988311768,189.0,None,8,150,PID,111.0,39.0,20,0,None,39,None,22
1759845464.906985,4.030240058898926,67.5,None,74,150,PID,232.5,-82.5,-15,0,None,39,None,23
1759845465.077108,4.199031114578247,166.38,None,41,150,PID,133.62,16.38,-17,0,None,39,None,24
1759845465.246979,4.370201110839844,222.72,None,0,150,PID,77.28000000000001,72.72,22,0,None,39,None,25
1759845465.41683,4.5399329662323,72.12000000000001,None,69,150,PID,227.88,-77.88,-8,0,None,39,None,26
1759845465.598437,4.721810102462769,98.69999999999999,None,76,150,PID,201.3,-51.30000000000001,-45,0,None,39,None,27
1759845465.766781,4.890091896057129,186.24,None,30,150,PID,113.76,36.24,-36,0,None,39,None,28
1759845465.933808,5.053375959396362,198.24,None,9,150,PID,101.76,48.24000000000001,-6,0,None,39,None,29
1759845466.126615,5.249226093292236,66.54,None,74,150,PID,233.46,-83.46000000000002,-41,0,None,39,None,30
1759845466.29787,5.420723915100098,97.86000000000001,None,77,150,PID,202.14,-52.14,-79,0,None,39,None,31
1759845466.463869,5.583347082138062,210.84,None,16,150,PID,89.16,60.84000000000001,-56,0,None,39,None,32
1759845466.628522,5.752078056335449,188.64,None,9,150,PID,111.36,38.64,-26,0,None,39,None,33
1759845466.816293,5.939459085464478,70.92000000000002,None,71,150,PID,229.08,-79.07999999999999,-58,0,None,39,None,34
1759845466.98469,6.103364944458008,98.76000000000001,None,75,150,PID,201.24,-51.24,-94,0,None,39,None,35
1759845467.157091,6.280107021331787,221.76,None,9,150,PID,78.24000000000002,71.75999999999999,-64,0,None,39,None,36
1759845467.325481,6.448398113250732,183.96,None,9,150,PID,116.04,33.96,-34,0,None,39,None,37
1759845467.495659,6.618846893310547,187.62,None,8,150,PID,112.38,37.62,-3,0,None,39,None,38
1759845467.658603,6.781460046768188,99.60000000000001,None,56,150,PID,200.4,-50.39999999999999,-20,0,None,39,None,39
1759845467.837135,6.959342002868652,144.12,None,47,150,PID,155.88,-5.88,-28,0,None,39,None,40
1759845468.015478,7.138734102249146,201.48,None,13,150,PID,98.52000000000002,51.48,-2,0,None,39,None,41
1759845468.196994,7.320182085037231,97.08,None,59,150,PID,202.92,-52.92000000000001,-22,0,None,39,None,42
1759845468.375224,7.498162984848022,88.14000000000002,None,78,150,PID,211.86,-61.86,-61,0,None,39,None,43
1759845468.545531,7.668828964233398,197.64,None,24,150,PID,102.36,47.64,-46,0,None,39,None,44
1759845468.721735,7.84114408493042,195.9,None,8,150,PID,104.1,45.9,-15,0,None,39,None,45
1759845468.886708,8.010071039199829,72.84000000000001,None,70,150,PID,227.16,-77.16,-46,0,None,39,None,46
1759845469.056781,8.179827928543091,102.6,None,73,150,PID,197.4,-47.39999999999999,-80,0,None,39,None,47
1759845469.233529,8.353317022323608,223.26,None,8,150,PID,76.74000000000001,73.26,-49,0,None,39,None,48
1759845469.404407,8.52347993850708,184.26,None,9,150,PID,115.74,34.26,-19,0,None,39,None,49
1759845469.578223,8.701371908187866,123.42,None,43,150,PID,176.58,-26.58,-23,0,None,39,None,50
1759845469.745172,8.868201017379761,104.52,None,64,150,PID,195.48,-45.48000000000001,-48,0,None,39,None,51
1759845469.914577,9.038052082061768,219.78,None,8,150,PID,80.22,69.78000000000001,-17,0,None,39,None,52
1759845470.084429,9.203857898712158,197.34,None,3,150,PID,102.66,47.34,19,0,None,39,None,53
1759845470.265505,9.388463973999023,62.58000000000002,None,75,150,PID,237.42,-87.41999999999999,-17,0,None,39,None,54
1759845470.437487,9.560689926147461,107.34,None,73,150,PID,192.66,-42.66,-51,0,None,39,None,55
1759845470.607799,9.731144905090332,223.14,None,9,150,PID,76.86,73.14,-21,0,None,39,None,56
1759845470.77776,9.900976896286011,188.4,None,8,150,PID,111.6,38.4,10,0,None,39,None,57
1759845470.953639,10.07239603996277,72.48000000000001,None,71,150,PID,227.52,-77.52,-22,0,None,39,None,58
1759845471.132294,10.25146508216858,104.64,None,73,150,PID,195.36,-45.36,-56,0,None,39,None,59
1759845471.306898,10.43020701408386,224.7,None,8,150,PID,75.30000000000001,74.69999999999999,-25,0,None,39,None,60
1759845471.476309,10.59519910812378,187.56,None,8,150,PID,112.44,37.56,6,0,None,39,None,61
1759845471.645484,10.76885390281677,168.96,None,19,150,PID,131.04,18.96,26,0,None,39,None,62
1759845471.814665,10.93799090385437,72.6,None,75,150,PID,227.4,-77.40000000000001,-10,0,None,39,None,63
1759845471.988523,11.11098504066467,98.46000000000002,None,78,150,PID,201.54,-51.54,-49,0,None,39,None,64
1759845472.162652,11.28077507019043,224.4,None,10,150,PID,75.60000000000001,74.4,-20,0,None,39,None,65
1759845472.336939,11.45993208885193,189.06,None,8,150,PID,110.94,39.06,11,0,None,39,None,66
1759845472.506417,11.62973594665527,187.86,None,9,150,PID,112.14,37.86,41,0,None,39,None,67
1759845472.675136,11.79731798171997,80.52000000000001,None,68,150,PID,219.48,-69.48,12,0,None,39,None,68
1759845472.857356,11.9803740978241,134.64,None,57,150,PID,165.36,-15.36,-6,0,None,39,None,69
1759845473.025772,12.14895701408386,216.24,None,9,150,PID,83.76000000000001,66.24,24,0,None,39,None,70
1759845473.208356,12.33117389678955,83.22000000000001,None,66,150,PID,216.78,-66.78000000000001,-3,0,None,39,None,71
1759845473.375679,12.49901604652405,104.64,None,72,150,PID,195.36,-45.36,-36,0,None,39,None,72
1759845473.544693,12.66818809509277,149.04,None,49,150,PID,150.96,-0.9600000000000009,-46,0,None,39,None,73
1759845473.716615,12.83988404273987,194.16,None,17,150,PID,105.84,44.15999999999999,-24,0,None,39,None,74
1759845473.887185,13.01044797897339,90.72000000000001,None,63,150,PID,209.28,-59.28,-48,0,None,39,None,75
1759845474.056718,13.17923998832703,107.58,None,68,150,PID,192.42,-42.42,-77,0,None,39,None,76
1759845474.228732,13.35220408439636,222.3,None,7,150,PID,77.7,72.3,-45,0,None,39,None,77
1759845474.407759,13.53090405464172,195.06,None,3,150,PID,104.94,45.05999999999999,-9,0,None,39,None,78
1759845474.578268,13.70129609107971,64.62000000000001,None,73,150,PID,235.38,-85.38,-43,0,None,39,None,79
1759845474.747824,13.87090301513672,100.86,None,75,150,PID,199.14,-49.14000000000001,-79,0,None,39,None,80
