time, error, delta, distance, speed, angle, turn_angle, gyro_cumulative_angle
0, -40, -96.00000000000001, 0, 0, 0, 0, 0
0.1, -40, -60.0, 6, 114, -6, -124, 0
0.2, 4, 41.6, 30, 250, -14, -56, -5
0.3, 42, 89.2, 56, 215, -15, 63, -7
0.4, 21, 5.0, 80, 216, -6, 102, -1
0.5, -40, -118.3, 107, 216, -1, -18, 10
0.6, -40, -61.3, 131, 206, -7, -103, 7
0.7, 9, 52.3, 155, 246, -17, -63, -4
0.7999999999999999, 37, 71.40000000000001, 179, 210, -19, 59, -12
0.9, 33, 37.5, 204, 223, -10, 76, -2
1.0, -40, -130.4, 228, 217, -4, 28, 6
1.1, -42, -66.20000000000001, 253, 213, -7, -94, 6
1.2, 39, 126.0, 278, 251, -19, -68, 3
1.3, 29, 24.90000000000001, 302, 209, -20, 61, -14
1.4, 22, 21.0, 327, 249, -11, 35, -3
1.5, 36, 63.80000000000001, 353, 219, -10, 16, 2
1.6, 46, 77.40000000000001, 378, 215, -4, 79, 4
1.7, 44, 67.20000000000001, 402, 222, 4, 75, 12
1.800000000000001, 39, 61.60000000000001, 428, 217, 13, 61, 20
1.900000000000001, 33, 56.1, 455, 222, 20, 60, 29
2.0, 1, -11.4, 480, 222, 26, 50, 36
2.100000000000001, 22, 71.09999999999999, 505, 216, 28, -24, 39
2.200000000000001, 39, 93.1, 531, 213, 32, 91, 38
2.300000000000001, 43, 89.59999999999999, 556, 222, 42, 101, 48
2.400000000000001, 43, 89.9, 581, 218, 53, 88, 60
2.500000000000001, 30, 63.00000000000001, 607, 222, 63, 90, 70
2.600000000000001, -32, -69.8, 633, 216, 71, 57, 79
2.700000000000001, -40, -30.2, 659, 219, 72, -72, 83
2.800000000000001, -24, 12.2, 685, 231, 66, -9, 76
2.900000000000001, 32, 128.2, 709, 216, 66, 29, 74
3.000000000000001, 23, 53.8, 734, 204, 73, 119, 79
3.100000000000001, -42, -90.90000000000002, 758, 248, 84, 52, 92
3.200000000000002, -46, -39.70000000000001, 783, 205, 83, -79, 97
3.300000000000002, -42, -30.7, 808, 236, 75, -35, 94
3.400000000000002, 39, 155.5, 832, 223, 72, -22, 82
3.500000000000002, 40, 80.8, 856, 208, 74, 86, 81
3.600000000000002, 24, 45.40000000000001, 881, 247, 87, 91, 93
3.700000000000002, -45, -101.8, 907, 214, 94, 25, 104
3.800000000000002, -16, 32.3, 932, 209, 93, -80, 105
3.900000000000002, 40, 136.1, 957, 240, 86, 25, 101
4.000000000000002, 36, 74.5, 981, 199, 96, 127, 97
4.100000000000001, 39, 89.30000000000001, 1006, 247, 108, 80, 112
4.200000000000001, 6, 11.0, 1030, 216, 118, 90, 121
4.300000000000001, -39, -63.4, 1056, 216, 122, -3, 129
4.4, 15, 107.3, 1082, 212, 118, -85, 128
4.5, 41, 117.2, 1108, 209, 117, 85, 119
4.6, 34, 78.50000000000001, 1131, 223, 130, 115, 130
4.699999999999999, -40, -88.69999999999999, 1158, 242, 142, 90, 144
4.799999999999999, -40, -18.7, 1182, 209, 145, -54, 151
4.899999999999999, -41, -25.1, 1208, 235, 138, 2, 150
4.999999999999998, -43, -33.0, 1232, 216, 136, -28, 139
5.099999999999998, -40, -28.1, 1257, 220, 132, -42, 137
5.199999999999998, -37, -27.9, 1281, 221, 129, -31, 133
5.299999999999997, 4, 63.8, 1305, 219, 126, -30, 130
5.399999999999997, 31, 88.00000000000001, 1330, 213, 128, 81, 128
5.499999999999996, -33, -89.50000000000001, 1354, 227, 138, 88, 138
5.599999999999996, -42, -50.4, 1379, 211, 142, -47, 148
5.699999999999996, -42, -45.6, 1404, 238, 133, -50, 148
5.799999999999995, -40, -45.0, 1428, 214, 128, -45, 135
5.899999999999995, -14, 11.4, 1453, 219, 124, -52, 132
5.999999999999995, 37, 106.4, 1477, 220, 122, 27, 127
6.099999999999994, -8, -48.90000000000001, 1501, 215, 129, 110, 132
6.199999999999994, -41, -83.90000000000001, 1526, 226, 136, -24, 145
6.299999999999994, -40, -52.60000000000001, 1551, 223, 126, -93, 147
6.399999999999993, 37, 127.2, 1576, 220, 118, -51, 137
6.499999999999993, 36, 51.50000000000001, 1600, 218, 119, 69, 129
6.599999999999993, -10, -54.3, 1624, 246, 129, 61, 138
6.699999999999992, -7, -2.1, 1650, 206, 129, -73, 144
6.799999999999992, -12, -17.8, 1675, 225, 126, 16, 137
6.899999999999991, -1, 12.4, 1699, 225, 124, -27, 136
6.999999999999991, 14, 37.3, 1723, 223, 125, 16, 135
7.099999999999991, -36, -96.30000000000003, 1749, 219, 129, 42, 139
7.19999999999999, -40, -59.5, 1774, 209, 127, -82, 142
7.29999999999999, 33, 115.7, 1799, 237, 117, -48, 141
7.39999999999999, 40, 62.8, 1823, 203, 117, 65, 127
7.499999999999989, 33, 43.0, 1848, 256, 127, 77, 136
7.599999999999989, -40, -121.9, 1873, 214, 133, 27, 146
7.699999999999989, -40, -52.9, 1898, 203, 132, -84, 147
7.799999999999988, -39, -54.5, 1923, 253, 121, -62, 143
7.899999999999988, 44, 139.8, 1947, 207, 115, -56, 132
7.999999999999988, 42, 56.40000000000001, 1972, 209, 115, 74, 126
8.099999999999987, 39, 55.40000000000001, 1996, 247, 126, 75, 135
8.199999999999987, -40, -127.3, 2023, 216, 133, 47, 145
8.299999999999986, -40, -52.3, 2048, 207, 132, -86, 148
8.399999999999986, -38, -51.5, 2074, 249, 121, -58, 142
8.499999999999986, 40, 129.9, 2099, 219, 115, -48, 131
8.599999999999985, 41, 58.30000000000001, 2123, 207, 116, 76, 127
8.699999999999985, -41, -135.4, 2147, 250, 127, 67, 136
8.799999999999985, -40, -55.10000000000001, 2172, 210, 127, -65, 145
8.899999999999984, -43, -67.3, 2199, 250, 116, -64, 133
8.999999999999984, -46, -75.80000000000002, 2224, 219, 108, -70, 125
9.099999999999984, -42, -67.8, 2248, 218, 100, -81, 118
9.199999999999983, -38, -66.40000000000001, 2273, 218, 93, -60, 111
9.299999999999983, -40, -79.0, 2297, 224, 86, -66, 103
9.399999999999983, 37, 103.8, 2323, 219, 76, -82, 99
