time, x_pid, y_pid, theta_pid, x_state, y_state, theta_state, x_gyro, y_gyro, theta_gyro, x_kalman, y_kalman, theta_kalman, velocity, turn_rate, reflection, error, command
105, 2.995888604263722, 0.1570078687288315, 3.0, 2.995888604263722, 0.1570078687288315, 3.0, 8.19, 0.0, 0.0, 2.999966623427142, 0.01415126577909625, 0.2702702702702706, 78, 62, 70, 30, 48.00000000000001
216, 10.91803315419629, 1.270392676409355, 8.0, 11.90830122293786, 1.40956577736942, 8.0, 15.40060481694278, -0.2517998687085445, -2.0, 11.98783427131728, 0.4813077106771033, 2.975347377857461, 65, 45, 15, -25, -22.04
335, 19.86873021251074, 2.211148845818236, 6.000000000000001, 19.86447638588404, 2.245793483510648, 6.000000000000001, 22.61983925542107, -1.010571983568441, -6.000000000000001, 19.98513488076291, 0.689112816871853, 1.488461861206679, 61, -37, 10, -30, -36.24000000000001
450, 27.86751177376187, 2.350768097316505, 1.000000000000001, 27.86325794713517, 2.385412735008916, 1.000000000000001, 31.23958513846077, -1.311580142627512, -2.0, 27.98513358794026, 0.693660911054375, 0.03257332694046122, 75, -38, 42, 2, 1.34
556, 34.86644563985661, 2.472934942377489, 1.000000000000001, 34.86219181322991, 2.507579580069901, 1.000000000000001, 38.34158513846077, -1.311580142627512, 0.0, 34.98460668853812, 0.7795463813442483, 0.7029997771113772, 67, 17, 75, 35, 47.1
674, 42.80681485298718, 3.447889689618669, 7.000000000000001, 43.7951071780018, 3.604403670716229, 7.000000000000001, 46.81688930946824, -1.9042311435576, -4.0, 43.96404189899058, 1.387611592720948, 3.874014491747853, 72, 57, 28, -12, -6.499999999999999
789, 51.75751191130164, 4.388645859027551, 6.000000000000001, 51.75128234094799, 4.440631376857457, 6.000000000000001, 54.2915801548309, -3.222220812049601, -10.0, 51.9610799073237, 1.605288172250101, 1.559186096992664, 66, -31, 9, -31, -37.3
917, 60.75614116770916, 4.545717516963102, 1.000000000000001, 60.74991159735551, 4.597703034793009, 1.000000000000001, 63.96628915297346, -4.239073702717334, -6.000000000000001, 60.95992344030181, 1.461013888408519, -0.9185179597783229, 76, -39, 31, -9, -16.66
1027, 67.75614116770917, 4.545717516963102, 1.391492673140289e-15, 68.74991159735551, 4.597703034793009, 1.391492673140289e-15, 71.32618882411467, -4.62478970022783, -3.0, 68.95911071332432, 1.346983317443284, -0.8167114634691607, 67, -2, 82, 42, 52.18
1136, 75.72569875244312, 5.242963458944368, 5.000000000000002, 75.72327448399773, 5.207793234026616, 5.000000000000002, 79.68725092519868, -5.356287849108925, -5.0, 75.95353323392381, 1.62636406719314, 2.287370092903946, 77, 67, 71, 31, 45.88
1236, 82.63951713660909, 6.338004714225985, 9.000000000000002, 82.61692875508318, 6.423330477695128, 10.0, 86.55864120933234, -6.691950816744739, -11.0, 82.93369750748704, 2.152963263994112, 4.314348992335057, 70, 40, 9, -31, -34.14
1356, 90.59569229955526, 7.174232420367213, 6.000000000000001, 90.57310391802936, 7.259558183836356, 6.000000000000001, 94.35981884859135, -8.637002857366067, -14.0, 90.93327249481954, 2.23542551017003, 0.5906027933210147, 67, -53, 9, -31, -43.34
1461, 98.59081891570803, 7.453428393987221, 2.000000000000001, 98.56823053418212, 7.538754157456364, 2.000000000000001, 102.1151799035625, -10.00448225649314, -10.0, 98.93138731013909, 2.061760888079311, -1.243878944498714, 75, -45, 13, -27, -44.08
1587, 107.5784847284992, 6.982404787800727, -2.999999999999999, 107.5558963469733, 7.06773055126987, -2.999999999999999, 111.4036992685699, -10.81712240187231, -5.0, 107.9142099713212, 1.505975823730762, -3.54049035017804, 74, -10, 85, 45, 51.7
1710, 115.5589971305778, 7.540456577753729, 4.000000000000002, 115.5364087490519, 7.625782341222872, 4.000000000000002, 119.4772280151696, -11.66568446667912, -6.000000000000001, 115.9121572902962, 1.687190290320231, 1.29796402994109, 66, 62, 67, 27, 40.69999999999999
1814, 123.4811416805103, 8.653841385434253, 8.000000000000002, 123.4585532989845, 8.739167148903396, 8.000000000000002, 126.2382486358607, -13.3513962352176, -14.0, 123.9070071655312, 1.974201566152484, 2.056008061921189, 67, 30, 10, -30, -33.04
1935, 131.461654082589, 9.211893175387257, 4.000000000000002, 131.4390657010631, 9.2972189388564, 4.000000000000002, 133.7183782346432, -15.35569092049152, -15.0, 131.9054424633494, 1.815984036734619, -1.133223467593564, 64, -45, 10, -30, -42.06
2038, 138.4616540825889, 9.211893175387257, 1.590277340731758e-15, 138.439065701063, 9.2972189388564, 1.590277340731758e-15, 141.2003406268813, -16.81003708325155, -11.0, 138.8960286902874, 1.453073298749826, -2.971797105334825, 74, -44, 30, -10, -21.06
2140, 145.4573898717226, 8.96759669846975, -1.999999999999998, 145.4348014901967, 9.052922461938893, -1.999999999999998, 148.3718619807078, -17.81792868040434, -8.0, 145.8820545299595, 1.01098397809827, -3.620960158982063, 71, -7, 84, 44, 51.3
2245, 152.4531256608563, 9.211893175387257, 2.000000000000002, 152.4305372793304, 9.2972189388564, 2.000000000000002, 156.5861356109191, -18.97236955286808, -8.0, 152.8815297529846, 0.9252716554272581, -0.70158243809938, 79, 60, 81, 41, 55.8
2345, 160.3752702107889, 10.32527798306778, 8.000000000000002, 160.352681829263, 10.41060374653692, 8.000000000000002, 163.8501767684318, -20.38435611865452, -11.0, 160.871516321081, 1.325414931816075, 2.867011409694946, 74, 46, 10, -30, -35.02
2445, 166.3424015829985, 10.9524487626737, 6.000000000000002, 167.3143350968409, 11.1423029894105, 6.000000000000002, 171.1749292195094, -23.34374820664022, -22.0, 167.8689072500471, 1.134312374997513, -1.564390075516641, 79, -48, 9, -31, -42.23999999999999
2566, 175.341030839406, 11.10952042060925, 1.000000000000002, 175.313116658092, 11.28192224090877, 1.000000000000002, 179.8983791101497, -25.84515721067949, -16.0, 175.853185356084, 0.6330109432624766, -3.592660822626415, 75, -40, 10, -30, -47.06
2667, 182.3239791912248, 10.62122510440038, -3.999999999999998, 182.2960650099107, 10.79362692469989, -3.999999999999998, 186.5175039243153, -27.25209562244327, -12.0, 182.8127517903014, -0.1182779809975356, -6.161251003668499, 67, -40, 74, 34, 34.75999999999999
2768, 189.3229130573196, 10.49905825933939, -1.0, 189.2949988760055, 10.67146007963891, -1.0, 193.7784914872744, -28.53240363638155, -10.0, 189.8002019744002, -0.5372528307646914, -3.431406691088168, 73, 49, 91, 51, 64.19999999999999
2894, 198.273610115634, 11.43981442874827, 6.000000000000003, 198.24569593432, 11.61221624904779, 6.000000000000003, 202.620176566515, -31.06771603518631, -16.0, 198.800197588875, -0.5283680441245878, 0.05656231767081277, 73, 58, 13, -27, -29.54
2997, 205.2565584674528, 11.92810974495715, 4.000000000000003, 205.2286442861388, 12.10051156525666, 4.000000000000003, 208.9725805601903, -33.76415155289078, -23.0, 205.7886309303555, -0.9306110449144253, -3.294218388096552, 67, -50, 9, -31, -39.64
3097, 212.2554923335476, 12.05027659001813, 1.000000000000002, 212.2286442861387, 12.10051156525666, 2.385416011097638e-15, 215.9694180196253, -36.17335589587374, -19.0, 212.7605591824842, -1.556882908540569, -5.132968275792373, 74, -38, 13, -27, -40.38
3218, 221.233568785886, 11.42246832632101, -3.999999999999998, 221.2067207384772, 11.47270330155954, -3.999999999999998, 223.9170557183317, -38.30291899897729, -15.0, 221.6940148589335, -2.649297517064388, -6.971718407756611, 68, -34, 77, 37, 42.44000000000001
3346, 229.2323503471371, 11.56208757781928, 1.000000000000002, 229.2055022997283, 11.61232255305781, 1.000000000000002, 232.1485340256374, -40.20330550607426, -13.0, 229.6845850687637, -3.037611464500484, -2.782187018519109, 66, 58, 88, 48, 69.14000000000001
3465, 238.1215454124933, 12.96999776318136, 9.000000000000004, 238.0946973650846, 13.02023273841988, 9.000000000000004, 238.779960502665, -43.1558067981615, -24.0, 238.6845752009921, -3.024284056961059, 0.08484494254853026, 61, 54, 10, -30, -30.66
3583, 246.1020578145719, 13.52804955313436, 4.000000000000004, 246.0752097671631, 13.57828452837289, 4.000000000000004, 245.5676531403163, -46.46638569871261, -26.0, 246.6640546538814, -3.596916278301404, -4.10468638795815, 64, -34, 9, -31, -40.94
3685, 253.102057814572, 13.52804955313436, 3.180554681463517e-15, 254.0752097671632, 13.57828452837289, 3.180554681463517e-15, 252.282318615089, -49.17928664823065, -22.0, 254.6210514772722, -4.425289112566808, -5.94343667360151, 71, -44, 13, -27, -41.68
3798, 261.0825702166506, 12.96999776318136, -3.999999999999997, 261.0581581189819, 13.08998921216401, -3.999999999999997, 260.0201144316663, -51.69344891446522, -18.0, 261.5565813794158, -5.373141936834127, -7.78218697041486, 72, -36, 74, 34, 37.12
3924, 270.0825702166505, 12.96999776318136, 3.180554681463517e-15, 270.0567873753895, 13.24706087009956, 1.000000000000003, 267.8522503830036, -54.08797317614443, -17.0, 270.5361353093071, -5.979451445398695, -3.862811816574119, 65, 59, 90, 50, 70.6
