time, dt, v_left_deg_s, v_right_deg_s, v_left_mm_s, v_right_mm_s, v_real_mm_s, w_real_rad_s, reflection, error, command, drive_speed, turn_rate, distance_total, delta_d, x_odo, y_odo, theta_odo_deg, x_gyro, y_gyro, theta_gyro_deg, x_model, y_model, theta_model_deg, x_kalman, y_kalman, theta_kalman_deg, v_odo, v_gyro, v_model
10.03, 0.08400000000000141, 269, 98, 103.2885851330244, 37.62929867299774, 70.45894190301109, 0.5471607205002222, 52, 12, 18.61974285714305, 70, 18.61974285714305, 687, 5.91855111985303, 436.2617633762376, -187.8452757283365, 150.5797333333333, 247.1506531517587, -24.77888589041417, 265, 436.2617633762376, -187.8452757283365, 150.5797333333333, 407.8950968425658, -163.3853172526482, 167.7427733333333, 70.45894190301109, 70.45894190301109, 70.45894190301109
10.1, 0.06999999999999851, 235, 140, 90.23352232810684, 53.75614096142534, 71.9948316447661, 0.303978178055679, 34, -6, 5.885928571428364, 70, 5.885928571428364, 692, 5.039638215133519, 431.8203585421281, -190.2268458908516, 151.7989, 247.0626993373313, -19.74001523659084, 269, 431.8203585421281, -190.2268458908516, 151.7989, 404.1067096614086, -164.6538212927125, 169.379065, 71.9948316447661, 71.9948316447661, 71.9948316447661
10.18, 0.07900000000000063, 183, 163, 70.26695568529171, 62.58750697651665, 66.42723133090418, 0.06399540590645879, 12, -28, -6.199190506329026, 70, -6.199190506329026, 698, 5.247751275141471, 427.1830664313924, -192.6833505876633, 152.0885666666667, 247.0626993373313, -14.49226396144937, 270, 427.1830664313924, -192.6833505876633, 152.0885666666666, 400.1650113672833, -165.9546875937312, 169.7752816666666, 66.42723133090418, 66.42723133090418, 66.42723133090418
10.26, 0.08099999999999952, 173, 207, 66.42723133090418, 79.48229413582176, 72.95476273336297, -0.1087921900409799, 9, -31, -7.732118518518581, 70, -7.732118518518581, 704, 5.909335781402365, 421.9857290814879, -195.495455466335, 151.5836666666667, 247.1658314671627, -8.583828200509023, 271, 421.9857290814879, -195.495455466335, 151.5836666666666, 395.7627444393391, -167.4587113764611, 169.4961166666667, 72.95476273336297, 72.95476273336297, 72.95476273336297
10.34, 0.08200000000000074, 153, 203, 58.74778262212913, 77.94640439406675, 68.34709350809795, -0.1599885147661469, 3, -37, -11.36748536585356, 70, -11.36748536585356, 710, 5.604461667664082, 417.0919444634718, -198.2269134463863, 150.832, 247.1658314671627, -2.979366532844941, 270, 417.0919444634718, -198.2269134463863, 150.8319999999999, 391.6030275140254, -168.9397814093551, 168.7072, 68.34709350809795, 68.34709350809795, 68.34709350809795
10.43, 0.08900000000000041, 149, 209, 57.21189288037412, 80.25023900669927, 68.73106594353669, -0.1919862177193762, 8, -32, -7.517360112359494, 70, -7.517360112359494, 716, 6.117064868974794, 411.8022753919779, -201.2990273318608, 149.853, 247.1658314671627, 3.137698336129852, 270, 411.8022753919779, -201.2990273318609, 149.853, 387.1068088032556, -170.6335184816622, 167.87505, 68.73106594353669, 68.73106594353669, 68.73106594353669
10.53, 0.09499999999999886, 167, 193, 64.12339671827167, 74.10668003967922, 69.11503837897545, -0.08319402767839629, 12, -28, -4.471697368421199, 70, -4.471697368421199, 722, 6.565928646002589, 406.1506949376355, -204.6413405057709, 149.4001666666666, 247.0512402117945, 9.702626959396866, 269, 406.1506949376355, -204.6413405057709, 149.4001666666666, 382.2857767287593, -172.4897453859958, 167.3401416666667, 69.11503837897545, 69.11503837897545, 69.11503837897545
10.61, 0.08800000000000097, 172, 193, 66.04325889546543, 74.10668003967922, 70.07496946757232, -0.06719517620178159, 11, -29, -6.132881818181694, 70, -6.132881818181694, 729, 6.166597313146432, 400.8614907059299, -207.8117097299801, 149.0613666666667, 246.9436182491504, 15.86828506990392, 269, 400.8614907059299, -207.8117097299801, 149.0613666666666, 377.773809837413, -174.2597105099975, 167.0521616666667, 70.07496946757232, 70.07496946757232, 70.07496946757232
10.7, 0.08999999999999986, 158, 200, 60.66764479932289, 76.7944870877505, 68.73106594353669, -0.1343903524035634, 11, -29, -6.001500000000016, 70, -6.001500000000016, 735, 6.185795934918293, 395.5946720259164, -211.0558879526295, 148.3683666666666, 246.835661224356, 22.05313887813975, 269, 395.5946720259164, -211.0558879526295, 148.3683666666666, 373.2808204056823, -176.0895339280141, 166.4631116666666, 68.73106594353669, 68.73106594353669, 68.73106594353669
10.8, 0.1009999999999991, 168, 201, 64.50736915371042, 77.17845952318925, 70.84291433844983, -0.1055924197456569, 10, -30, -5.364800495049619, 70, -5.364800495049619, 742, 7.155134348183369, 389.5428883199916, -214.8731987229567, 147.7573166666667, 246.7107869115982, 29.20718346470522, 269, 389.5428883199916, -214.8731987229567, 147.7573166666667, 368.1180731087326, -178.2611413948074, 165.9437191666667, 70.84291433844983, 70.84291433844983, 70.84291433844983
10.88, 0.07800000000000118, 169, 191, 64.89134158914917, 73.33873516880172, 69.11503837897545, -0.07039494649710463, 10, -30, -8.355299999999854, 70, -8.355299999999854, 747, 5.390972993560166, 384.9990860229606, -217.7743106654351, 147.4427166666666, 246.5226446673861, 34.59487242317692, 268, 384.9990860229606, -217.7743106654351, 147.4427166666667, 364.2276198196244, -179.9189332021433, 165.5263091666666, 69.11503837897545, 69.11503837897545, 69.11503837897545
10.97, 0.08300000000000018, 152, 206, 58.36381018669037, 79.09832170038301, 68.73106594353669, -0.1727875959474386, 11, -29, -7.251375903614433, 70, -7.251375903614433, 753, 5.704678473313558, 380.2353958100614, -220.9128791352021, 146.6210166666666, 246.3235542598179, 40.29607576049979, 268, 380.2353958100614, -220.9128791352021, 146.6210166666666, 360.1486195775249, -181.7315359008468, 164.8278641666666, 68.73106594353669, 68.73106594353669, 68.73106594353669
11.05, 0.08499999999999908, 163, 199, 62.58750697651665, 76.41051465231174, 69.49901081441419, -0.1151917306316257, 11, -29, -7.136250000000111, 70, -7.136250000000111, 759, 5.907415919225142, 375.3344684861157, -224.2111323407819, 146.0600166666666, 246.1173884174246, 46.19989304155998, 268, 375.3344684861157, -224.211132340782, 146.0600166666666, 355.9519064758121, -183.6494785334306, 164.3510141666666, 69.49901081441419, 69.49901081441419, 69.49901081441419
11.13, 0.08099999999999952, 164, 206, 62.9714794119554, 79.09832170038301, 71.03490055616921, -0.1343903524035634, 11, -29, -7.736700000000056, 70, -7.736700000000056, 765, 5.753826945049672, 370.5962142739118, -227.4754043169063, 145.4363166666667, 245.816256382199, 51.94583456675327, 267, 370.5962142739118, -227.4754043169063, 145.4363166666667, 351.8792205901548, -185.5622184843573, 163.6708691666666, 71.03490055616921, 71.03490055616921, 71.03490055616921
11.23, 0.09800000000000075, 162, 204, 62.20353454107791, 78.3303768295055, 70.2669556852917, -0.1343903524035633, 12, -28, -5.240697959183586, 70, -5.240697959183586, 771, 6.886161657158639, 364.9774289670479, -231.4564185148078, 144.6817166666666, 245.4558625270281, 58.82255897868639, 267, 364.9774289670479, -231.4564185148078, 144.6817166666667, 347.049194001045, -187.9145718907837, 163.0294591666666, 70.2669556852917, 70.2669556852917, 70.2669556852917
11.31, 0.08399999999999963, 173, 196, 66.42723133090418, 75.25859734599549, 70.84291433844983, -0.07359471679242755, 12, -28, -7.014000000000044, 70, -7.014000000000044, 778, 5.95080480442976, 360.1432112613935, -234.9266370950649, 144.3275166666666, 245.1444214671732, 64.76520841194937, 267, 360.1432112613935, -234.926637095065, 144.3275166666667, 342.8933927922605, -189.9728602690128, 162.7283891666666, 70.84291433844983, 70.84291433844983, 70.84291433844983
11.4, 0.0860000000000003, 159, 202, 61.05161723476165, 77.562431958628, 69.30702459669482, -0.1375901226988863, 9, -31, -8.73174186046508, 70, -8.73174186046508, 783, 5.960404115315775, 355.3426619042292, -238.4595032243291, 143.64955, 244.8324780182038, 70.71744400057639, 267, 355.3426619042292, -238.4595032243291, 143.64955, 338.7661343213253, -192.0829611405933, 162.1521175, 69.30702459669482, 69.30702459669482, 69.30702459669482
11.48, 0.08099999999999952, 161, 200, 61.81956210563914, 76.7944870877505, 69.30702459669482, -0.1247910415175946, 12, -28, -7.583931481481535, 70, -7.583931481481535, 789, 5.613868992332247, 350.8550789476993, -241.8325025233703, 143.0704, 244.4408743132372, 76.31763789019539, 266, 350.8550789476993, -241.8325025233703, 143.0704, 334.89294825253, -194.1099814613354, 161.50984, 69.30702459669482, 69.30702459669482, 69.30702459669482
11.56, 0.08100000000000129, 159, 214, 61.05161723476165, 82.17010118389302, 71.61085920932734, -0.1759873662427615, 8, -32, -10.15674135802455, 70, -10.15674135802455, 795, 5.800479595955606, 346.2684739932271, -245.3833641842504, 142.25365, 244.0362533105986, 82.10398780938633, 266, 346.2684739932271, -245.3833641842504, 142.25365, 330.9336408908328, -196.2602613852049, 160.8156025, 71.61085920932734, 71.61085920932734, 71.61085920932734
11.69, 0.1309999999999985, 150, 216, 57.59586531581287, 82.93804605477053, 70.2669556852917, -0.2111848394913138, 9, -31, -4.133783206107038, 70, -4.133783206107038, 804, 9.204971194773103, 339.1484984872476, -251.2175259484505, 140.66855, 243.2339872091474, 91.27393130970653, 265, 339.1484984872476, -251.2175259484505, 140.66855, 324.7613217955326, -199.8438073597269, 159.3182675, 70.2669556852917, 70.2669556852917, 70.2669556852917
11.79, 0.09800000000000075, 188, 196, 72.18681786248546, 75.25859734599549, 73.72270760424048, -0.02559816236258357, 7, -33, -9.152704081632571, 70, -9.152704081632571, 811, 7.224825345215621, 333.5716556791809, -255.8106649146679, 140.5248166666667, 242.4787873184347, 98.45917830573512, 264, 333.5716556791809, -255.8106649146679, 140.5248166666667, 319.907725425069, -202.6701884316075, 159.0460941666667, 73.72270760424048, 73.72270760424048, 73.72270760424048
11.87, 0.08000000000000007, 151, 205, 57.97983775125163, 78.71434926494425, 68.34709350809795, -0.1727875959474385, 7, -33, -11.23199999999999, 70, -11.23199999999999, 816, 5.46776748064784, 329.399537712098, -259.344772000082, 139.7328166666667, 241.9072499861778, 103.896992784022, 264, 329.399537712098, -259.344772000082, 139.7328166666667, 316.27569455321, -204.8585072824664, 158.3728941666666, 68.34709350809795, 68.34709350809795, 68.34709350809795
11.95, 0.08000000000000007, 156, 216, 59.89969992844538, 82.93804605477053, 71.41887299160796, -0.1919862177193762, 5, -35, -12.58449999999999, 70, -12.58449999999999, 822, 5.713509839328641, 325.097140332219, -263.1042362530993, 138.8528166666667, 241.2109482935199, 109.5679149874125, 263, 325.097140332219, -263.1042362530994, 138.8528166666667, 312.5142115264142, -207.2034135670226, 157.4748941666666, 71.41887299160796, 71.41887299160796, 71.41887299160796
12.05, 0.1, 146, 213, 56.05997557405786, 81.78612874845427, 68.92305216125607, -0.2143846097866368, 4, -36, -11.25000000000003, 70, -11.25000000000003, 829, 6.892305216125582, 320.0054952563684, -267.7495588052799, 137.6244833333333, 240.3709875822828, 116.4088460056153, 263, 320.0054952563684, -267.74955880528, 137.6244833333333, 308.0603191052556, -210.1257980836457, 156.4308108333333, 68.92305216125607, 68.92305216125607, 68.92305216125607
12.14, 0.08999999999999986, 149, 226, 57.21189288037412, 86.77777040915805, 71.99483164476608, -0.2463823127398661, 5, -35, -11.83244444444446, 70, -11.83244444444446, 835, 6.479534848028937, 315.3167887295769, -272.2217398115055, 136.3539833333333, 239.4692106247038, 122.8253224659167, 262, 315.3167887295769, -272.2217398115055, 136.3539833333333, 303.9396520138459, -212.9646804698921, 155.2008858333333, 71.99483164476608, 71.99483164476608, 71.99483164476608
12.22, 0.08200000000000074, 156, 208, 59.89969992844538, 79.86626657126052, 69.88298324985294, -0.1663880553567928, 8, -32, -10.9653073170731, 70, -10.9653073170731, 841, 5.730404626487993, 311.2245135067363, -276.2330763323922, 135.57225, 238.5727778424951, 128.4851763023913, 261, 311.2245135067363, -276.2330763323923, 135.57225, 300.3267531571001, -215.5253384371747, 154.3864125, 69.88298324985294, 69.88298324985294, 69.88298324985294
12.3, 0.0779999999999994, 158, 206, 60.66764479932289, 79.09832170038301, 69.88298324985294, -0.153588974175501, 12, -28, -9.067958974359033, 70, -9.067958974359033, 846, 5.450872693488487, 307.3778511000445, -280.0950967167976, 134.88585, 237.6262437325764, 133.8532379916213, 260, 307.3778511000445, -280.0950967167976, 134.88585, 296.9151099949243, -218.0028465105348, 153.6529725, 69.88298324985294, 69.88298324985294, 69.88298324985294
12.38, 0.08000000000000007, 162, 207, 62.20353454107791, 79.48229413582176, 70.84291433844983, -0.1439896632895322, 12, -28, -9.007999999999992, 70, -9.007999999999992, 852, 5.667433147075991, 303.4248817759555, -284.1563566197572, 134.22585, 236.5448465074191, 139.4165444291634, 259, 303.4248817759555, -284.1563566197572, 134.22585, 293.3928764856751, -220.6204214624191, 152.9419725, 70.84291433844983, 70.84291433844983, 70.84291433844983
12.47, 0.09100000000000108, 153, 204, 58.74778262212913, 78.3303768295055, 68.53907972581732, -0.1631882850614698, 13, -27, -7.453955494505388, 70, -7.453955494505388, 859, 6.23705625504945, 299.1414560483164, -288.6899131446558, 133.375, 235.3547600692862, 145.5390083938123, 259, 299.1414560483164, -288.6899131446558, 133.375, 289.5734516514619, -223.5555749138856, 152.21875, 68.53907972581732, 68.53907972581732, 68.53907972581732
12.55, 0.08099999999999952, 166, 207, 63.73942428283291, 79.48229413582176, 71.61085920932734, -0.1311905821082404, 12, -28, -9.139522839506219, 70, -9.139522839506219, 864, 5.800479595955479, 295.2028857242059, -292.9482258791941, 132.76615, 234.1487725489372, 151.2127335937015, 258, 295.2028857242059, -292.9482258791942, 132.76615, 286.0447687479155, -226.3240819582598, 151.5512275, 71.61085920932734, 71.61085920932734, 71.61085920932734
12.64, 0.08999999999999986, 159, 198, 61.05161723476165, 76.02654221687299, 68.53907972581732, -0.1247910415175945, 10, -30, -9.627611111111124, 70, -9.627611111111124, 871, 6.168517175323549, 291.0655386104992, -297.5234813915087, 132.12265, 232.8662657131772, 157.2464538688295, 258, 291.0655386104992, -297.5234813915088, 132.12265, 282.3356476759009, -229.307991102458, 151.0042525, 68.53907972581732, 68.53907972581732, 68.53907972581732
12.74, 0.1, 156, 206, 59.89969992844538, 79.09832170038301, 69.49901081441419, -0.1599885147661469, 11, -29, -8.22500000000003, 70, -8.22500000000003, 877, 6.949901081441395, 286.4871659638583, -302.7522124947795, 131.2059833333334, 231.3028781373214, 164.0182294358045, 257, 286.4871659638583, -302.7522124947795, 131.2059833333333, 278.2095227898778, -232.7366462051919, 150.0750858333334, 69.49901081441419, 69.49901081441419, 69.49901081441419
12.84, 0.09800000000000075, 164, 207, 62.9714794119554, 79.48229413582176, 71.22688677388858, -0.1375901226988864, 13, -27, -7.335495918367276, 70, -7.335495918367276, 884, 6.980234903841135, 281.9600372884361, -308.0652893123093, 130.4334166666667, 229.6142064776532, 170.7911215314041, 256, 281.9600372884362, -308.0652893123093, 130.4334166666667, 274.1081626668187, -236.2368276857523, 149.2684041666667, 71.22688677388858, 71.22688677388858, 71.22688677388858
12.92, 0.08000000000000007, 162, 198, 62.20353454107791, 76.02654221687299, 69.11503837897545, -0.1151917306316257, 12, -28, -9.690249999999994, 70, -9.690249999999994, 890, 5.52920307031804, 278.4129310167122, -312.3067659054206, 129.9054166666667, 228.2765711897264, 176.1560836402458, 256, 278.4129310167123, -312.3067659054207, 129.9054166666667, 270.8924770426643, -239.0373384735706, 148.8196041666667, 69.11503837897545, 69.11503837897545, 69.11503837897545
13.0, 0.07499999999999929, 164, 212, 62.9714794119554, 81.40215631301553, 72.18681786248547, -0.153588974175501, 12, -28, -10.23375000000006, 70, -10.23375000000006, 896, 5.414011339686359, 274.9877925857226, -316.4996104666713, 129.2454166666667, 226.9668033036313, 181.4092757051533, 256, 274.9877925857227, -316.4996104666714, 129.2454166666667, 267.7846441934089, -241.8132775408977, 148.2586041666667, 72.18681786248547, 72.18681786248547, 72.18681786248547
13.08, 0.08500000000000085, 151, 207, 57.97983775125163, 79.48229413582176, 68.73106594353669, -0.1791871365380845, 12, -28, -9.477249999999927, 70, -9.477249999999927, 901, 5.842140605200678, 271.3611378468009, -321.0797831987407, 128.37275, 225.4547460508386, 187.0523501965287, 255, 271.361137846801, -321.0797831987408, 128.37275, 264.4751790774066, -244.8599631894503, 147.3668375, 68.73106594353669, 68.73106594353669, 68.73106594353669
13.17, 0.08899999999999864, 159, 209, 61.05161723476165, 80.25023900669927, 70.65092812073046, -0.1599885147661468, 11, -29, -9.867317977528202, 70, -9.867317977528202, 907, 6.287932602744914, 267.528333355296, -326.0645305490647, 127.5569166666667, 223.7215569346625, 193.0966989541891, 254, 267.5283333552961, -326.0645305490648, 127.5569166666667, 260.957316892201, -248.1903461235766, 146.5233791666667, 70.65092812073046, 70.65092812073046, 70.65092812073046
13.25, 0.08200000000000074, 159, 205, 61.05161723476165, 78.71434926494425, 69.88298324985294, -0.147189433584855, 10, -30, -11.18369756097555, 70, -11.18369756097555, 913, 5.730404626487993, 264.0904517871824, -330.6491251338562, 126.8653833333334, 222.1420433556559, 198.6051174238598, 254, 264.0904517871825, -330.6491251338563, 126.8653833333333, 257.7981905224534, -251.2609887501988, 145.9355758333334, 69.88298324985294, 69.88298324985294, 69.88298324985294
13.34, 0.08999999999999986, 151, 207, 57.97983775125163, 79.48229413582176, 68.73106594353669, -0.1791871365380845, 10, -30, -10.64700000000001, 70, -10.64700000000001, 920, 6.185795934918293, 260.4596538497463, -335.6572562908809, 125.9413833333334, 220.3334916530968, 204.5206234958389, 253, 260.4596538497464, -335.6572562908809, 125.9413833333333, 254.4407295202488, -254.6305743228729, 145.0001758333334, 68.73106594353669, 68.73106594353669, 68.73106594353669
13.43, 0.08900000000000041, 160, 209, 61.4355896702004, 80.25023900669927, 70.84291433844983, -0.1567887444708239, 10, -30, -10.86219999999997, 70, -10.86219999999997, 925, 6.305019376122064, 256.8304662254964, -340.8130556005192, 125.1418666666667, 218.3851335160118, 210.517053258867, 252, 256.8304662254965, -340.8130556005192, 125.1418666666667, 251.0636663190737, -258.1135392716112, 144.1705866666667, 70.84291433844983, 70.84291433844983, 70.84291433844983
13.51, 0.08000000000000007, 150, 217, 57.59586531581287, 83.3220184902093, 70.45894190301109, -0.2143846097866368, 10, -30, -11.70399999999999, 70, -11.70399999999999, 931, 5.636715352240891, 253.6654828197697, -345.4773283202111, 124.1592, 216.5499985015824, 215.8466723297766, 251, 253.6654828197697, -345.4773283202111, 124.1592, 248.0981601720416, -261.2787282227129, 143.18532, 70.45894190301109, 70.45894190301109, 70.45894190301109
13.6, 0.0860000000000003, 155, 208, 59.51572749300663, 79.86626657126052, 69.69099703213357, -0.1695878256521157, 10, -30, -11.36079999999998, 70, -11.36079999999998, 937, 5.993425744763507, 250.3728951811473, -350.4853238074281, 123.3235666666667, 214.5987299429837, 221.5135677029257, 251, 250.3728951811474, -350.4853238074281, 123.3235666666667, 245.0067703954228, -264.685490080875, 142.4750316666667, 69.69099703213357, 69.69099703213357, 69.69099703213357
13.68, 0.08099999999999952, 151, 207, 57.97983775125163, 79.48229413582176, 68.73106594353669, -0.1791871365380845, 10, -30, -11.86830000000004, 70, -11.86830000000004, 944, 5.567216341426438, 247.3822903758644, -355.181085799998, 122.4919666666667, 212.694629811964, 226.7450398172829, 250, 247.3822903758645, -355.1810857999981, 122.4919666666667, 242.1791412912794, -267.8921669574059, 141.6181716666667, 68.73106594353669, 68.73106594353669, 68.73106594353669
13.79, 0.113999999999999, 149, 217, 57.21189288037412, 83.3220184902093, 70.26695568529171, -0.2175843800819598, 11, -29, -8.931114035087793, 70, -8.931114035087793, 951, 8.010432948123183, 243.2481349383665, -362.0422660800215, 121.0707666666667, 209.823947381375, 234.2234232254189, 249, 243.2481349383666, -362.0422660800216, 121.0707666666667, 238.2345068048178, -272.6024126842055, 140.2601516666667, 70.26695568529171, 70.26695568529171, 70.26695568529171
13.89, 0.09800000000000075, 165, 205, 63.35545184739416, 78.71434926494425, 71.03490055616921, -0.1279908118129174, 11, -29, -10.26559999999994, 70, -10.26559999999994, 958, 6.961420254504636, 239.730442161759, -368.0495291414524, 120.3521, 207.1039037894443, 240.6314443566126, 247, 239.7304421617592, -368.0495291414524, 120.3521, 234.8364614059118, -276.7473831167426, 139.349285, 71.03490055616921, 71.03490055616921, 71.03490055616921
13.97, 0.08099999999999952, 155, 207, 59.51572749300663, 79.48229413582176, 69.49901081441419, -0.1663880553567928, 11, -29, -11.62065000000003, 70, -11.62065000000003, 963, 5.629419875967516, 236.9515533052412, -372.9452563461748, 119.5799000000001, 204.9043142085676, 245.8133526745623, 247, 236.9515533052414, -372.9452563461748, 119.5799, 232.1444674407402, -280.1314649930642, 138.692915, 69.49901081441419, 69.49901081441419, 69.49901081441419
14.06, 0.08399999999999963, 150, 212, 57.59586531581287, 81.40215631301553, 69.49901081441419, -0.1983857583100222, 11, -29, -11.52840000000002, 70, -11.52840000000002, 969, 5.837916908410766, 234.1547448749696, -378.0696232762326, 118.6251, 202.6232583469176, 251.1871835228065, 247, 234.1547448749698, -378.0696232762326, 118.6251, 229.4250218957618, -283.6811022563767, 137.881335, 69.49901081441419, 69.49901081441419, 69.49901081441419
14.14, 0.0860000000000003, 146, 213, 56.05997557405786, 81.78612874845427, 68.92305216125607, -0.2143846097866368, 14, -26, -9.682958139534863, 70, -9.682958139534863, 976, 5.927382485868042, 231.411479002199, -383.3239886503827, 117.5687333333334, 200.1182382640678, 256.5592164264933, 245, 231.4114790021993, -383.3239886503827, 117.5687333333333, 226.7174928914794, -287.3415078888513, 136.6834233333334, 68.92305216125607, 68.92305216125607, 68.92305216125607
14.24, 0.0990000000000002, 158, 199, 60.66764479932289, 76.41051465231174, 68.53907972581732, -0.1311905821082404, 90, 50, 37.4227383838384, 70, 37.4227383838384, 982, 6.785368892855928, 228.3495102319408, -389.3791994858615, 116.8245833333334, 197.1437283211197, 262.6578655893358, 244, 228.349510231941, -389.3791994858615, 116.8245833333333, 223.6686429453176, -291.5736397245819, 135.9008958333334, 68.53907972581732, 68.53907972581732, 68.53907972581732
14.32, 0.08000000000000007, 271, 96, 104.0565300039019, 36.86135380212024, 70.45894190301107, 0.559959801681514, 89, 49, 35.27775000000001, 70, 35.27775000000001, 988, 5.63671535224089, 225.5831754965799, -394.2904062717874, 119.39125, 194.6727549480342, 267.724111788613, 244, 225.5831754965801, -394.2904062717874, 119.39125, 220.9466124142981, -294.9882285627273, 138.0825625, 70.45894190301107, 70.45894190301107, 70.45894190301107
14.41, 0.08900000000000041, 279, 97, 107.1283094874119, 37.24532623755898, 72.18681786248547, 0.5823581937487746, 68, 28, 23.35257247191014, 70, 23.35257247191014, 994, 6.424626789761237, 222.1443924967641, -399.7172470533006, 122.3608833333334, 192.3703746187937, 273.7220176070837, 249, 222.1443924967643, -399.7172470533007, 122.3608833333333, 217.6782898150686, -298.701357354243, 141.3567508333334, 72.18681786248547, 72.18681786248547, 72.18681786248547
14.48, 0.07099999999999973, 252, 121, 96.76105373056563, 46.46066468808905, 71.61085920932734, 0.4191699086873048, 42, 2, 6.345451408450683, 70, 6.345451408450683, 999, 5.084371003862221, 219.2963898129643, -403.9291004716883, 124.0660666666667, 190.8838484009516, 278.5842257791577, 253, 219.2963898129645, -403.9291004716884, 124.0660666666667, 215.0345086011624, -301.5521015340614, 143.4061566666667, 71.61085920932734, 71.61085920932734, 71.61085920932734
14.56, 0.08000000000000007, 180, 169, 69.11503837897545, 64.89134158914917, 67.00318998406231, 0.03519747324855231, 23, -17, -4.382749999999993, 70, -4.382749999999993, 1004, 5.360255198724989, 216.2813596855321, -408.3610220781853, 124.2274, 189.6780533424463, 283.8070979844048, 257, 216.2813596855323, -408.3610220781853, 124.2274, 212.2908637340692, -304.5358040687968, 144.14329, 67.00318998406231, 67.00318998406231, 67.00318998406231
14.65, 0.08999999999999986, 178, 199, 68.34709350809795, 76.41051465231174, 72.37880408020485, -0.06719517620178159, 7, -33, -13.3593888888889, 70, -13.3593888888889, 1011, 6.514092367218426, 212.649959121769, -413.7690096257074, 123.8809, 188.2127013963471, 290.1542345862684, 257, 212.6499591217692, -413.7690096257074, 123.8809, 208.9843704629557, -308.1805229939111, 143.848765, 72.37880408020485, 72.37880408020485, 72.37880408020485
14.73, 0.08099999999999952, 134, 225, 51.45230634879283, 86.3937979737193, 68.92305216125607, -0.2911790968743873, 9, -31, -12.83665432098769, 70, -12.83665432098769, 1016, 5.582767225061708, 209.647912514534, -418.4759200834505, 122.52955, 186.9568520229131, 295.5939158490327, 257, 209.6479125145342, -418.4759200834506, 122.52955, 206.2442534407908, -311.3654446935781, 142.7001175, 68.92305216125607, 68.92305216125607, 68.92305216125607
14.83, 0.1000000000000014, 153, 213, 58.74778262212913, 81.78612874845427, 70.2669556852917, -0.1919862177193763, 20, -20, -4.944999999999902, 70, -4.944999999999902, 1023, 7.026695568529269, 205.9838436779186, -424.4716727612495, 121.42955, 185.1382093856403, 302.381182572146, 255, 205.9838436779188, -424.4716727612495, 121.42955, 202.8569985340769, -315.4437444612402, 141.4651175, 70.2669556852917, 70.2669556852917, 70.2669556852917
14.92, 0.08999999999999986, 175, 197, 67.19517620178168, 75.64256978143423, 71.41887299160796, -0.07039494649710463, 44, 4, 8.851333333333322, 70, 8.851333333333322, 1030, 6.427698569244706, 202.6669369081987, -429.9774368660815, 121.06655, 183.4745985797415, 308.5898626237808, 255, 202.6669369081989, -429.9774368660815, 121.06655, 199.7880861589301, -319.1923419426022, 141.1565675, 71.41887299160796, 71.41887299160796, 71.41887299160796
15.0, 0.07399999999999984, 212, 146, 81.40215631301553, 56.05997557405786, 68.73106594353669, 0.2111848394913139, 54, 14, 13.71416756756756, 70, 13.71416756756756, 1035, 5.086098879821704, 199.9745801501562, -434.2924822775164, 121.96195, 182.1582193243691, 313.5026568868605, 255, 199.9745801501564, -434.2924822775165, 121.96195, 197.3021260262881, -322.1232114028599, 141.9176575, 68.73106594353669, 68.73106594353669, 68.73106594353669
15.07, 0.07499999999999929, 215, 147, 82.55407361933178, 56.44394800949661, 69.49901081441419, 0.2175843800819597, 72, 32, 24.75749999999995, 70, 24.75749999999995, 1040, 5.212425811081015, 197.143556601217, -438.6690892396934, 122.89695, 180.9856786424772, 318.5814885620917, 257, 197.1435566012173, -438.6690892396935, 122.89695, 194.7198749074061, -325.0815025694257, 143.0124075, 69.49901081441419, 69.49901081441419, 69.49901081441419
15.15, 0.07900000000000063, 255, 112, 97.91297103688187, 43.00491276914028, 70.45894190301107, 0.4575671522311799, 77, 37, 28.1052955696203, 70, 28.1052955696203, 1046, 5.566256410337918, 193.9534248427549, -443.2304782594196, 124.9680666666667, 179.8283888606787, 324.0261089149329, 258, 193.9534248427551, -443.2304782594197, 124.9680666666667, 191.8346694454435, -328.1419901832667, 144.9228566666667, 70.45894190301107, 70.45894190301107, 70.45894190301107
15.23, 0.08000000000000007, 255, 105, 97.91297103688187, 40.31710572106901, 69.11503837897545, 0.4799655442984406, 87, 47, 34.39850000000001, 70, 34.39850000000001, 1052, 5.52920307031804, 190.6129287108584, -447.6365164101394, 127.1680666666667, 179.0588725235446, 329.5015021610567, 262, 190.6129287108586, -447.6365164101395, 127.1680666666667, 188.8798202827613, -331.06581362446, 147.3928566666667, 69.11503837897545, 69.11503837897545, 69.11503837897545
15.31, 0.07599999999999874, 277, 88, 106.3603646165344, 33.78957431861021, 70.07496946757232, 0.6047565858160352, 91, 51, 36.64931578947359, 70, 36.64931578947359, 1057, 5.325697679535407, 187.2037932321672, -451.7280749227038, 129.8014666666667, 178.6873706331929, 334.8142267087134, 266, 187.2037932321674, -451.7280749227039, 129.8014666666666, 185.926329842321, -333.7467296779913, 150.2312466666666, 70.07496946757232, 70.07496946757232, 70.07496946757232
